patient,drug,dose,plate,half,n_rows,frac_untestable
ACH-000601,Tolmetin,0.5,8,0,62710,0.5033009089459416
ACH-000601,Tolmetin,5.0,9,0,62710,0.5569606123425291
ACH-000601,Tomivosertib,0.05,1,0,62710,0.6048796045287833
ACH-000601,Tomivosertib,0.5,2,0,62710,0.5668314463402966
ACH-000601,Tomivosertib,5.0,3,0,62710,0.6418274597352894
ACH-000601,Topotecan (hydrochloride),0.05,13,0,62710,0.5376813905278265
ACH-000601,Topotecan (hydrochloride),0.05,7,1,62710,0.5958379843725083
ACH-000601,Topotecan (hydrochloride),0.5,13,0,62710,0.5304736086748525
ACH-000601,Topotecan (hydrochloride),0.5,8,1,62710,0.5123584755222452
ACH-000601,Topotecan (hydrochloride),5.0,13,0,62710,0.5370913729867645
ACH-000601,Topotecan (hydrochloride),5.0,9,1,62710,0.5860309360548557
ACH-000601,Torkinib,0.05,1,0,62710,0.6012438207622389
ACH-000601,Torkinib,0.5,2,0,62710,0.5572795407431032
ACH-000601,Torkinib,5.0,3,0,62710,0.6631318768936374
ACH-000601,Trametinib,0.05,1,0,62710,0.6103492265986286
ACH-000601,Trametinib,0.05,10,1,62710,0.5305373943549673
ACH-000601,Trametinib,0.5,11,0,62710,0.5473608674852496
ACH-000601,Trametinib,0.5,2,1,62710,0.5712964439483336
ACH-000601,Trametinib,5.0,12,0,62710,0.4974326263753787
ACH-000601,Trametinib,5.0,3,1,62710,0.6343166959017701
ACH-000601,Trametinib (DMSO_TF solvate),0.05,7,0,62710,0.5551267740392282
ACH-000601,Trametinib (DMSO_TF solvate),0.5,8,0,62710,0.5100940838781693
ACH-000601,Trametinib (DMSO_TF solvate),5.0,9,0,62710,0.5626375378727476
ACH-000601,Tranilast,0.05,7,0,62710,0.5783128687609632
ACH-000601,Tranilast,0.5,8,0,62710,0.5120714399617285
ACH-000601,Tranilast,5.0,9,0,62710,0.545128368681231
ACH-000601,Triamcinolone,0.05,4,0,62710,0.5969223409344602
ACH-000601,Triamcinolone,0.5,5,0,62710,0.5807048317652687
ACH-000601,Triamcinolone,5.0,14,0,62710,0.6181470259926647
ACH-000601,Triamcinolone,5.0,6,1,62710,0.5680433742624781
ACH-000601,Triclosan,0.05,4,0,62710,0.5938287354488917
ACH-000601,Triclosan,0.5,5,0,62710,0.5772604050390687
ACH-000601,Triclosan,5.0,14,0,62710,0.6149896348269813
ACH-000601,Triclosan,5.0,6,1,62710,0.562828894913092
ACH-000601,Trifluridine,0.05,4,0,62710,0.594243342369638
ACH-000601,Trifluridine,0.5,5,0,62710,0.585903364694626
ACH-000601,Trifluridine,5.0,14,0,62710,0.6280816456705469
ACH-000601,Trifluridine,5.0,6,1,62710,0.5653324828575985
ACH-000601,Trimetrexate,0.05,4,0,62710,0.6013235528623824
ACH-000601,Trimetrexate,0.5,5,0,62710,0.5806091532450964
ACH-000601,Trimetrexate,5.0,14,0,62710,0.6278902886302025
ACH-000601,Trimetrexate,5.0,6,1,62710,0.5686174453835114
ACH-000601,Tubulin inhibitor 6,0.05,1,0,62710,0.6044331047679796
ACH-000601,Tubulin inhibitor 6,0.5,2,0,62710,0.5527029181948653
ACH-000601,Tubulin inhibitor 6,5.0,3,0,62710,0.6460692074629246
ACH-000601,Tucatinib,0.05,1,0,62710,0.6036198373465157
ACH-000601,Tucatinib,0.5,2,0,62710,0.5644713761760485
ACH-000601,Tucatinib,5.0,3,0,62710,0.6262159145271886
ACH-000601,Tucidinostat,0.05,4,0,62710,0.5871631318768936
ACH-000601,Tucidinostat,0.5,5,0,62710,0.574230585233615
ACH-000601,Tucidinostat,5.0,14,0,62710,0.6109870833997767
ACH-000601,Tucidinostat,5.0,6,1,62710,0.5562749162812949
ACH-000601,ULK-101,0.05,1,0,62710,0.6080848349545527
ACH-000601,ULK-101,0.5,2,0,62710,0.5756019773560835
ACH-000601,ULK-101,5.0,3,0,62710,0.6549673098389411
ACH-000601,Uridine,0.05,10,0,62710,0.5181151331526073
ACH-000601,Uridine,0.5,11,0,62710,0.5317812151172062
ACH-000601,Uridine,5.0,12,0,62710,0.4854409185137937
ACH-000601,Valdecoxib,0.05,10,0,62710,0.5379684260883432
ACH-000601,Valdecoxib,0.5,11,0,62710,0.5568330409822995
ACH-000601,Valdecoxib,5.0,12,0,62710,0.512693350342848
ACH-000601,Vandetanib,0.05,10,0,62710,0.5320204114176368
ACH-000601,Vandetanib,0.5,11,0,62710,0.553898899697018
ACH-000601,Vandetanib,5.0,12,0,62710,0.5115930473608675
ACH-000601,Vemurafenib,0.05,1,0,62710,0.5970499122946898
ACH-000601,Vemurafenib,0.5,2,0,62710,0.54206665603572
ACH-000601,Vemurafenib,5.0,3,0,62710,0.6300111624940201
ACH-000601,Verapamil,0.05,7,0,62710,0.5782650295008771
ACH-000601,Verapamil,0.5,8,0,62710,0.5214000956785202
ACH-000601,Verapamil,5.0,9,0,62710,0.5564343804815819
ACH-000601,Verteporfin,0.05,7,0,62710,0.5669430712804975
ACH-000601,Verteporfin,0.5,8,0,62710,0.5122787434221018
ACH-000601,Verteporfin,5.0,9,0,62710,0.556641683941955
ACH-000601,Vilanterol,0.05,4,0,62710,0.6075426566735768
ACH-000601,Vilanterol,0.5,5,0,62710,0.5889810237601658
ACH-000601,Vilanterol,5.0,14,0,62710,0.6264232179875618
ACH-000601,Vilanterol,5.0,6,1,62710,0.5699728910859512
ACH-000601,Vinblastine (sulfate),0.05,4,0,62710,0.5882474884388454
ACH-000601,Vinblastine (sulfate),0.5,5,0,62710,0.5857120076542817
ACH-000601,Vinblastine (sulfate),5.0,14,0,62710,0.6175251156115452
ACH-000601,Vinblastine (sulfate),5.0,6,1,62710,0.5653165364375697
ACH-000601,Vismodegib,0.05,10,0,62710,0.5302503587944506
ACH-000601,Vismodegib,0.5,11,0,62710,0.5517301865731143
ACH-000601,Vismodegib,5.0,12,0,62710,0.5123425291022166
ACH-000601,Vitamin K4,0.05,10,0,62710,0.5155158666879286
ACH-000601,Vitamin K4,0.5,11,0,62710,0.5396268537713284
ACH-000601,Vitamin K4,5.0,12,0,62710,0.5041620156274916
ACH-000601,Volasertib,0.05,1,0,62710,0.5975601977356083
ACH-000601,Volasertib,0.5,2,0,62710,0.55965555732738
ACH-000601,Volasertib,5.0,3,0,62710,0.6519853292935736
ACH-000601,Voriconazole,0.05,10,0,62710,0.5287992345718386
ACH-000601,Voriconazole,0.5,11,0,62710,0.5451443151012597
ACH-000601,Voriconazole,5.0,12,0,62710,0.5111624940200925
ACH-000601,Vortioxetine,0.05,10,0,62710,0.5279859671503747
ACH-000601,Vortioxetine,0.5,11,0,62710,0.5402966034125339
ACH-000601,Vortioxetine,5.0,12,0,62710,0.5249880401849785
ACH-000601,XRK3F2,0.05,1,0,62710,0.6074948174134907
ACH-000601,XRK3F2,0.5,2,0,62710,0.5801945463243502
ACH-000601,XRK3F2,5.0,3,0,62710,0.6350023919630043
ACH-000601,Zileuton,0.05,10,0,62710,0.5251475043852655
ACH-000601,Zileuton,0.5,11,0,62710,0.536740551746133
ACH-000601,Zileuton,5.0,12,0,62710,0.5054536756498166
ACH-000601,c-Kit-IN-1,0.05,13,0,62710,0.529692234093446
ACH-000601,c-Kit-IN-1,0.5,2,0,62710,0.5531653643756976
ACH-000601,c-Kit-IN-1,5.0,3,0,62710,0.6400574071121033
ACH-000601,crizotinib,0.05,7,0,62710,0.5743262637537873
ACH-000601,crizotinib,0.5,8,0,62710,0.5100462446180832
ACH-000601,crizotinib,5.0,9,0,62710,0.5561313985010365
ACH-000601,olaparib,0.05,13,0,62710,0.5273481103492266
ACH-000601,olaparib,0.5,2,0,62710,0.5527667038749801
ACH-000601,olaparib,5.0,3,0,62710,0.6437091372986764
ACH-000601,palbociclib,0.05,1,0,62710,0.6055174613299315
ACH-000601,palbociclib,0.5,2,0,62710,0.5567214160420986
ACH-000601,palbociclib,5.0,3,0,62710,0.6505023122309042
ACH-000601,venetoclax,0.05,1,0,62710,0.5991070004783926
ACH-000601,venetoclax,0.5,2,0,62710,0.5593685217668634
ACH-000601,venetoclax,5.0,3,0,62710,0.6476638494657949
ACH-000601,vincristine,0.05,1,0,62710,0.6065858714718546
ACH-000601,vincristine,0.5,2,0,62710,0.5761282092170308
ACH-000601,vincristine,5.0,3,0,62710,0.6536278105565301
ACH-000601,γ-Oryzanol,0.05,10,0,62710,0.5196300430553341
ACH-000601,γ-Oryzanol,0.5,11,0,62710,0.5495774198692394
ACH-000601,γ-Oryzanol,5.0,12,0,62710,0.5095678520172221
ACH-000628,(R)-Verapamil (hydrochloride),0.05,4,0,62710,0.8896348269813427
ACH-000628,(R)-Verapamil (hydrochloride),0.5,5,0,62710,0.8641843406155318
ACH-000628,(R)-Verapamil (hydrochloride),5.0,14,0,62710,0.9083559240950406
ACH-000628,(R)-Verapamil (hydrochloride),5.0,6,1,62710,0.8823473130282251
ACH-000628,(S)-Crizotinib,0.05,7,0,62710,0.8852655078934779
ACH-000628,(S)-Crizotinib,0.5,8,0,62710,0.8602774677084994
ACH-000628,(S)-Crizotinib,5.0,9,0,62710,0.8791580290224844
ACH-000628,18β-Glycyrrhetinic acid,0.05,4,0,62710,0.8731781215117206
ACH-000628,18β-Glycyrrhetinic acid,0.5,5,0,62710,0.892090575665763
ACH-000628,18β-Glycyrrhetinic acid,5.0,14,0,62710,0.896826662414288
ACH-000628,18β-Glycyrrhetinic acid,5.0,6,1,62710,0.885472811353851
ACH-000628,4EGI-1,0.05,1,0,62710,0.893270610747887
ACH-000628,4EGI-1,0.5,2,0,62710,0.905868282570563
ACH-000628,4EGI-1,5.0,3,0,62710,0.8760006378568012
ACH-000628,5-Azacytidine,0.05,10,0,62710,0.8783607080210493
ACH-000628,5-Azacytidine,0.5,11,0,62710,0.8773241907191835
ACH-000628,5-Azacytidine,5.0,12,0,62710,0.895104449051188
ACH-000628,5-Fluorouracil,0.05,10,0,62710,0.8701642481262957
ACH-000628,5-Fluorouracil,0.5,11,0,62710,0.8695263913251475
ACH-000628,5-Fluorouracil,5.0,12,0,62710,0.8849625259129326
ACH-000628,8-Hydroxyquinoline,0.05,4,0,62710,0.8816137777069049
ACH-000628,8-Hydroxyquinoline,0.5,5,0,62710,0.889778344761601
ACH-000628,8-Hydroxyquinoline,5.0,14,0,62710,0.9193270610747887
ACH-000628,8-Hydroxyquinoline,5.0,6,1,62710,0.8670228033806411
ACH-000628,9-ING-41,0.05,1,0,62710,0.9147823313666082
ACH-000628,9-ING-41,0.5,2,0,62710,0.8958060915324509
ACH-000628,9-ING-41,5.0,3,0,62710,0.870036676766066
ACH-000628,APTO-253,0.05,1,0,62710,0.900159464200287
ACH-000628,APTO-253,0.5,2,0,62710,0.8783128687609632
ACH-000628,APTO-253,5.0,3,0,62710,0.8773720299792697
ACH-000628,AT7519,0.05,1,0,62710,0.8868920427364057
ACH-000628,AT7519,0.5,2,0,62710,0.8688885345239994
ACH-000628,AT7519,5.0,3,0,62710,0.8665763036198374
ACH-000628,AZD-7648,0.05,1,0,62710,0.89913889331845
ACH-000628,AZD-7648,0.5,2,0,62710,0.8916440759049593
ACH-000628,AZD-7648,5.0,3,0,62710,0.8771009408387817
ACH-000628,AZD-8055,0.05,1,0,62710,0.8916281294849306
ACH-000628,AZD-8055,0.5,2,0,62710,0.894514431510126
ACH-000628,AZD-8055,5.0,3,0,62710,0.8780417796204752
ACH-000628,AZD1390,0.05,1,0,62710,0.9023600701642481
ACH-000628,AZD1390,0.5,2,0,62710,0.8847073831924733
ACH-000628,AZD1390,5.0,3,0,62710,0.869606123425291
ACH-000628,AZD2858,0.05,1,0,62710,0.8784563865412215
ACH-000628,AZD2858,0.5,2,0,62710,0.9076542816137777
ACH-000628,AZD2858,5.0,3,0,62710,0.8915643438048159
ACH-000628,Abemaciclib,0.05,13,0,62710,0.886445542975602
ACH-000628,Abemaciclib,0.5,2,0,62710,0.8842608834316696
ACH-000628,Abemaciclib,5.0,3,0,62710,0.8757773879763993
ACH-000628,Abiraterone acetate,0.05,10,0,62710,0.8641843406155318
ACH-000628,Abiraterone acetate,0.5,11,0,62710,0.8666400892999522
ACH-000628,Abiraterone acetate,5.0,12,0,62710,0.8759687450167437
ACH-000628,Acetazolamide,0.05,10,0,62710,0.8637856801148143
ACH-000628,Acetazolamide,0.5,11,0,62710,0.879508850263116
ACH-000628,Acetazolamide,5.0,12,0,62710,0.8747887099346197
ACH-000628,Acetohexamide,0.05,4,0,62710,0.8725562111306012
ACH-000628,Acetohexamide,0.5,5,0,62710,0.8912613618242704
ACH-000628,Acetohexamide,5.0,14,0,62710,0.8926168075267102
ACH-000628,Acetohexamide,5.0,6,1,62710,0.886126614575028
ACH-000628,Adagrasib,0.05,1,0,62710,0.8981821081167278
ACH-000628,Adagrasib,0.05,10,1,62710,0.8696858555254345
ACH-000628,Adagrasib,0.05,11,0,62710,0.8738000318928401
ACH-000628,Adagrasib,0.05,12,1,62710,0.9059639610907352
ACH-000628,Adagrasib,0.05,13,0,62710,0.8804018497847234
ACH-000628,Adagrasib,0.05,14,1,62710,0.9127571360229628
ACH-000628,Adagrasib,0.05,2,0,62710,0.8658906075586031
ACH-000628,Adagrasib,0.05,3,1,62710,0.8804656354648381
ACH-000628,Adagrasib,0.05,4,0,62710,0.8751714240153086
ACH-000628,Adagrasib,0.05,5,1,62710,0.8777387976399298
ACH-000628,Adagrasib,0.05,6,0,62710,0.8817891883272205
ACH-000628,Adagrasib,0.05,7,1,62710,0.8566735767820124
ACH-000628,Adagrasib,0.05,8,0,62710,0.8550789347791421
ACH-000628,Adagrasib,0.05,9,1,62710,0.8778185297400733
ACH-000628,Adagrasib,0.5,8,0,62710,0.8726997289108596
ACH-000628,Adagrasib,5.0,9,0,62710,0.8710253548078456
ACH-000628,Adenine,0.05,4,0,62710,0.881821081167278
ACH-000628,Adenine,0.5,5,0,62710,0.8964758411736565
ACH-000628,Adenine,5.0,14,0,62710,0.9081167277946101
ACH-000628,Adenine,5.0,6,1,62710,0.8832403125498326
ACH-000628,Adenosine,0.05,4,0,62710,0.886445542975602
ACH-000628,Adenosine,0.5,5,0,62710,0.8882793812789029
ACH-000628,Adenosine,5.0,14,0,62710,0.9085153882953277
ACH-000628,Adenosine,5.0,6,1,62710,0.8930952001275714
ACH-000628,Afatinib,0.05,1,0,62710,0.89741667995535
ACH-000628,Afatinib,0.05,13,1,62710,0.8958698772125657
ACH-000628,Afatinib,0.05,7,0,62710,0.8843884547918992
ACH-000628,Afatinib,0.5,13,0,62710,0.885313347153564
ACH-000628,Afatinib,0.5,2,1,62710,0.8779779939403604
ACH-000628,Afatinib,0.5,8,0,62710,0.8437250837187051
ACH-000628,Afatinib,5.0,13,0,62710,0.8871312390368362
ACH-000628,Afatinib,5.0,3,1,62710,0.8803061712645511
ACH-000628,Afatinib,5.0,9,0,62710,0.8785839579014512
ACH-000628,Aliskiren,0.05,4,0,62710,0.8817254026471057
ACH-000628,Aliskiren,0.5,5,0,62710,0.8936054855684898
ACH-000628,Aliskiren,5.0,14,0,62710,0.905485568489874
ACH-000628,Aliskiren,5.0,6,1,62710,0.88671663211609
ACH-000628,Allantoin,0.05,4,0,62710,0.8752511561154521
ACH-000628,Allantoin,0.5,5,0,62710,0.8801148142242067
ACH-000628,Allantoin,5.0,14,0,62710,0.9002391963004306
ACH-000628,Allantoin,5.0,6,1,62710,0.8807845638654123
ACH-000628,Allopurinol,0.05,10,0,62710,0.8666400892999522
ACH-000628,Allopurinol,0.5,11,0,62710,0.8780577260405039
ACH-000628,Allopurinol,5.0,12,0,62710,0.8836868123106363
ACH-000628,Almonertinib (hydrochloride),0.05,4,0,62710,0.8825386700685696
ACH-000628,Almonertinib (hydrochloride),0.5,5,0,62710,0.8882953276989316
ACH-000628,Almonertinib (hydrochloride),5.0,14,0,62710,0.8973688406952639
ACH-000628,Almonertinib (hydrochloride),5.0,6,1,62710,0.8893158985807686
ACH-000628,Almonertinib (mesylate),0.05,13,0,62710,0.8780736724605326
ACH-000628,Almonertinib (mesylate),0.05,7,1,62710,0.902152766703875
ACH-000628,Almonertinib (mesylate),0.5,13,0,62710,0.8814702599266465
ACH-000628,Almonertinib (mesylate),0.5,8,1,62710,0.8516504544729708
ACH-000628,Almonertinib (mesylate),5.0,13,0,62710,0.8763833519374901
ACH-000628,Almonertinib (mesylate),5.0,9,1,62710,0.8715196938287354
ACH-000628,Alpelisib,0.05,1,0,62710,0.900972731621751
ACH-000628,Alpelisib,0.5,2,0,62710,0.8871631318768937
ACH-000628,Alpelisib,5.0,3,0,62710,0.8728273002710891
ACH-000628,Altretamine,0.05,7,0,62710,0.8930154680274278
ACH-000628,Altretamine,0.5,8,0,62710,0.8633391803540105
ACH-000628,Altretamine,5.0,9,0,62710,0.8764471376176048
ACH-000628,Amsacrine,0.05,4,0,62710,0.8901291660022325
ACH-000628,Amsacrine,0.5,5,0,62710,0.8784723329612502
ACH-000628,Amsacrine,5.0,14,0,62710,0.9034603731462286
ACH-000628,Amsacrine,5.0,6,1,62710,0.8878169350980705
ACH-000628,Anastrozole,0.05,1,0,62710,0.902471695104449
ACH-000628,Anastrozole,0.5,2,0,62710,0.8856482219741668
ACH-000628,Anastrozole,5.0,3,0,62710,0.8771647265188965
ACH-000628,Anethole trithione,0.05,4,0,62710,0.8847871152926168
ACH-000628,Anethole trithione,0.5,5,0,62710,0.9016265348429278
ACH-000628,Anethole trithione,5.0,14,0,62710,0.9154680274278425
ACH-000628,Anethole trithione,5.0,6,1,62710,0.8942911816297241
ACH-000628,Apalutamide,0.05,7,0,62710,0.8878328815180991
ACH-000628,Apalutamide,0.5,8,0,62710,0.8625737521926328
ACH-000628,Apalutamide,5.0,9,0,62710,0.8788869398819965
ACH-000628,Aprepitant,0.05,10,0,62710,0.8676925530218466
ACH-000628,Aprepitant,0.5,11,0,62710,0.8846595439323872
ACH-000628,Aprepitant,5.0,12,0,62710,0.8720778185297401
ACH-000628,Arbutin,0.05,7,0,62710,0.8973369478552065
ACH-000628,Arbutin,0.5,8,0,62710,0.8562589698612662
ACH-000628,Arbutin,5.0,9,0,62710,0.8789826184021687
ACH-000628,Artemether,0.05,10,0,62710,0.8661457502790624
ACH-000628,Artemether,0.5,11,0,62710,0.8655397863179716
ACH-000628,Artemether,5.0,12,0,62710,0.8785201722213363
ACH-000628,Artesunate,0.05,4,0,62710,0.8742305852336151
ACH-000628,Artesunate,0.5,5,0,62710,0.8885504704193908
ACH-000628,Artesunate,5.0,14,0,62710,0.9095359591771647
ACH-000628,Artesunate,5.0,6,1,62710,0.8729070323712327
ACH-000628,Asciminib,0.05,10,0,62710,0.8782012438207623
ACH-000628,Asciminib,0.5,11,0,62710,0.8646467867963642
ACH-000628,Asciminib,5.0,12,0,62710,0.8845319725721575
ACH-000628,Aspirin,0.05,10,0,62710,0.8693190878647744
ACH-000628,Aspirin,0.5,11,0,62710,0.8794291181629724
ACH-000628,Aspirin,5.0,12,0,62710,0.8934141285281454
ACH-000628,Ataluren,0.05,10,0,62710,0.8682347313028225
ACH-000628,Ataluren,0.5,11,0,62710,0.8610428958698773
ACH-000628,Ataluren,5.0,12,0,62710,0.8733056928719503
ACH-000628,Atazanavir (sulfate),0.05,10,0,62710,0.855190559719343
ACH-000628,Atazanavir (sulfate),0.5,11,0,62710,0.873528942752352
ACH-000628,Atazanavir (sulfate),5.0,12,0,62710,0.8700685696061234
ACH-000628,Auranofin,0.05,10,0,62710,0.8678679636421623
ACH-000628,Auranofin,0.5,11,0,62710,0.8709934619677883
ACH-000628,Auranofin,5.0,12,0,62710,0.887035560516664
ACH-000628,Azithromycin (hydrate),0.05,4,0,62710,0.8791580290224844
ACH-000628,Azithromycin (hydrate),0.5,5,0,62710,0.9033487482060277
ACH-000628,Azithromycin (hydrate),5.0,14,0,62710,0.89569446659225
ACH-000628,Azithromycin (hydrate),5.0,6,1,62710,0.8877053101578696
ACH-000628,BAY1125976,0.05,1,0,62710,0.8889650773401372
ACH-000628,BAY1125976,0.5,2,0,62710,0.8764152447775474
ACH-000628,BAY1125976,5.0,3,0,62710,0.8723967469303141
ACH-000628,BI-3406,0.05,1,0,62710,0.8901610588422899
ACH-000628,BI-3406,0.5,2,0,62710,0.8740073353532132
ACH-000628,BI-3406,5.0,3,0,62710,0.8767341731781215
ACH-000628,BI-78D3,0.05,1,0,62710,0.8898421304417158
ACH-000628,BI-78D3,0.5,2,0,62710,0.8790942433423696
ACH-000628,BI-78D3,5.0,3,0,62710,0.867995535002392
ACH-000628,Baicalin,0.05,4,0,62710,0.870307765906554
ACH-000628,Baicalin,0.5,5,0,62710,0.8868920427364057
ACH-000628,Baicalin,5.0,14,0,62710,0.9077180672938925
ACH-000628,Baicalin,5.0,6,1,62710,0.8889172380800511
ACH-000628,Balsalazide (sodium hydrate),0.05,4,0,62710,0.8876415244777548
ACH-000628,Balsalazide (sodium hydrate),0.5,5,0,62710,0.8758252272364854
ACH-000628,Balsalazide (sodium hydrate),5.0,14,0,62710,0.9042258013076064
ACH-000628,Balsalazide (sodium hydrate),5.0,6,1,62710,0.8868282570562909
ACH-000628,Belinostat,0.05,10,0,62710,0.8737840854728114
ACH-000628,Belinostat,0.5,11,0,62710,0.8911656833040982
ACH-000628,Belinostat,5.0,12,0,62710,0.8895550948811992
ACH-000628,Belumosudil,0.05,13,0,62710,0.881007813745814
ACH-000628,Belumosudil,0.05,7,1,62710,0.8795885823632594
ACH-000628,Belumosudil,0.5,13,0,62710,0.8660181789188327
ACH-000628,Belumosudil,0.5,8,1,62710,0.8589220220060596
ACH-000628,Belumosudil,5.0,13,0,62710,0.8911337904640408
ACH-000628,Belumosudil,5.0,9,1,62710,0.8766066018178919
ACH-000628,Belumosudil (mesylate),0.05,1,0,62710,0.8982299473768139
ACH-000628,Belumosudil (mesylate),0.5,2,0,62710,0.8897464519215437
ACH-000628,Belumosudil (mesylate),5.0,3,0,62710,0.8799234571838622
ACH-000628,Belzutifan,0.05,1,0,62710,0.9168872588103971
ACH-000628,Belzutifan,0.5,2,0,62710,0.8872269175570084
ACH-000628,Belzutifan,5.0,3,0,62710,0.8830489555094881
ACH-000628,Bendamustine,0.05,7,0,62710,0.8919151650454473
ACH-000628,Bendamustine,0.5,8,0,62710,0.8664965715196938
ACH-000628,Bendamustine,5.0,9,0,62710,0.8803221176845798
ACH-000628,Benproperine (phosphate),0.05,7,0,62710,0.8926327539467389
ACH-000628,Benproperine (phosphate),0.5,8,0,62710,0.8544091851379365
ACH-000628,Benproperine (phosphate),5.0,9,0,62710,0.8797799394036039
ACH-000628,Bentamapimod,0.05,1,0,62710,0.9027746770849944
ACH-000628,Bentamapimod,0.5,2,0,62710,0.8762876734173178
ACH-000628,Bentamapimod,5.0,3,0,62710,0.8810556530059002
ACH-000628,Benztropine (mesylate),0.05,10,0,62710,0.8700526231860948
ACH-000628,Benztropine (mesylate),0.5,11,0,62710,0.8845160261521289
ACH-000628,Benztropine (mesylate),5.0,12,0,62710,0.8934141285281454
ACH-000628,Berbamine,0.05,4,0,62710,0.8852495614734492
ACH-000628,Berbamine,0.5,13,0,62710,0.8958698772125657
ACH-000628,Berbamine,0.5,5,1,62710,0.8835114016903205
ACH-000628,Berbamine,5.0,14,0,62710,0.9084834954552703
ACH-000628,Berbamine,5.0,6,1,62710,0.8718545686493382
ACH-000628,Berbamine (dihydrochloride),0.05,13,0,62710,0.8748524956147344
ACH-000628,Berbamine (dihydrochloride),0.05,7,1,62710,0.884882793812789
ACH-000628,Berbamine (dihydrochloride),0.5,13,0,62710,0.8798596715037474
ACH-000628,Berbamine (dihydrochloride),0.5,8,1,62710,0.850885026311593
ACH-000628,Berbamine (dihydrochloride),5.0,13,0,62710,0.8935257534683464
ACH-000628,Berbamine (dihydrochloride),5.0,9,1,62710,0.8731462286716632
ACH-000628,Berberine (chloride hydrate),0.05,4,0,62710,0.8690639451443151
ACH-000628,Berberine (chloride hydrate),0.5,5,0,62710,0.8781374581406475
ACH-000628,Berberine (chloride hydrate),5.0,14,0,62710,0.9011800350821241
ACH-000628,Berberine (chloride hydrate),5.0,6,1,62710,0.8803061712645511
ACH-000628,Bergenin,0.05,4,0,62710,0.8812470100462446
ACH-000628,Bergenin,0.5,5,0,62710,0.8928719502471695
ACH-000628,Bergenin,5.0,14,0,62710,0.8917397544251315
ACH-000628,Bergenin,5.0,6,1,62710,0.8666241428799235
ACH-000628,Bestatin,0.05,7,0,62710,0.8830808483495455
ACH-000628,Bestatin,0.5,8,0,62710,0.8623505023122309
ACH-000628,Bestatin,5.0,9,0,62710,0.8841492584914686
ACH-000628,Bestatin (hydrochloride),0.05,10,0,62710,0.8804337426247807
ACH-000628,Bestatin (hydrochloride),0.5,11,0,62710,0.8671822675809281
ACH-000628,Bestatin (hydrochloride),5.0,12,0,62710,0.8874023281773242
ACH-000628,Betamethasone dipropionate,0.05,7,0,62710,0.9075745495136341
ACH-000628,Betamethasone dipropionate,0.5,8,0,62710,0.8627172699728911
ACH-000628,Betamethasone dipropionate,5.0,9,0,62710,0.8764152447775474
ACH-000628,Bexarotene,0.05,10,0,62710,0.8742624780736724
ACH-000628,Bexarotene,0.5,11,0,62710,0.8767501195981502
ACH-000628,Bexarotene,5.0,12,0,62710,0.8832722053898899
ACH-000628,Bicalutamide,0.05,10,0,62710,0.8816616169669909
ACH-000628,Bicalutamide,0.5,11,0,62710,0.8738478711529262
ACH-000628,Bicalutamide,5.0,12,0,62710,0.8742943709137299
ACH-000628,Bimatoprost,0.05,4,0,62710,0.8810397065858715
ACH-000628,Bimatoprost,0.5,5,0,62710,0.879668314463403
ACH-000628,Bimatoprost,5.0,14,0,62710,0.906346675171424
ACH-000628,Bimatoprost,5.0,6,1,62710,0.8782969223409345
ACH-000628,Bimiralisib,0.05,1,0,62710,0.8909105405836389
ACH-000628,Bimiralisib,0.5,2,0,62710,0.8950406633710732
ACH-000628,Bimiralisib,5.0,3,0,62710,0.8498006697496412
ACH-000628,Binimetinib,0.05,1,0,62710,0.8863498644554297
ACH-000628,Binimetinib,0.05,10,1,62710,0.8668314463402966
ACH-000628,Binimetinib,0.5,11,0,62710,0.8764152447775474
ACH-000628,Binimetinib,0.5,2,1,62710,0.8803540105246372
ACH-000628,Binimetinib,5.0,12,0,62710,0.8670068569606123
ACH-000628,Binimetinib,5.0,3,1,62710,0.8847871152926168
ACH-000628,Bisoprolol (hemifumarate),0.05,7,0,62710,0.8880880242385585
ACH-000628,Bisoprolol (hemifumarate),0.5,8,0,62710,0.865412214957742
ACH-000628,Bisoprolol (hemifumarate),5.0,9,0,62710,0.8748365491947058
ACH-000628,Bortezomib,0.05,1,0,62710,0.8985648221974167
ACH-000628,Bortezomib,0.5,2,0,62710,0.8690798915643438
ACH-000628,Bortezomib,5.0,3,0,62710,0.8857757933343964
ACH-000628,Bosentan (hydrate),0.05,7,0,62710,0.8944984850900973
ACH-000628,Bosentan (hydrate),0.5,8,0,62710,0.8564024876415245
ACH-000628,Bosentan (hydrate),5.0,9,0,62710,0.8812789028863021
ACH-000628,Brimonidine,0.05,10,0,62710,0.8751554775952799
ACH-000628,Brimonidine,0.5,11,0,62710,0.8845957582522723
ACH-000628,Brimonidine,5.0,12,0,62710,0.8818848668473928
ACH-000628,Brivudine,0.05,1,0,62710,0.8960133949928241
ACH-000628,Brivudine,0.5,2,0,62710,0.8615691277308244
ACH-000628,Brivudine,5.0,3,0,62710,0.8702918194865252
ACH-000628,Budesonide,0.05,10,0,62710,0.8635624302344124
ACH-000628,Budesonide,0.5,11,0,62710,0.8815340456067613
ACH-000628,Budesonide,5.0,12,0,62710,0.8941476638494658
ACH-000628,Busulfan,0.05,4,0,62710,0.8841970977515548
ACH-000628,Busulfan,0.5,5,0,62710,0.8852017222133631
