patient,drug,dose,plate,half,n_rows,frac_untestable
ACH-000496,Isocorydine,0.5,5,0,62710,0.5863179716153724
ACH-000496,Isocorydine,5.0,14,0,62710,0.5879445064583001
ACH-000496,Isocorydine,5.0,6,1,62710,0.55190559719343
ACH-000496,Ivabradine (hydrochloride),0.05,13,0,62710,0.5700685696061234
ACH-000496,Ivabradine (hydrochloride),0.5,13,0,62710,0.5887737202997927
ACH-000496,Ivabradine (hydrochloride),5.0,13,0,62710,0.5747568170945623
ACH-000496,Ivermectin,0.05,10,0,62710,0.5554297560197735
ACH-000496,Ivermectin,0.5,11,0,62710,0.5709456227077021
ACH-000496,Ivermectin,5.0,12,0,62710,0.5405198532929357
ACH-000496,Ixazomib,0.05,1,0,62710,0.5808005102854409
ACH-000496,Ixazomib,0.5,2,0,62710,0.5275554138095997
ACH-000496,Ixazomib,5.0,3,0,62710,0.6486365810875458
ACH-000496,Ixazomib citrate,0.05,10,0,62710,0.5545686493382236
ACH-000496,Ixazomib citrate,0.5,11,0,62710,0.5597512358475523
ACH-000496,Ixazomib citrate,5.0,12,0,62710,0.5550151490990273
ACH-000496,L-Eflornithine (monohydrochloride),0.05,10,0,62710,0.5557646308403763
ACH-000496,L-Eflornithine (monohydrochloride),0.5,11,0,62710,0.570738319247329
ACH-000496,L-Eflornithine (monohydrochloride),5.0,12,0,62710,0.5597352894275235
ACH-000496,L-Thyroxine (sodium salt pentahydrate),0.05,4,0,62710,0.5872428639770372
ACH-000496,L-Thyroxine (sodium salt pentahydrate),0.5,5,0,62710,0.5844681868920427
ACH-000496,L-Thyroxine (sodium salt pentahydrate),5.0,14,0,62710,0.6290862701323553
ACH-000496,L-Thyroxine (sodium salt pentahydrate),5.0,6,1,62710,0.5489076702280338
ACH-000496,LB-100,0.05,1,0,62710,0.5596715037474087
ACH-000496,LB-100,0.5,2,0,62710,0.5345239993621432
ACH-000496,LB-100,5.0,3,0,62710,0.6373624621272524
ACH-000496,LJI308,0.05,1,0,62710,0.580098867804178
ACH-000496,LJI308,0.5,2,0,62710,0.5509328655716792
ACH-000496,LJI308,5.0,3,0,62710,0.6510923297719662
ACH-000496,LY-2584702 (tosylate salt),0.05,1,0,62710,0.5815021527667039
ACH-000496,LY-2584702 (tosylate salt),0.5,2,0,62710,0.5514431510125977
ACH-000496,LY-2584702 (tosylate salt),5.0,3,0,62710,0.6622707702120874
ACH-000496,LY2090314,0.05,1,0,62710,0.5693031414447457
ACH-000496,LY2090314,0.5,2,0,62710,0.533407749960134
ACH-000496,LY2090314,5.0,3,0,62710,0.6289905916121831
ACH-000496,Lactate (calcium),0.05,10,0,62710,0.5418593525753468
ACH-000496,Lactate (calcium),0.5,11,0,62710,0.5611704672301069
ACH-000496,Lactate (calcium),5.0,12,0,62710,0.5454791899218625
ACH-000496,Lapatinib ditosylate,0.05,1,0,62710,0.5751873704353373
ACH-000496,Lapatinib ditosylate,0.5,2,0,62710,0.527970020730346
ACH-000496,Lapatinib ditosylate,5.0,3,0,62710,0.6142082602455748
ACH-000496,Larotrectinib,0.05,4,0,62710,0.5654441077977994
ACH-000496,Larotrectinib,0.5,5,0,62710,0.5746292457343326
ACH-000496,Larotrectinib,5.0,14,0,62710,0.5822835273481104
ACH-000496,Larotrectinib,5.0,6,1,62710,0.5690320523042577
ACH-000496,Larotrectinib sulfate,0.05,13,0,62710,0.5680752671025355
ACH-000496,Larotrectinib sulfate,0.5,13,0,62710,0.5725881039706586
ACH-000496,Larotrectinib sulfate,5.0,13,0,62710,0.5586030936054855
ACH-000496,Lenalidomide (hemihydrate),0.05,4,0,62710,0.5922500398660501
ACH-000496,Lenalidomide (hemihydrate),0.5,5,0,62710,0.5871631318768936
ACH-000496,Lenalidomide (hemihydrate),5.0,14,0,62710,0.6024557486844203
ACH-000496,Lenalidomide (hemihydrate),5.0,6,1,62710,0.5636581087545846
ACH-000496,Levobupivacaine (hydrochloride),0.05,7,0,62710,0.5918354329453038
ACH-000496,Levobupivacaine (hydrochloride),0.5,8,0,62710,0.5448413331207144
ACH-000496,Levobupivacaine (hydrochloride),5.0,9,0,62710,0.5841652049114974
ACH-000496,Lidocaine (hydrochloride),0.05,4,0,62710,0.6025195343645352
ACH-000496,Lidocaine (hydrochloride),0.5,5,0,62710,0.5872588103970658
ACH-000496,Lidocaine (hydrochloride),5.0,14,0,62710,0.5973210014351779
ACH-000496,Lidocaine (hydrochloride),5.0,6,1,62710,0.5711848190081327
ACH-000496,Ligustrazine,0.05,7,0,62710,0.604034444267262
ACH-000496,Ligustrazine,0.5,8,0,62710,0.5447137617604848
ACH-000496,Ligustrazine,5.0,9,0,62710,0.5948493063307287
ACH-000496,Lipoic acid,0.05,4,0,62710,0.5731781215117207
ACH-000496,Lipoic acid,0.5,5,0,62710,0.570307765906554
ACH-000496,Lipoic acid,5.0,14,0,62710,0.5865731143358316
ACH-000496,Lipoic acid,5.0,6,1,62710,0.555461648859831
ACH-000496,Lonafarnib,0.05,1,0,62710,0.5681071599425929
ACH-000496,Lonafarnib,0.5,2,0,62710,0.5228671663211609
ACH-000496,Lonafarnib,5.0,3,0,62710,0.655892202200606
ACH-000496,Loperamide (hydrochloride),0.05,10,0,62710,0.5611864136501356
ACH-000496,Loperamide (hydrochloride),0.5,11,0,62710,0.5560038271408069
ACH-000496,Loperamide (hydrochloride),5.0,12,0,62710,0.5537713283367884
ACH-000496,Lopinavir,0.05,10,0,62710,0.5560835592409504
ACH-000496,Lopinavir,0.5,11,0,62710,0.5517939722532291
ACH-000496,Lopinavir,5.0,12,0,62710,0.547823313666082
ACH-000496,Lucanthone,0.05,7,0,62710,0.5661935895391484
ACH-000496,Lucanthone,0.5,8,0,62710,0.5419071918354329
ACH-000496,Lucanthone,5.0,9,0,62710,0.570897783447616
ACH-000496,Lumateperone (tosylate),0.05,4,0,62710,0.5785999043214798
ACH-000496,Lumateperone (tosylate),0.5,5,0,62710,0.5741189602934141
ACH-000496,Lumateperone (tosylate),5.0,14,0,62710,0.5931749322277149
ACH-000496,Lumateperone (tosylate),5.0,6,1,62710,0.5501674374103014
ACH-000496,MK-3903,0.05,1,0,62710,0.572891085951204
ACH-000496,MK-3903,0.5,2,0,62710,0.5445702439802265
ACH-000496,MK-3903,5.0,3,0,62710,0.6385424972093765
ACH-000496,MK-8353,0.05,1,0,62710,0.5769095837984373
ACH-000496,MK-8353,0.5,2,0,62710,0.5376654441077978
ACH-000496,MK-8353,5.0,3,0,62710,0.6467708499441875
ACH-000496,ML264,0.05,1,0,62710,0.5757454951363419
ACH-000496,ML264,0.5,2,0,62710,0.5377132833678839
ACH-000496,ML264,5.0,3,0,62710,0.6158029022484452
ACH-000496,Macitentan,0.05,7,0,62710,0.5976558762557805
ACH-000496,Macitentan,0.5,8,0,62710,0.5433742624780736
ACH-000496,Macitentan,5.0,9,0,62710,0.5957263594323075
ACH-000496,Malotilate,0.05,10,0,62710,0.5590974326263753
ACH-000496,Malotilate,0.05,13,1,62710,0.5785999043214798
ACH-000496,Malotilate,0.5,11,0,62710,0.5677722851219901
ACH-000496,Malotilate,5.0,12,0,62710,0.5536118641365013
ACH-000496,Mebendazole,0.05,7,0,62710,0.6107478870993462
ACH-000496,Mebendazole,0.5,8,0,62710,0.5511880082921384
ACH-000496,Mebendazole,5.0,9,0,62710,0.5719980864295966
ACH-000496,Medroxyprogesterone acetate,0.05,4,0,62710,0.588327220538989
ACH-000496,Medroxyprogesterone acetate,0.5,5,0,62710,0.5887099346196779
ACH-000496,Medroxyprogesterone acetate,5.0,14,0,62710,0.6055971934300749
ACH-000496,Medroxyprogesterone acetate,5.0,6,1,62710,0.5608196459894753
ACH-000496,Megestrol,0.05,4,0,62710,0.5743581565938447
ACH-000496,Megestrol,0.5,5,0,62710,0.5772285121990113
ACH-000496,Megestrol,5.0,14,0,62710,0.5739754425131558
ACH-000496,Megestrol,5.0,6,1,62710,0.5570084516026153
ACH-000496,Meloxicam,0.05,10,0,62710,0.5557167915802902
ACH-000496,Meloxicam,0.5,11,0,62710,0.5676766066018178
ACH-000496,Meloxicam,5.0,12,0,62710,0.55190559719343
ACH-000496,Menadione,0.05,7,0,62710,0.6190240790942434
ACH-000496,Menadione,0.5,8,0,62710,0.5595120395471217
ACH-000496,Menadione,5.0,9,0,62710,0.5985329293573592
ACH-000496,Methotrexate,0.05,10,0,62710,0.566703874980067
ACH-000496,Methotrexate,0.5,11,0,62710,0.5635624302344123
ACH-000496,Methotrexate,5.0,12,0,62710,0.5457502790623505
ACH-000496,Methyl aminolevulinate (hydrochloride),0.05,10,0,62710,0.5528145431350662
ACH-000496,Methyl aminolevulinate (hydrochloride),0.5,11,0,62710,0.5456067612820922
ACH-000496,Methyl aminolevulinate (hydrochloride),5.0,12,0,62710,0.5420985488757774
ACH-000496,Methylprednisolone succinate,0.05,1,0,62710,0.5966512517939723
ACH-000496,Methylprednisolone succinate,0.05,13,1,62710,0.5650773401371392
ACH-000496,Methylprednisolone succinate,0.5,2,0,62710,0.5490830808483496
ACH-000496,Methylprednisolone succinate,5.0,3,0,62710,0.6404241747727635
ACH-000496,Methylthiouracil,0.05,10,0,62710,0.537171105086908
ACH-000496,Methylthiouracil,0.5,11,0,62710,0.554919470578855
ACH-000496,Methylthiouracil,5.0,12,0,62710,0.5283048955509488
ACH-000496,Mifepristone,0.05,7,0,62710,0.6126295646627332
ACH-000496,Mifepristone,0.5,8,0,62710,0.5460851538829533
ACH-000496,Mifepristone,5.0,9,0,62710,0.5948971455908149
ACH-000496,Minodronic acid,0.05,1,0,62710,0.563690001594642
ACH-000496,Minodronic acid,0.5,2,0,62710,0.5225003986605007
ACH-000496,Minodronic acid,5.0,3,0,62710,0.6399457821719025
ACH-000496,Mitoxantrone (dihydrochloride),0.05,4,0,62710,0.5834954552702918
ACH-000496,Mitoxantrone (dihydrochloride),0.5,5,0,62710,0.5724126933503428
ACH-000496,Mitoxantrone (dihydrochloride),5.0,14,0,62710,0.5823951522883113
ACH-000496,Mitoxantrone (dihydrochloride),5.0,6,1,62710,0.5517620794131718
ACH-000496,Monocrotaline,0.05,7,0,62710,0.6237282730027109
ACH-000496,Monocrotaline,0.5,8,0,62710,0.5544410779779939
ACH-000496,Monocrotaline,5.0,9,0,62710,0.5981661616966991
ACH-000496,Mozavaptan,0.05,7,0,62710,0.6173815978312869
ACH-000496,Mozavaptan,0.5,8,0,62710,0.5557805772604051
ACH-000496,Mozavaptan,5.0,9,0,62710,0.5987880720778185
ACH-000496,NG25,0.05,1,0,62710,0.5785201722213363
ACH-000496,NG25,0.5,2,0,62710,0.5397703715515867
ACH-000496,NG25,5.0,3,0,62710,0.6475841173656514
ACH-000496,NVP-BHG712,0.05,1,0,62710,0.5601020570881837
ACH-000496,NVP-BHG712,0.5,2,0,62710,0.5483335991070005
ACH-000496,NVP-BHG712,5.0,3,0,62710,0.6379365332482858
ACH-000496,Nafamostat (mesylate),0.05,10,0,62710,0.5580609153245096
ACH-000496,Nafamostat (mesylate),0.5,11,0,62710,0.5631637697336948
ACH-000496,Nafamostat (mesylate),5.0,12,0,62710,0.5411417636740552
ACH-000496,Naproxen,0.05,13,0,62710,0.5673417317812152
ACH-000496,Naproxen,0.05,7,1,62710,0.6216711848190082
ACH-000496,Naproxen,0.5,13,0,62710,0.5616010205708818
ACH-000496,Naproxen,0.5,8,1,62710,0.5423058523361506
ACH-000496,Naproxen,5.0,13,0,62710,0.5694944984850902
ACH-000496,Naproxen,5.0,9,1,62710,0.5989156434380482
ACH-000496,Neratinib,0.05,10,0,62710,0.5649178759368522
ACH-000496,Neratinib,0.5,11,0,62710,0.5560038271408069
ACH-000496,Neratinib,5.0,12,0,62710,0.5586987721256578
ACH-000496,Neratinib (maleate),0.05,4,0,62710,0.5808324031254983
ACH-000496,Neratinib (maleate),0.5,5,0,62710,0.5828257056290863
ACH-000496,Neratinib (maleate),5.0,14,0,62710,0.6002073034603731
ACH-000496,Neratinib (maleate),5.0,6,1,62710,0.5471376176048477
ACH-000496,Nevirapine,0.05,7,0,62710,0.6090256737362462
ACH-000496,Nevirapine,0.5,8,0,62710,0.5457662254823792
ACH-000496,Nevirapine,5.0,9,0,62710,0.5790145112422261
ACH-000496,Niclosamide (olamine),0.05,7,0,62710,0.5895232020411417
ACH-000496,Niclosamide (olamine),0.5,8,0,62710,0.5320841970977516
ACH-000496,Niclosamide (olamine),5.0,9,0,62710,0.6013394992824111
ACH-000496,Nimesulide,0.05,13,0,62710,0.5790464040822835
ACH-000496,Nimesulide,0.5,13,0,62710,0.5685217668633392
ACH-000496,Nimesulide,5.0,13,0,62710,0.5893956306809122
ACH-000496,Norepinephrine (hydrochloride),0.05,4,0,62710,0.5875139531175251
ACH-000496,Norepinephrine (hydrochloride),0.5,5,0,62710,0.5737043533726678
ACH-000496,Norepinephrine (hydrochloride),5.0,14,0,62710,0.5951682347313029
ACH-000496,Norepinephrine (hydrochloride),5.0,6,1,62710,0.5642321798756179
ACH-000496,OTS514,0.05,1,0,62710,0.5816137777069048
ACH-000496,OTS514,0.5,2,0,62710,0.5418115133152607
ACH-000496,OTS514,5.0,3,0,62710,0.6565460054217828
ACH-000496,Olanzapine,0.05,4,0,62710,0.5732897464519215
ACH-000496,Olanzapine,0.5,5,0,62710,0.5726040503906873
ACH-000496,Olanzapine,5.0,14,0,62710,0.5877850422580131
ACH-000496,Olanzapine,5.0,6,1,62710,0.5603412533886143
ACH-000496,Oleic acid,0.05,1,0,62710,0.5658906075586031
ACH-000496,Oleic acid,0.5,2,0,62710,0.5256737362462127
ACH-000496,Oleic acid,5.0,3,0,62710,0.6425291022165524
ACH-000496,Omeprazole,0.05,10,0,62710,0.5442672619996811
ACH-000496,Omeprazole,0.5,11,0,62710,0.5721097113697975
ACH-000496,Omeprazole,5.0,12,0,62710,0.5337904640408229
ACH-000496,Omeprazole (sodium),0.05,10,0,62710,0.5472332961250199
ACH-000496,Omeprazole (sodium),0.5,11,0,62710,0.5461808324031255
ACH-000496,Omeprazole (sodium),5.0,12,0,62710,0.5490352415882634
ACH-000496,Orlistat,0.05,7,0,62710,0.6240631478233136
ACH-000496,Orlistat,0.5,8,0,62710,0.5546962206984531
ACH-000496,Orlistat,5.0,9,0,62710,0.5857598469143678
ACH-000496,Ornidazole,0.05,13,0,62710,0.549274437888694
ACH-000496,Ornidazole,0.5,13,0,62710,0.5739435496730984
ACH-000496,Ornidazole,5.0,13,0,62710,0.5629724126933503
ACH-000496,Osimertinib (mesylate),0.05,10,0,62710,0.5591293254664328
ACH-000496,Osimertinib (mesylate),0.5,11,0,62710,0.5590974326263753
ACH-000496,Osimertinib (mesylate),5.0,12,0,62710,0.5590974326263753
ACH-000496,Ouabain (Octahydrate),0.05,10,0,62710,0.5420826024557487
ACH-000496,Ouabain (Octahydrate),0.5,11,0,62710,0.5713123903683623
ACH-000496,Ouabain (Octahydrate),5.0,12,0,62710,0.5517620794131718
ACH-000496,Oxaliplatin,0.05,1,0,62710,0.5718386222293095
ACH-000496,Oxaliplatin,0.5,2,0,62710,0.522213363099984
ACH-000496,Oxaliplatin,5.0,3,0,62710,0.6352096954233775
ACH-000496,Oxaprozin,0.05,10,0,62710,0.5607399138893319
ACH-000496,Oxaprozin,0.5,11,0,62710,0.5726997289108595
ACH-000496,Oxaprozin,5.0,12,0,62710,0.5525115611545208
ACH-000496,PF-06260933,0.05,1,0,62710,0.5978153404560677
ACH-000496,PF-06260933,0.05,13,1,62710,0.5641046085153884
ACH-000496,PF-06260933,0.5,2,0,62710,0.5428958698772126
ACH-000496,PF-06260933,5.0,3,0,62710,0.6475043852655079
ACH-000496,PH-797804,0.05,1,0,62710,0.5755222452559401
ACH-000496,PH-797804,0.5,2,0,62710,0.5501355445702439
ACH-000496,PH-797804,5.0,3,0,62710,0.6323393398182108
ACH-000496,Paclitaxel,0.05,1,0,62710,0.5656992505182586
ACH-000496,Paclitaxel,0.5,2,0,62710,0.526359432307447
ACH-000496,Paclitaxel,5.0,3,0,62710,0.594673895710413
ACH-000496,Palmatine (chloride),0.05,4,0,62710,0.5785680114814225
ACH-000496,Palmatine (chloride),0.5,5,0,62710,0.5882953276989316
ACH-000496,Palmatine (chloride),5.0,14,0,62710,0.5933503428480306
ACH-000496,Palmatine (chloride),5.0,6,1,62710,0.5620156274916281
ACH-000496,Panobinostat,0.05,10,0,62710,0.5419071918354329
ACH-000496,Panobinostat,0.5,11,0,62710,0.569016105884229
ACH-000496,Panobinostat,5.0,12,0,62710,0.5579173975442513
ACH-000496,Pasireotide (acetate),0.05,4,0,62710,0.5664965715196938
ACH-000496,Pasireotide (acetate),0.5,5,0,62710,0.5728273002710892
ACH-000496,Pasireotide (acetate),5.0,14,0,62710,0.5792696539626854
ACH-000496,Pasireotide (acetate),5.0,6,1,62710,0.5465635464838143
ACH-000496,Pemetrexed,0.05,7,0,62710,0.6030617126455111
ACH-000496,Pemetrexed,0.5,8,0,62710,0.5546962206984531
ACH-000496,Pemetrexed,5.0,9,0,62710,0.6027906235050231
ACH-000496,Pemigatinib,0.05,1,0,62710,0.5814543135066178
ACH-000496,Pemigatinib,0.5,2,0,62710,0.5571041301227875
ACH-000496,Pemigatinib,5.0,3,0,62710,0.6401849784723329
ACH-000496,Penfluridol,0.05,7,0,62710,0.5986605007175889
ACH-000496,Penfluridol,0.5,8,0,62710,0.5553978631797162
ACH-000496,Penfluridol,5.0,9,0,62710,0.5940838781693509
ACH-000496,Pentagastrin,0.05,4,0,62710,0.5858555254345399
ACH-000496,Pentagastrin,0.5,5,0,62710,0.5825227236485409
ACH-000496,Pentagastrin,5.0,14,0,62710,0.5875617923776112
ACH-000496,Pentagastrin,5.0,6,1,62710,0.5319087864774358
ACH-000496,Pentamidine (isethionate),0.05,4,0,62710,0.5835273481103492
ACH-000496,Pentamidine (isethionate),0.5,13,0,62710,0.5902407909424334
ACH-000496,Pentamidine (isethionate),0.5,5,1,62710,0.5718545686493383
ACH-000496,Pentamidine (isethionate),5.0,14,0,62710,0.5783128687609632
ACH-000496,Pentamidine (isethionate),5.0,6,1,62710,0.5651730186573114
ACH-000496,Pentoxifylline,0.05,10,0,62710,0.5597193430074948
ACH-000496,Pentoxifylline,0.5,11,0,62710,0.571487800988678
ACH-000496,Pentoxifylline,5.0,12,0,62710,0.5497847233296125
ACH-000496,Peretinoin,0.05,7,0,62710,0.5923138255461649
ACH-000496,Peretinoin,0.5,8,0,62710,0.5490352415882634
ACH-000496,Peretinoin,5.0,9,0,62710,0.5912773082442991
ACH-000496,Perindopril (erbumine),0.05,10,0,62710,0.5378886939881996
ACH-000496,Perindopril (erbumine),0.5,11,0,62710,0.548843884547919
ACH-000496,Perindopril (erbumine),5.0,12,0,62710,0.5394354967309839
ACH-000496,Pexidartinib (hydrochloride),0.05,7,0,62710,0.6015786955828416
ACH-000496,Pexidartinib (hydrochloride),0.5,8,0,62710,0.5453994578217191
ACH-000496,Pexidartinib (hydrochloride),5.0,9,0,62710,0.5845798118322436
ACH-000496,Phenylephrine (hydrochloride),0.05,10,0,62710,0.5565938446818689
ACH-000496,Phenylephrine (hydrochloride),0.5,11,0,62710,0.5599904321479828
ACH-000496,Phenylephrine (hydrochloride),5.0,12,0,62710,0.5566576303619837
ACH-000496,Phenytoin (sodium),0.05,7,0,62710,0.6111146547600064
ACH-000496,Phenytoin (sodium),0.5,8,0,62710,0.5532291500558125
ACH-000496,Phenytoin (sodium),5.0,9,0,62710,0.587147185456865
ACH-000496,Pimitespib,0.05,1,0,62710,0.5793015468027428
ACH-000496,Pimitespib,0.5,2,0,62710,0.5413969063945144
ACH-000496,Pimitespib,5.0,3,0,62710,0.6529740073353533
ACH-000496,Pimozide,0.05,10,0,62710,0.5714080688885346
ACH-000496,Pimozide,0.5,11,0,62710,0.5737202997926966
ACH-000496,Pimozide,5.0,12,0,62710,0.5579492903843087
ACH-000496,Pioglitazone,0.05,10,0,62710,0.5560995056609791
ACH-000496,Pioglitazone,0.5,11,0,62710,0.5712486046882475
ACH-000496,Pioglitazone,5.0,12,0,62710,0.5410779779939403
ACH-000496,Piroxicam,0.05,10,0,62710,0.5463562430234412
ACH-000496,Piroxicam,0.5,11,0,62710,0.5582363259448254
ACH-000496,Piroxicam,5.0,12,0,62710,0.5423377451762079
ACH-000496,Pitavastatin (Calcium),0.05,7,0,62710,0.6139531175251156
ACH-000496,Pitavastatin (Calcium),0.5,8,0,62710,0.5621591452718865
ACH-000496,Pitavastatin (Calcium),5.0,9,0,62710,0.6042258013076064
ACH-000496,Plicamycin,0.05,13,0,62710,0.5592568968266625
ACH-000496,Plicamycin,0.5,13,0,62710,0.5697496412055494
ACH-000496,Plicamycin,5.0,13,0,62710,0.5698931589858077
ACH-000496,Ponatinib,0.05,10,0,62710,0.5438367086589061
ACH-000496,Ponatinib,0.5,11,0,62710,0.5635145909743262
ACH-000496,Ponatinib,5.0,12,0,62710,0.5392281932706108
ACH-000496,Posaconazole,0.05,7,0,62710,0.6067134428320842
ACH-000496,Posaconazole,0.5,8,0,62710,0.5546324350183384
ACH-000496,Posaconazole,5.0,9,0,62710,0.5596077180672939
ACH-000496,Pralsetinib,0.05,1,0,62710,0.5655397863179716
ACH-000496,Pralsetinib,0.05,13,1,62710,0.5608834316695902
ACH-000496,Pralsetinib,0.5,2,0,62710,0.5388614256099505
ACH-000496,Pralsetinib,5.0,3,0,62710,0.6515069366927125
ACH-000496,Pravastatin (sodium),0.05,13,0,62710,0.578536118641365
ACH-000496,Pravastatin (sodium),0.05,7,1,62710,0.615707223728273
ACH-000496,Pravastatin (sodium),0.5,13,0,62710,0.5736884069526391
ACH-000496,Pravastatin (sodium),0.5,8,1,62710,0.5416520491149737
ACH-000496,Pravastatin (sodium),5.0,13,0,62710,0.5851857757933344
ACH-000496,Pravastatin (sodium),5.0,9,1,62710,0.5722691755700845
ACH-000496,Procainamide (hydrochloride),0.05,7,0,62710,0.6128847073831925
ACH-000496,Procainamide (hydrochloride),0.5,8,0,62710,0.5528145431350662
ACH-000496,Procainamide (hydrochloride),5.0,9,0,62710,0.5932068250677723
ACH-000496,Proglumide,0.05,10,0,62710,0.5628926805932069
ACH-000496,Proglumide,0.5,11,0,62710,0.5628926805932069
ACH-000496,Proglumide,5.0,12,0,62710,0.5501674374103014
ACH-000496,Pyridoxine,0.05,4,0,62710,0.5837187051506937
ACH-000496,Pyridoxine,0.5,5,0,62710,0.5906713442832084
ACH-000496,Pyridoxine,5.0,14,0,62710,0.5902248445224048
ACH-000496,Pyridoxine,5.0,6,1,62710,0.564710572476479
ACH-000496,Pyridoxine (hydrochloride),0.05,4,0,62710,0.5687928560038271
ACH-000496,Pyridoxine (hydrochloride),0.5,5,0,62710,0.5584595758252272
ACH-000496,Pyridoxine (hydrochloride),5.0,14,0,62710,0.605916121830649
ACH-000496,Pyridoxine (hydrochloride),5.0,6,1,62710,0.5395630680912136
ACH-000496,Quinestrol,0.05,4,0,62710,0.5645032690161059
ACH-000496,Quinestrol,0.5,5,0,62710,0.568585552543454
ACH-000496,Quinestrol,5.0,14,0,62710,0.5829373305692872
ACH-000496,Quinestrol,5.0,6,1,62710,0.5565300590017541
ACH-000496,Quinidine (15% dihydroquinidine),0.05,7,0,62710,0.5948174134906713
ACH-000496,Quinidine (15% dihydroquinidine),0.5,8,0,62710,0.5435656195184181
ACH-000496,Quinidine (15% dihydroquinidine),5.0,9,0,62710,0.5893158985807686
ACH-000496,RMC-6236,0.05,1,0,62710,0.5765268697177484
ACH-000496,RMC-6236,0.5,2,0,62710,0.5360548556848987
ACH-000496,RMC-6236,5.0,3,0,62710,0.640073353532132
ACH-000496,Radotinib,0.05,4,0,62710,0.5740232817732419
ACH-000496,Radotinib,0.5,5,0,62710,0.5891723808005103
ACH-000496,Radotinib,5.0,14,0,62710,0.5913889331845
ACH-000496,Radotinib,5.0,6,1,62710,0.5629883591133791
ACH-000496,Ralimetinib dimesylate,0.05,13,0,62710,0.568585552543454
ACH-000496,Ralimetinib dimesylate,0.5,2,0,62710,0.5499282411098708
ACH-000496,Ralimetinib dimesylate,5.0,3,0,62710,0.6275235209695423
ACH-000496,Raltitrexed,0.05,4,0,62710,0.576973369478552
ACH-000496,Raltitrexed,0.5,5,0,62710,0.5854728113538511
ACH-000496,Raltitrexed,5.0,14,0,62710,0.5926965396268538
ACH-000496,Raltitrexed,5.0,6,1,62710,0.5354807845638654
ACH-000496,Ranolazine,0.05,10,0,62710,0.5625259129325466
ACH-000496,Ranolazine,0.5,11,0,62710,0.5632116089937809
ACH-000496,Ranolazine,5.0,12,0,62710,0.5580768617445383
ACH-000496,Rapamycin,0.05,4,0,62710,0.5763514590974326
ACH-000496,Rapamycin,0.5,5,0,62710,0.5810875458459576
ACH-000496,Rapamycin,5.0,14,0,62710,0.5882634348588742
ACH-000496,Rapamycin,5.0,6,1,62710,0.5512677403922819
ACH-000496,Regorafenib,0.05,1,0,62710,0.573911656833041
ACH-000496,Regorafenib,0.05,13,1,62710,0.5528623823951523
ACH-000496,Regorafenib,0.5,13,0,62710,0.5752511561154521
ACH-000496,Regorafenib,0.5,2,1,62710,0.5232498804018498
ACH-000496,Regorafenib,5.0,13,0,62710,0.5598788072077818
ACH-000496,Regorafenib,5.0,3,1,62710,0.6300430553340775
ACH-000496,Relugolix,0.05,4,0,62710,0.5803540105246372
ACH-000496,Relugolix,0.5,5,0,62710,0.569016105884229
ACH-000496,Relugolix,5.0,14,0,62710,0.5926168075267102
ACH-000496,Relugolix,5.0,6,1,62710,0.5373943549673098
ACH-000496,Resveratrol,0.05,4,0,62710,0.5904002551427204
ACH-000496,Resveratrol,0.5,5,0,62710,0.581709456227077
ACH-000496,Resveratrol,5.0,14,0,62710,0.6091213522564184
ACH-000496,Resveratrol,5.0,6,1,62710,0.552176686333918
ACH-000496,Retinoic acid,0.05,4,0,62710,0.5704193908467549
ACH-000496,Retinoic acid,0.5,5,0,62710,0.5761601020570882
ACH-000496,Retinoic acid,5.0,14,0,62710,0.5792377611226279
ACH-000496,Retinoic acid,5.0,6,1,62710,0.5500717588901292
ACH-000496,Ribociclib,0.05,13,0,62710,0.567182267580928
ACH-000496,Ribociclib,0.5,13,0,62710,0.5702120873863817
ACH-000496,Ribociclib,5.0,13,0,62710,0.5592409504066337
ACH-000496,Rifaximin,0.05,7,0,62710,0.6077340137139212
ACH-000496,Rifaximin,0.5,8,0,62710,0.5493541699888375
ACH-000496,Rifaximin,5.0,9,0,62710,0.5933503428480306
ACH-000496,Riluzole hydrochloride,0.05,4,0,62710,0.5784723329612502
ACH-000496,Riluzole hydrochloride,0.5,5,0,62710,0.5795726359432307
ACH-000496,Riluzole hydrochloride,5.0,14,0,62710,0.5823154201881677
ACH-000496,Riluzole hydrochloride,5.0,6,1,62710,0.5497209376494977
ACH-000496,Rimonabant,0.05,4,0,62710,0.5708658906075587
ACH-000496,Rimonabant,0.5,5,0,62710,0.5732419071918354
ACH-000496,Rimonabant,5.0,14,0,62710,0.5908148620634668
ACH-000496,Rimonabant,5.0,6,1,62710,0.5567692553021847
ACH-000496,Rimonabant (Hydrochloride),0.05,13,0,62710,0.5668473927603253
ACH-000496,Rimonabant (Hydrochloride),0.5,13,0,62710,0.5706585871471854
ACH-000496,Rimonabant (Hydrochloride),5.0,13,0,62710,0.5617445383511401
ACH-000496,Ritonavir,0.05,4,0,62710,0.5821559559878807
ACH-000496,Ritonavir,0.5,5,0,62710,0.5845798118322436
ACH-000496,Ritonavir,5.0,14,0,62710,0.5906553978631797
ACH-000496,Ritonavir,5.0,6,1,62710,0.5626534842927763
ACH-000496,Ropivacaine (hydrochloride monohydrate),0.05,4,0,62710,0.585903364694626
ACH-000496,Ropivacaine (hydrochloride monohydrate),0.5,5,0,62710,0.5892840057407112
