n_gene_conditions,var_lfc_mean,mean_se2_mean,sigma2_plate_pooled,between_plate_fraction_pooled,n_gene_conditions_responders,var_lfc_mean_responders,mean_se2_mean_responders,sigma2_plate_pooled_responders,between_plate_fraction_pooled_responders,n_gene_conditions_nonresponders,var_lfc_mean_nonresponders,mean_se2_mean_nonresponders,sigma2_plate_pooled_nonresponders,between_plate_fraction_pooled_nonresponders,n_conditions_decomposed,between_plate_fraction_pooled_over_conditions,frac_conditions_plate_dominated,n_sample_rows
174564006.0,1.497242,2.857987,0.0,0.0,7248640.0,3.669016,0.965212,2.703804,0.736929,167315366.0,1.403154,2.939988,0.0,0.0,7641.0,0.019476,0.021332,2000000
