replicate_col,n_genes,padj_threshold,all_n_pairs,all_splithalf_mean_r,all_splithalf_median_r,all_splithalf_q1_r,all_splithalf_q3_r,all_spearman_brown_full,all_n_pairs_even,all_splithalf_mean_r_even_plates,all_spearman_brown_full_even_plates,all_frac_pos,all_null_any_pair_mean_r,all_null_diff_drug_mean_r,all_null_same_drug_mean_r,all_null_n_draws,all_p_vs_null,all_p_vs_same_drug,all_null_mean_ci_lo,all_null_mean_ci_hi,all_mde_80_vs_diff_drug,all_mde_80_vs_same_drug,responder_n_pairs,responder_splithalf_mean_r,responder_splithalf_median_r,responder_splithalf_q1_r,responder_splithalf_q3_r,responder_spearman_brown_full,responder_n_pairs_even,responder_splithalf_mean_r_even_plates,responder_spearman_brown_full_even_plates,responder_frac_pos,responder_null_any_pair_mean_r,responder_null_diff_drug_mean_r,responder_null_same_drug_mean_r,responder_null_n_draws,responder_p_vs_null,responder_p_vs_same_drug,responder_null_mean_ci_lo,responder_null_mean_ci_hi,responder_mde_80_vs_diff_drug,responder_mde_80_vs_same_drug
plate,47014,0.05,7641,0.065,0.063,0.019,0.09,0.122,7491,0.066,0.123,0.866,0.019,0.017,0.042,500,0.0005,0.0005,0.016,0.017,0.0179,0.0443,6654,0.43,0.597,0.09,0.713,0.601,6518,0.437,0.608,0.817,0.101,0.106,0.257,431,0.0005,0.0005,0.102,0.11,0.1135,0.2662
