gene,n_pairs,r
LINC00905,22,0.8075
ENSG00000286405,36,0.719
ENSG00000286142,109,0.6849
ENSG00000236800,27,0.6831
WARS1P1,38,0.6787
ENSG00000215097,21,0.6785
ENSG00000237856,61,0.6751
OR13C4,29,0.6664
ENSG00000284095,89,0.6591
ZNF101P1,23,0.6523
RNU1-22P,62,0.6496
PDE4DIPP7,36,0.6456
RPL6P16,51,0.6387
CCNB1IP1P1,31,0.6282
LINC02164,37,0.625
RPLP0P3,55,0.6225
ENSG00000227687,20,0.6182
ENSG00000226036,24,0.6037
ADAD2,27,0.5999
OR10A6,173,0.5878
ENSG00000235371,82,0.5858
RRAS2P2,30,0.5839
ENSG00000253189,125,0.5804
ENSG00000251478,22,0.5756
PDE6H,114,0.5697
ENSG00000255216,33,0.568
TPT1P1,25,0.5649
EEF1GP8,22,0.5601
ANKRD44-DT,21,0.5581
GVINP2,25,0.5573
REXO1L1P,52,0.5511
CACNA1G-AS1,59,0.5491
ENSG00000287504,44,0.5477
SMIM12P1,30,0.5467
SLC6A14P2,33,0.5466
LINC02374,33,0.5437
THAP12P5,26,0.5412
RN7SL717P,24,0.5409
MTCYBP19,21,0.5405
ENSG00000259989,43,0.5391
MROH4P,21,0.5351
KRT8P47,70,0.5304
ENSG00000288970,20,0.5259
ENSG00000289991,109,0.5209
PRELID3BP5,23,0.52
ENSG00000283259,45,0.5184
ENSG00000285562,46,0.5175
ENSG00000270989,28,0.5161
ENSG00000232383,24,0.5152
ENSG00000270992,146,0.5111
LINC01774,26,0.5106
OR6B1,72,0.5081
FAM136CP,26,0.5078
OOSP4A,156,0.5064
ENSG00000289901,7363,0.5027
OR51C1P,116,0.502
ENSG00000286498,66,0.4966
APLNR,33,0.4916
LILRB2,20,0.4882
SERF1AP1,21,0.4881
RN7SKP255,6545,0.4864
ENSG00000288657,43,0.4864
RPL12P30,46,0.4776
ENSG00000289967,27,0.4775
SNRPGP17,125,0.4743
IGHD,31,0.4729
OR2T32P,20,0.4723
AIF1,261,0.4722
ENSG00000248423,21,0.4718
CHCHD2P4,104,0.4717
ENSG00000289639,23,0.4698
ENSG00000271343,110,0.4697
ENSG00000274330,114,0.4692
RNU6-239P,69,0.4692
GSC2,70,0.468
OFD1P1Y,59,0.4664
ENSG00000251049,28,0.4657
SLC17A2,486,0.4654
PPIAP45,80,0.4637
IGHA2,86,0.4624
RNU4-2,7400,0.4612
ENSG00000271099,23,0.4607
ENSG00000268615,82,0.4593
DUSP6,7579,0.459
OR52A1,57,0.4572
ENSG00000229016,60,0.4547
ENSG00000287520,301,0.4533
PPP3R2,55,0.4527
MT2A,7630,0.4525
LIMK2P1,28,0.4513
ENSG00000236412,27,0.4491
ENSG00000288922,34,0.4468
ENSG00000278580,28,0.4459
ENSG00000280268,30,0.4448
ITGA2,7640,0.4437
ENSG00000239532,70,0.4436
ENSG00000230285,55,0.4427
OR7H1P,26,0.4418
ENSG00000261462,37,0.4417
ENSG00000267674,32,0.4405
ENSG00000284727,168,0.4401
ENSG00000262296,69,0.4401
ENSG00000229283,34,0.4375
SPRY4,7513,0.4369
TRH,76,0.4368
MT-ND4L,7472,0.4366
FDPSP1,30,0.4364
ENSG00000266479,221,0.4361
ENSG00000284610,95,0.4359
RN7SL416P,21,0.4357
ENSG00000283213,40,0.4341
ENSG00000285191,31,0.434
ENSG00000228292,52,0.4339
ENSG00000257284,69,0.4302
MED28P3,25,0.43
ENSG00000290819,20,0.4297
ENSG00000250194,105,0.4287
EGR1,7636,0.4276
PAGE3,21,0.4274
ENSG00000284614,22,0.4267
ENSG00000286986,23,0.426
ENSG00000290828,23,0.426
ENSG00000285564,54,0.4249
ENSG00000279172,20,0.424
ENSG00000261078,27,0.4228
OR2V1,41,0.4225
LINC02070,37,0.4218
ENSG00000249287,89,0.4216
ENSG00000258888,119,0.4216
RN7SKP71,7160,0.4215
OR10A3,109,0.4204
OR8B12,23,0.42
BHLHE22,40,0.4195
BPIFA4P,247,0.4169
TBC1D3D,69,0.4158
ENSG00000219549,280,0.4156
ENSG00000278982,36,0.4153
METAP2P1,31,0.415
ENSG00000286204,375,0.4123
MC4R,77,0.4115
EVX2,120,0.4101
7SK,7606,0.4087
ENSG00000226601,110,0.4073
LILRP1,211,0.406
CCL4,203,0.4055
RPSAP47,99,0.4048
ENSG00000248625,22,0.4039
ENSG00000285744,7479,0.4034
ENSG00000284745,38,0.403
OR4N5,37,0.403
ENSG00000290042,66,0.4019
DHFR,7523,0.4016
RN7SKP19,361,0.4012
ETV5,7559,0.4012
LLPHP1,59,0.3992
ENSG00000284003,23,0.3986
UBE2FP2,36,0.3982
Y_RNA-628,32,0.3977
ENSG00000259001,7323,0.397
MTND2P31,129,0.3968
DUXAP7,72,0.3961
ENSG00000287927,115,0.396
ENSG00000269993,211,0.3954
IER2,7591,0.3953
NEAT1,7641,0.3952
ENSG00000253403,111,0.3945
ENSG00000280276,201,0.3938
SPRY4-AS1,7596,0.3935
KMT2CP2,51,0.3933
TENT5C-DT,126,0.3933
ENSG00000255440,112,0.3922
ENSG00000285040,110,0.3918
LINC00919,58,0.3913
ENSG00000224583,81,0.3912
ENSG00000279534,110,0.3911
CNEP1R1P1,51,0.3902
PRELID3BP10,29,0.39
ENSG00000238215,82,0.3895
U8-11,41,0.389
RAB5CP2,52,0.3886
DUX4L37,114,0.3884
ENSG00000184084,34,0.3874
LINC01729,71,0.3873
CSN1S1,86,0.386
ENSG00000255272,40,0.3857
TRDC,119,0.3842
ENSG00000285998,33,0.3828
Y_RNA-649,193,0.3822
ENSG00000273679,23,0.3815
ENSG00000276127,76,0.3815
ENSG00000264985,102,0.3805
EIF4E2P1,41,0.3799
RPL12P8,21,0.3798
ENSG00000275358,35,0.3797
ENSG00000288763,165,0.3793
WFIKKN2,127,0.3793
ENSG00000258140,88,0.3782
PPP1R15A,7605,0.378
ENSG00000275672,161,0.3771
RN7SKP37,21,0.3761
ENSG00000283053,55,0.376
ENSG00000224525,298,0.3757
SETP1,74,0.3756
USP17L2,22,0.3752
SRSF3P4,57,0.3751
ENSG00000279326,113,0.3746
NDUFB4P4,35,0.3739
LINC02366,448,0.3737
CXCL8,7634,0.3735
RPL7AP55,128,0.3729
IFITM3P1,64,0.3727
GPR79,36,0.3727
FTCD-AS1,236,0.3723
DEFB125,34,0.3722
ENSG00000233459,44,0.3718
LINC00269,58,0.3715
ENSG00000290059,219,0.3714
ENSG00000286421,93,0.3704
ENSG00000286183,80,0.3702
ENSG00000266306,47,0.37
OR8G2P,80,0.3698
RPL7P3,29,0.3693
ENSG00000226624,43,0.3683
ENSG00000259008,136,0.3678
ENSG00000253985,84,0.3667
CRNN,189,0.3663
ENSG00000284964,45,0.3657
CPEB4,7635,0.3657
PPBPP2-1,20,0.365
ENSG00000271621,67,0.3643
ENSG00000225011,129,0.3641
ENSG00000290393,41,0.3639
LINC02173,134,0.3636
ENSG00000289237,32,0.3619
SNX19P3,363,0.3616
RPL7P50,182,0.3608
DUSP5,7552,0.3607
ENSG00000287768,128,0.3603
JUN,7634,0.3589
IGHV3-33-2,25,0.3583
IGLL5,21,0.3574
B3GALNT2P1,82,0.3565
ENSG00000287700,177,0.3559
ENSG00000235308,68,0.3556
ENSG00000287633,54,0.3556
ENSG00000285945,264,0.3555
LINC01827,37,0.3539
RPS3AP31,21,0.3538
GPR143P,51,0.3535
FUT11,7628,0.3531
NPM1P47,79,0.3525
ICE2P1,224,0.3523
MT-ATP8,7638,0.3523
ENSG00000277245,74,0.3514
POU5F1P3,32,0.3511
KRT77,22,0.3506
PLEC,7633,0.3503
NFKBIA,7579,0.3499
PER1,7565,0.3497
LINC00459,21,0.3494
LINC03010,224,0.3491
ARRDC3,7600,0.3486
RN7SKP43,29,0.3484
HK2,7641,0.3479
ZFPM2-AS1,7637,0.3476
Y_RNA-471,47,0.3476
CST9L,45,0.3467
CKAP2P1,291,0.3465
ENSG00000219302,218,0.3456
FAM114A1,7630,0.3455
CCL23,27,0.3454
INSM2,451,0.3442
MT-ND6,7610,0.3438
DLG2,7600,0.3438
ENSG00000287217,245,0.3432
ENSG00000229282,86,0.343
ENSG00000249289,88,0.3427
ENSG00000289876,44,0.3426
MT1X,7555,0.342
ENSG00000288840,411,0.3419
ENSG00000286621,87,0.3414
ENSG00000285647,388,0.3412
ENSG00000230785,121,0.3412
ENSG00000271680,202,0.341
ENSG00000287951,190,0.3407
ENSG00000285336,144,0.3406
KRT127P,34,0.3404
ENSG00000270712,53,0.3402
ENSG00000284825,120,0.3402
FAM223A,21,0.34
ENSG00000286270,234,0.3399
CXCR1,163,0.3399
ENSG00000287973,913,0.3396
ENSG00000268080,36,0.3394
KCNK18,92,0.3393
ENSG00000275228,32,0.3384
CDRT15P13,76,0.338
ENSG00000288796,90,0.3379
ENSG00000287333,68,0.3364
RPL7P34,22,0.3363
LINC01654,63,0.3363
ENSG00000285695,646,0.336
ENSG00000224604,117,0.3356
OR1H1P,89,0.3352
ANAPC1P3,41,0.3349
TGIF2LY,39,0.3345
UBE2V1P3,26,0.3344
ATF3,7510,0.3343
TALAM1,7641,0.3342
ENSG00000261298,287,0.3339
RNU6-519P,127,0.3338
AREG,7628,0.3337
ENSG00000255801,326,0.3337
ENSG00000275508,49,0.3334
BNIP3L,7641,0.3332
KLF10,7567,0.3332
ENSG00000222024,66,0.3332
FRG2C,266,0.3326
CRYAA,117,0.3325
OR7E122P,32,0.3322
ENSG00000228391,63,0.3319
ENSG00000262319,25,0.3318
TM4SF1,7641,0.3314
ENSG00000235907,75,0.3313
CEACAMP9,61,0.3309
GAPDH,7641,0.3306
HIKESHIP3,113,0.3297
PCLO,7565,0.3296
PCBP2,7641,0.3296
ENSG00000288017,108,0.3295
FOS,7554,0.329
KCNA1,340,0.3284
ENSG00000283686,100,0.3282
LINC02155,701,0.328
HILPDA,7623,0.328
CIBAR1P2,34,0.328
KRT33B,300,0.3276
ENSG00000253447,78,0.3275
ENSG00000258693,67,0.3274
ENSG00000225102,386,0.3271
CBLB,7641,0.3269
LINC01987,59,0.3269
MAGEA9,40,0.325
RBM7P1,79,0.3248
MXI1,7602,0.3246
PAQR9-AS1,45,0.3244
OR6Y1,41,0.3242
RTP2,28,0.3237
ZBTB10,7591,0.3235
SLC2A3,7639,0.3233
TRAV13-2,64,0.3229
KIRREL3-AS3,45,0.3229
DDX43P1,21,0.3228
LINC00368,274,0.3226
FBXO36P1,112,0.3218
LINC02961,83,0.3211
ENSG00000288860,224,0.3211
ENSG00000271137,23,0.3208
RPS12,7638,0.3208
MIPEPP2,144,0.3208
ADH5P2,31,0.3206
AHNAK2,7559,0.3205
NPM1,7641,0.3204
OR51Q1,58,0.3202
PITPNC1,7641,0.3202
MCTP1,7634,0.3202
ENSG00000255357,32,0.3202
ANGPTL4,7571,0.3198
GADD45B,7478,0.3195
FAM181A-AS1,445,0.3191
UPP1,7570,0.3188
RHBDF1P1,32,0.3188
SPANXN2,36,0.3185
ENSG00000271537,24,0.3185
UBC,7640,0.3184
HSP90AB1,7641,0.3182
MYADM,7509,0.3175
ENSG00000203437,93,0.3175
ENSG00000279391,32,0.3171
RN7SKP174,161,0.3167
RPS2,7631,0.3166
CDC37,7554,0.3164
ELK3,7633,0.3164
TRIM49B,34,0.3163
ZNF705D,97,0.3162
ENSG00000267614,71,0.3157
ENSG00000260522,60,0.3156
VDAC1P10,93,0.3156
TNFRSF12A,7470,0.3153
NT5E,7576,0.3152
RPL31P58,45,0.3149
ENSG00000235994,78,0.3146
INSIG2,7638,0.3145
ENSG00000258437,31,0.3143
RNU4-1,6925,0.3141
CDCP1,7624,0.3136
ENSG00000287499,219,0.3135
LINC01779,50,0.3134
LNCPRESS2,952,0.3133
FAM87A,414,0.3131
MT-ND5,7641,0.313
ENSG00000242407,75,0.3129
MRPL48P1,62,0.3129
ENSG00000257863,362,0.3128
RPL15P2,52,0.3126
ZCCHC12,448,0.3125
USP6NL-AS1,122,0.3124
CCN1,7617,0.3123
ENSG00000250997,63,0.3121
ENSG00000265069,53,0.312
CAPZA1P4,117,0.3116
ENSG00000229961,60,0.3116
LEUTX,35,0.3114
ANXA1,7637,0.3114
LINC00353,68,0.3113
MTATP6P1,7604,0.3112
CYLD,7570,0.3109
RD3,216,0.3106
ENSG00000224134,145,0.3105
MCL1,7641,0.3101
PAX4,26,0.3101
KRT18P39,40,0.3099
FASN,7522,0.3098
ENSG00000265494,345,0.3098
PGAM1,7434,0.3098
ENSG00000262488,56,0.3089
ENSG00000289203,36,0.3083
LINC02431,145,0.3078
CTSL3P,167,0.3077
ENSG00000249588,23,0.3076
GAPDHP27,396,0.3075
ENSG00000276251,50,0.3072
ENSG00000234768,853,0.3065
ENSG00000236543,282,0.3063
RHOB,7517,0.306
PRELID2,7641,0.3059
ENSG00000263682,54,0.3055
EEF2,7640,0.3054
MT-CO2,7577,0.3052
ETV1,7521,0.3052
HRURF,1776,0.3051
AMER2,26,0.3049
ID1,7452,0.3047
ENSG00000226798,201,0.3047
ENSG00000291261,406,0.3046
ENTR1P2,33,0.3045
ENSG00000249099,177,0.3044
GPCPD1,7620,0.3043
CLEC4M,229,0.3038
HEXIM1,7542,0.3036
HMGCS1,7611,0.3033
RN7SKP127,62,0.3033
ERRFI1,7641,0.3031
OR7E29P,22,0.3031
ACTG1P23,181,0.3028
FN1,7641,0.3025
MT-CO1,7641,0.3024
ENSG00000228957,100,0.302
PRSS58,104,0.3012
RNU4-42P,173,0.3011
RMRP,7059,0.3008
ENSG00000265690,6405,0.3008
ENSG00000260404,24,0.3007
ENSG00000261789,31,0.3007
GPR174,132,0.3007
Y_RNA-297,136,0.3007
RBMXL3,86,0.3006
MAGEB10,157,0.3001
SRRM1P2,294,0.3
LPCAT1,7497,0.2999
ENSG00000232327,103,0.2997
PRRC1,7581,0.2995
LINC01544,76,0.2988
RPL7AP44,30,0.2986
HNRNPA1,7635,0.2985
ENSG00000270512,30,0.2982
ENSG00000232188,93,0.2978
ENSG00000290064,392,0.2977
HDAC9,7623,0.2975
ENSG00000288854,113,0.2972
H1-1,1970,0.297
CYP2B7P-1,402,0.2969
RPS2P17,51,0.2968
CGB3,175,0.2966
LINC01016,422,0.2965
ERGIC3,7496,0.2965
ELL2,7641,0.2964
Y_RNA-427,43,0.2963
PRND,340,0.2962
PERCC1,57,0.2962
ARHGEF19-AS1,25,0.2961
ANKRD66,32,0.2959
ENSG00000250100,116,0.2959
H2AC20,7317,0.2957
TEX14,7372,0.2955
LCE1E,294,0.2951
ENSG00000238185,24,0.295
ENSG00000250540,30,0.295
ENSG00000272085,129,0.2948
LINC02153,461,0.2947
ENSG00000285587,61,0.2944
VCX2,107,0.2944
MT-ND4,7641,0.2944
PDIA4,7634,0.2938
FABP9,71,0.2936
SCRT2,419,0.2936
STAT3,7641,0.2933
ENSG00000237707,89,0.2933
CLU,7520,0.2932
NEUROD4,168,0.2929
EEF1G,7609,0.2928
ENSG00000267612,150,0.2928
EHBP1L1,7528,0.2925
ENSG00000286919,26,0.2925
CYCSP26,94,0.2923
NCR3,114,0.2923
USH2A-AS2,502,0.2921
THSD4,7638,0.2921
USP9YP6,82,0.2919
LDHA,7641,0.2918
CBLN4,378,0.2915
ENSG00000260410,42,0.2914
NKX1-2,431,0.2913
FOSL1,7582,0.2912
RPL7,7640,0.291
ENSG00000213386,160,0.291
GSTA5,23,0.2908
SQSTM1,7641,0.2904
ENSG00000254506,377,0.2899
ENSG00000230027,731,0.2898
SPRED1,7630,0.2898
ENSG00000290479,22,0.2898
EGR3,7205,0.2896
ENSG00000254314,180,0.2896
ENSG00000290377,23,0.2895
ENSG00000289008,171,0.2894
NKX2-4,57,0.2888
CCT2,7499,0.2886
ENSG00000286295,80,0.2885
LILRP2,162,0.2885
SALRNA1,127,0.2884
CLK3P2,30,0.2879
TMX1,7442,0.2877
ENSG00000285992,45,0.2877
ENSG00000274310,63,0.2877
ENSG00000237716,58,0.2873
HNRNPCL3,62,0.2873
UQCRFS1P1,673,0.287
ENSG00000249412,154,0.287
MAGEA8-AS1,98,0.287
ENSG00000213587,59,0.2869
ENSG00000281383,7301,0.2869
C10orf67-AS1,113,0.2868
ENSG00000277513,215,0.2868
MBOAT2,7632,0.2868
RNU5A-1,1428,0.2867
RPS3,7633,0.2864
OR51R1P,25,0.2864
ENSG00000264243,34,0.2862
ENSG00000290843,339,0.2858
ALDOA,7641,0.2856
KLF6,7625,0.2855
UNCX,299,0.2855
SPRED2,7641,0.2852
NR1H5P,55,0.2852
MT-ND1,7638,0.2851
ENSG00000260677,178,0.2851
ENSG00000249091,49,0.285
OR8D4,91,0.285
IFITM5,77,0.285
GCSHP2,157,0.2847
TGM2,7581,0.2847
HNRNPA1P39,61,0.2846
KDELR1,7586,0.2843
AKAP12,7641,0.2838
ARRDC4,7454,0.2836
EEF1B2P4,80,0.2836
RN7SKP194,219,0.2836
ENSG00000232821,84,0.2835
ENSG00000236106,91,0.2835
ENSG00000270066,7240,0.2834
EEA1,7627,0.2834
HES5,1198,0.2832
NR1D2,7595,0.2831
ENSG00000263618,963,0.2831
XPOT,7635,0.2831
BANF1P2,86,0.283
REL,7594,0.283
NR4A3,7569,0.2828
U6-23,34,0.2827
ENSG00000248600,66,0.2827
STC1,7637,0.2825
TRIM51JP,62,0.2824
ENSG00000250771,156,0.2823
RHOQP3,115,0.2822
MMEL1-AS1,84,0.2821
EIF4BP2,116,0.282
KRTAP5-10,48,0.282
RRM2,7541,0.2818
EIF4A1P7,104,0.2818
GPX4,7517,0.2817
ENSG00000285041,78,0.2817
TNFAIP3,7573,0.2816
ENSG00000286818,372,0.2814
ENSG00000287396,776,0.2811
B4GALNT2P1,60,0.2811
CTAGE13P,29,0.2798
ENSG00000233633,191,0.2795
ENSG00000281741,89,0.2793
MAFF,7528,0.2793
BBS7-DT,89,0.2792
RN7SKP150,1703,0.2791
PCARE,151,0.279
ENSG00000279239,557,0.279
SLX1B,53,0.279
CHP2,41,0.2789
TXNIP,7632,0.2788
SFTPC,231,0.2788
HBEGF,7473,0.2788
ENSG00000251510,45,0.2787
TEMN3-AS1,148,0.2787
CALM3,7553,0.2787
ACOXL-AS1,211,0.2786
ENSG00000279729,195,0.2785
ENSG00000287831,120,0.2784
TUBB4B,7529,0.2781
ENSG00000234034,269,0.2779
ENSG00000256189,508,0.2779
ANTXR2,7635,0.2777
ANKRD36B,7566,0.2777
OR8B8,128,0.2775
ENSG00000258433,390,0.2775
ENSG00000267141,111,0.2775
ADAMTS6,7634,0.2774
H1-7,67,0.2774
RORA,7641,0.2772
LILRA6,383,0.2771
ENSG00000288978,23,0.2771
SEPTIN14P21,118,0.2771
LINC01761,197,0.2769
GPR50,385,0.2768
MSMO1,7523,0.2767
SLC30A1,7472,0.2767
RPL9P28,37,0.2765
ENSG00000203531,195,0.2764
ENSG00000288078,40,0.2762
RPS27A,7635,0.2761
EIF4BP1,226,0.2759
ENSG00000254398,37,0.2759
ENSG00000291000,73,0.2758
HDAC9-AS1,279,0.2758
DNAJC19P3,99,0.2757
TNKS1BP1,7541,0.2757
BPIFA4P-1,460,0.2756
NPY,376,0.2756
NCL,7641,0.2755
DCBLD2,7641,0.2749
IFI6,7618,0.2749
ENSG00000230843,218,0.2749
ODF4,60,0.2749
TMED4,7493,0.2746
LINC02498,35,0.2742
ENSG00000213942,174,0.2742
MT-CYB,7641,0.2741
ENSG00000278996,7315,0.2738
ENSG00000237837,139,0.2738
KDM6B,7550,0.2736
RPL32P33,38,0.2736
ENSG00000237325,37,0.2736
RSRC2,7638,0.2736
ENSG00000260070,2342,0.2735
LAP3P2,166,0.2731
ENSG00000287914,535,0.2731
ENSG00000244192,54,0.273
PIK3R3,7559,0.2728
IRF1,7599,0.2727
LINC02480,29,0.2726
NFE2L1,7616,0.2725
COG6,7639,0.2724
H4C5,7048,0.2724
H4C8,7359,0.2723
ENSG00000253252,346,0.2722
TIMP1,7577,0.2719
FKBP5,7453,0.2716
MICC,63,0.2716
OR5AU1,1945,0.2715
Y_RNA-457,33,0.2715
ENSG00000267193,499,0.2714
ENSG00000279125,64,0.2714
ENSG00000264138,27,0.2713
ENSG00000259912,57,0.2712
NOP56,7507,0.2708
LINC01906,485,0.2707
TTTY18,261,0.2707
LAMA3,7638,0.2704
CYP51A1,7622,0.2704
PGGHG,7247,0.2702
ADAM19,7541,0.2701
LAMA5,7556,0.2701
SLC6A21P,63,0.2701
ENSG00000286006,20,0.27
LINC00552,413,0.2698
IFIH1,7633,0.2691
NFKB2,7538,0.2691
ASNS,7553,0.2691
ABHD17C,7577,0.269
ENSG00000287473,68,0.269
ZNF839P1,62,0.2689
SREBF1,7580,0.2685
ENSG00000226130,150,0.2685
ENSG00000257958,67,0.2685
COL6A3,7611,0.2684
RPL32P5,57,0.2684
RAB30,7526,0.2683
SIT1,438,0.2683
ITGB5,7622,0.2683
ENSG00000248635,259,0.2682
SLC7A11,7637,0.2681
POLR2J3,7291,0.2681
RNA5SP399,92,0.2679
SPACA4,169,0.2676
ENSG00000258860,901,0.2675
ENSG00000279024,20,0.2674
OR5AN1,108,0.2673
ENSG00000272872,3162,0.2671
ALPG,862,0.2669
ENSG00000284673,45,0.2668
ENSG00000266775,37,0.2668
GADD45A,7516,0.2666
H3C2,6789,0.2662
HPCAL1,7621,0.2662
RPL7AP65,23,0.2661
RNF103-CHMP3,7419,0.2657
IL25,25,0.2657
ENSG00000286436,440,0.2656
OR8B3,28,0.2653
ENSG00000255843,109,0.2653
IMPDH1P6,22,0.2653
ENSG00000287364,400,0.2652
FLNA,7630,0.2651
HNRNPA1P38,78,0.265
DAG1,7456,0.265
STEAP3,7442,0.265
TMEM41B,7627,0.2649
SF3A3,7462,0.2649
LPIN1,7513,0.2647
ENSG00000257846,229,0.2646
ENSG00000255313,20,0.2644
IDI1,7531,0.2644
H3-3B,7638,0.2644
OR7G2,88,0.2643
ENSG00000253879,106,0.2642
HMGN1P17,172,0.2642
ENSG00000230485,95,0.2641
MT-RNR2,7641,0.2641
HNRNPA3,7580,0.2639
ENSG00000250084,390,0.2639
NLRP10,1930,0.2638
ATOSA,7616,0.2638
ENSG00000243574,369,0.2635
RN7SL502P,30,0.2635
RPL21,7550,0.2631
ENSG00000260877,7381,0.263
MARK2P9,380,0.263
Y_RNA-18,41,0.263
CCL4L2,235,0.263
RPL41,7428,0.2629
HMGN2P17,188,0.2628
ENSG00000290024,24,0.2628
RPEP2,115,0.2627
ENSG00000231780,24,0.2625
C4orf3,7532,0.2624
ENSG00000286471,529,0.2624
HLA-G,5885,0.2623
ENSG00000232710,5677,0.262
ENSG00000224670,44,0.262
IL36A,54,0.2619
ENSG00000266009,137,0.2618
ENSG00000256075,29,0.2618
ENSG00000291021,22,0.2617
WEE1P1,52,0.2615
TNRC18,7630,0.2614
ERO1A,7641,0.2613
ENSG00000227981,20,0.2611
ENSG00000225172,670,0.2611
SEPTIN7P5,112,0.2611
DUSP1,7524,0.2609
RPLP1,7641,0.2609
ENSG00000290062,67,0.2608
ABCA2,7363,0.2606
DNM2,7637,0.2603
ABTB2,7638,0.2603
ENSG00000279565,150,0.2603
ENSG00000277535,26,0.2603
RPL18A,7341,0.2602
DOCK6,7600,0.2601
NUSAP1,7508,0.26
ENSG00000275063,46,0.2598
PTTG1IP2,79,0.2597
BCKDK,7364,0.2596
ENSG00000230021,7402,0.2594
PPFIA4,7543,0.2592
ENSG00000285976,7636,0.2591
JUND,7443,0.2588
LINC02704,85,0.2588
ARFGEF3,7638,0.2588
KCTD3,7614,0.2588
H2BC1,274,0.2587
TXNRD1,7641,0.2584
PTPRM,7641,0.2584
ENSG00000230298,25,0.2582
LINC01683,49,0.2579
EIF4A2,7621,0.2579
EIF5A,7597,0.2577
RPL39P15,302,0.2576
CCDC188BP,84,0.2576
LINC02668,796,0.2576
ENSG00000262372,121,0.2575
ENSG00000290507,29,0.2574
ENSG00000289355,526,0.2572
Y_RNA-333,117,0.2572
CXCL3,7284,0.2572
ENSG00000289044,6098,0.2571
ENSG00000289293,7238,0.2571
KCNAB1-AS1,207,0.2571
RPL3,7591,0.2569
ENSG00000289020,669,0.2569
INTS10,7567,0.2568
ENSG00000285895,1487,0.2566
ENSG00000283659,81,0.2565
LINC01815,140,0.2564
AGPAT5,7582,0.2564
ZFP36,7573,0.2562
ITGA6,7640,0.2562
SH3PXD2B,7568,0.2562
OR8F1P,115,0.2561
ENSG00000254939,107,0.256
ZC3H12C,7617,0.2558
LINC02991,28,0.2557
RPL21P93,506,0.2556
DPYSL2,7629,0.2556
ENSG00000288048,224,0.2556
ENSG00000222022,2285,0.2555
OPALIN,1288,0.2554
TMED9,7542,0.2553
ENSG00000257879,794,0.2552
PHLDA1,7640,0.2549
ENSG00000287952,38,0.2548
MARCHF11-AS1,938,0.2547
ENSG00000263253,73,0.2545
NOC3L,7548,0.2543
H2BC5,7488,0.2542
HMGA2,7638,0.2542
DNAJB6P6,42,0.2541
KLF1,387,0.2539
XYLT2,7449,0.2538
CRP,114,0.2536
ENSG00000231062,191,0.2536
KIF1C,7547,0.2534
MEF2D,7627,0.2534
FLNB,7641,0.2529
ENO1,7641,0.2528
HMGN2,7536,0.2528
ENSG00000236775,28,0.2528
DDIT4,7597,0.2527
ENSG00000266644,199,0.2527
ENSG00000267620,144,0.2526
IGHM,82,0.2525
CD55,7641,0.2524
PNMA6E,84,0.2522
ENSG00000250319,153,0.2518
DBN1,7467,0.2518
KIF13B,7626,0.2516
IFI44L,7496,0.2515
BIRC3,7617,0.2514
AP2M1,7523,0.2512
ZSWIM5P3,216,0.2512
HMGB2,7563,0.251
EFCAB11,7402,0.2508
SERPINH1,7570,0.2506
H1-10,7494,0.2505
NOL3,7473,0.2505
ARL13B,7481,0.2504
ENSG00000225339,7352,0.2504
SALL3,998,0.2503
ENSG00000253717,100,0.2502
MYO9B,7639,0.2502
PITPNM2,7560,0.2501
CCL18,60,0.25
ENSG00000260137,96,0.25
POLR2A,7639,0.2497
CRISP3,279,0.2496
ENSG00000249695,728,0.2496
PSAPL1,442,0.2494
ENSG00000250300,455,0.2494
ACTB,7641,0.2493
PSMD7,7528,0.2492
TRIM53CP,578,0.2492
CREB5,7581,0.2491
ENSG00000276919,27,0.2489
ENSG00000282906,110,0.2489
ETV4,7414,0.2487
SYNE1,7490,0.2486
ENSG00000286921,25,0.2485
TCP11L2,7508,0.2483
BACH2,7513,0.2483
ASF1B,7316,0.2482
ENSG00000233029,1630,0.2481
ENSG00000263501,45,0.2479
NPM1P11,61,0.2477
EEF1A1,7629,0.2476
MT-RNR1,7641,0.2476
LINC02430,259,0.2475
SLCO5A1,7431,0.2474
PPIAP32,28,0.2474
KATNAL1,7427,0.2474
ENSG00000271565,32,0.2472
CNOT7P1,277,0.2471
OS9,7627,0.247
HMGN2P2,72,0.2469
PFKL,7533,0.2468
FAM205A,77,0.2468
ENSG00000223402,69,0.2468
S100A7A,162,0.2467
CD9,7569,0.2465
SNAPC3,7573,0.2465
MYLIP,7516,0.2465
SLC7A15P,113,0.2465
RPS6,7641,0.2463
EPIC1,7641,0.2463
OR4K17,93,0.2462
TMED3,7619,0.2462
ENSG00000254372,41,0.2461
ENSG00000259433,259,0.2459
LCE1C,25,0.2459
ENSG00000227965,24,0.2459
ENSG00000278058,147,0.2459
CCNL1,7641,0.2458
SCRT1,812,0.2457
MCPH1-AS1,7499,0.2457
MTRF1LP2,180,0.2457
LINC01797,209,0.2457
RPN1,7545,0.2455
TPM3,7640,0.2454
MIDN,7555,0.2453
PYDC2,141,0.2452
SLC12A7,7515,0.2452
HACE1,7549,0.2451
ENSG00000286597,191,0.2451
UBR1,7637,0.2449
MYO1D,7641,0.2448
CREBRF,7626,0.2448
ENSG00000233511,116,0.2447
Y_RNA-503,82,0.2446
