gene,n_pairs,r
ZMYM3,7350,0.2445
ENSG00000239767,61,0.2444
PMP22,7508,0.2444
RN7SKP203,5878,0.2444
NUMA1,7609,0.2443
PVALB,230,0.2443
RPS7,7479,0.2441
LINC00342,7557,0.2441
ENSG00000289281,469,0.244
ENSG00000229345,58,0.244
RPL17,7635,0.2439
ENSG00000253960,450,0.2439
ENSG00000289431,380,0.2437
LRRC23,7515,0.2437
SUMO1P1,152,0.2436
ENSG00000288595,1569,0.2435
PTCHD3,552,0.2435
S1PR1-DT,486,0.2434
ENSG00000258125,286,0.2433
ENSG00000283157,126,0.2432
NIBAN2,7622,0.2429
HSPA8,7638,0.2427
ENSG00000249857,532,0.2427
ENSG00000289595,547,0.2426
CEACAM7,2726,0.2424
ENSG00000223753,104,0.2423
DUX4,27,0.2422
DEFB4B,48,0.2422
ENSG00000280277,116,0.2422
ENSG00000287995,33,0.2421
ABTB3,7527,0.2421
KLHL24,7620,0.2421
LIMCH1,7639,0.2421
H19,6057,0.242
ATP5F1AP10,31,0.2419
ACTL7B,25,0.2419
ENSG00000285821,165,0.2418
ENSG00000279687,264,0.2417
CENPK,7474,0.2416
IFITM3P2,113,0.2416
ENSG00000227920,27,0.2412
ZFYVE28,7617,0.241
ENSG00000286309,134,0.2407
SORBS1,7522,0.2407
CSRNP1,7431,0.2405
ENSG00000225916,117,0.2405
ENSG00000261222,460,0.2405
LINC01644,1480,0.2404
RPS8,7641,0.2403
KRTAP5-2,88,0.2403
GAGE12J,195,0.2402
SPTBN1,7641,0.2401
ENSG00000267089,27,0.2401
FANCA,7444,0.24
TUBA1B,7574,0.24
ENSG00000250877,74,0.2399
ENSG00000261625,78,0.2398
PLCB4,7606,0.2398
ENSG00000232121,245,0.2397
GPC6,7641,0.2397
ENSG00000287921,122,0.2397
DOCK4,7636,0.2396
POM121L9P-1,1223,0.2395
FAM13A,7640,0.2394
TNS1,7535,0.2393
ENSG00000277119,223,0.2393
ENSG00000286452,94,0.2392
BOD1L1,7641,0.2391
GIGYF1,7404,0.239
ENSG00000232431,416,0.239
PABPC1P7,57,0.2389
PRMT1P1,104,0.2389
THBS1,7498,0.2387
ENSG00000286247,21,0.2386
TBC1D26-AS1,122,0.2386
VEGFA,7629,0.2385
ENSG00000260997,671,0.2385
FDX1P1,23,0.2384
PMS2P4-1,7613,0.2381
PDK3,7623,0.2381
FAM30A,194,0.2379
ENSG00000285623,1189,0.2379
KRT18,7602,0.2379
MYO16-AS1,7259,0.2378
ENSG00000285726,23,0.2378
CNBP,7634,0.2378
HNRNPA2B1,7641,0.2377
ENSG00000241962,7430,0.2376
COX7C,7470,0.2376
ENSG00000287140,40,0.2376
ENSG00000254651,60,0.2376
NCK2,7546,0.2374
NPAS2,7640,0.2374
ENSG00000248112,1304,0.2373
RN7SL753P,344,0.2373
ENSG00000271148,20,0.2371
PDE4D,7641,0.2371
DDX5,7640,0.237
BCL2L1,7638,0.2369
BMERB1,7627,0.2369
ENSG00000290608,153,0.2368
GSTA9P,1013,0.2368
ENSG00000287658,105,0.2367
CCDC200,7297,0.2365
RPL5P28,131,0.2365
TREML4,745,0.2362
LINC00682,485,0.2362
ZFP64,7587,0.2362
BRD2,7641,0.2361
RNU5B-1,1789,0.2361
KRTAP4-12,226,0.236
LINC01734,94,0.236
ENSG00000240296,38,0.2359
CALML5,144,0.2359
YEATS2,7640,0.2358
OR2C1,76,0.2356
RNA5SP141,70,0.2355
ASPH,7641,0.2355
CSNK1G3,7633,0.2354
PPM1L,7477,0.2353
SLC25A43,7520,0.2353
NDUFB4P1,108,0.2351
NTSR1,7542,0.235
ENSG00000233995,69,0.235
MAML2,7640,0.2349
ENSG00000258517,153,0.2348
ENSG00000258204,33,0.2348
RPLP0,7641,0.2348
ENSG00000236145,127,0.2348
SCAMP1,7621,0.2347
KRT90P,686,0.2347
ENSG00000257035,521,0.2347
RNU4-43P,156,0.2346
IFIT1,7573,0.2345
YPEL5P2,32,0.2344
ENSG00000240842,26,0.2344
ARF4P1,72,0.2344
ENSG00000264340,161,0.2344
KRT18P48,745,0.2343
RNF213,7641,0.2343
NCAPG,7405,0.2342
LRP1,7629,0.2342
CEMIP,7599,0.2341
CTSLP6,22,0.234
RPL4,7639,0.234
ENSG00000225387,126,0.234
ENSG00000278045,22,0.234
KIR3DL3,188,0.2339
PAG1,7629,0.2338
CCL20,7247,0.2338
ENSG00000276807,159,0.2337
ANKRD37,7558,0.2337
FDPS,7556,0.2335
LINC01164,571,0.2335
ENSG00000235328,35,0.2333
DNMBP,7567,0.2333
RAB11B,7424,0.2332
ENSG00000280850,169,0.2332
ENSG00000280270,578,0.2332
ARHGAP29,7599,0.2329
CASP4,7515,0.2329
MT-CO3,7634,0.2329
ENSG00000290053,710,0.2329
RPS3AP41,44,0.2328
TKTL2,61,0.2328
MYBPH,717,0.2324
ENSG00000250842,7464,0.2323
ARHGEF2,7555,0.2321
ENSG00000225813,1282,0.232
ENSG00000285661,62,0.2319
ENSG00000257434,535,0.2318
NUTF2P7,49,0.2318
ENSG00000264023,182,0.2317
NDRG1,7641,0.2315
SQLE,7511,0.2314
ENSG00000261265,21,0.2314
PDIA6,7638,0.2314
ZMYND19P1,26,0.2314
ENSG00000230597,135,0.2313
ENSG00000276403,229,0.2313
CLK1,7590,0.2312
OFD1P11Y,48,0.2312
ARF4P4,49,0.2311
ENSG00000226252,52,0.2311
NR1D1,7546,0.2311
DDX41,7455,0.231
IGFBP3,7637,0.2309
RELB,7544,0.2309
AARS1,7576,0.2309
GZMK,34,0.2309
LINC01148,138,0.2309
HMGB1P48,135,0.2308
FAM91A3P,192,0.2308
TAB3P1,322,0.2308
ENSG00000249763,30,0.2307
H1-0,7626,0.2307
NMUR1,1077,0.2307
ENSG00000254563,145,0.2307
PHF5FP,126,0.2307
CTSB,7588,0.2306
ENSG00000286942,267,0.2306
SEMA4B,7615,0.2306
FRMD6,7627,0.2305
FADS2,7416,0.2303
NDUFAF6,7623,0.2302
H4C4,6003,0.2301
LGALS13,140,0.2301
SHFL,7371,0.23
PCYOX1,7537,0.2299
TMA7,7468,0.2299
SLC6A12-AS1,21,0.2298
ENSG00000287483,234,0.2298
SLC6A8,7467,0.2297
ARL6IP1,7622,0.2297
RPSAP48,30,0.2297
H2AC7,6483,0.2297
ENSG00000279139,92,0.2297
ENSG00000258795,241,0.2296
HAUS6P2,911,0.2294
ENSG00000236387,795,0.2293
ENSG00000253444,139,0.2293
ENSG00000290934,77,0.2291
ENSG00000267234,22,0.2291
RPS2P25,110,0.2291
TCAF1P1,6194,0.2291
CCND1,7634,0.229
PLD1,7628,0.2289
HIVEP2,7641,0.2288
RPS16P9,37,0.2288
CTSL3P-1,387,0.2287
RSL24D1,7524,0.2287
ARSFP1,241,0.2287
CLASP1-AS1,7021,0.2286
H1-2,7454,0.2286
SLC38A2,7641,0.2286
R3HDM2P2,57,0.2286
MCFD2,7613,0.2285
ENSG00000286983,774,0.2284
PTPRF,7636,0.2284
ENSG00000250173,131,0.2283
LSM14A,7623,0.2282
LINC02614,7434,0.2282
PLOD2,7641,0.2281
MYO5A,7631,0.2281
ENSG00000229458,181,0.2281
RPL12,7639,0.2281
INSR,7612,0.2279
STX1A,7516,0.2279
ABCC3,7587,0.2279
KIF3A,7489,0.2279
KTN1,7641,0.2277
FDFT1,7548,0.2277
DOCK5,7641,0.2276
SIGLEC17P-1,22,0.2276
ENSG00000273013,117,0.2276
RYBP,7640,0.2275
PREPL,7600,0.2275
ENSG00000280440,91,0.2274
HES1,7638,0.2274
KRTAP5-7,121,0.2274
GUSBP10,35,0.2272
OSMR,7641,0.2272
CLMN,7576,0.2271
ENSG00000205976,388,0.2271
SPATA31A6,195,0.227
TENT5A,7636,0.2269
PRMT2,7613,0.2269
RPSAP33,33,0.2269
XAF1,7478,0.2269
OR4C4P,23,0.2268
ENSG00000267636,287,0.2268
SLC17A5,7518,0.2267
SIRT1,7534,0.2266
LY6E,7456,0.2266
ARL15,7635,0.2266
PRC1,7430,0.2264
MINAR2,858,0.2264
SAT1,7640,0.2264
DRAP1,7463,0.2264
RANBP2,7580,0.2262
APLP2,7641,0.2261
PRPF4BP1,107,0.226
ENSG00000270212,70,0.226
LINC02707,47,0.2259
TAMM41,7466,0.2259
ENSG00000258460,763,0.2259
EIF4EBP1,7463,0.2259
APOL6,7550,0.2258
BCL9L,7568,0.2257
ENSG00000269564,79,0.2257
MKI67,7557,0.2257
ENSG00000257096,532,0.2257
H2AC6,7535,0.2257
ENSG00000287597,289,0.2256
PJA2,7617,0.2256
MIR23AHG,7512,0.2255
PLEK2,7329,0.2255
BUB1B,7453,0.2255
ZEB1,7641,0.2255
ENSG00000232411,254,0.2254
THRA,7375,0.2253
SPECC1,7557,0.2253
IRF2BP2,7622,0.2253
LINC00297,54,0.2253
ENSG00000234457,214,0.2252
ENSG00000279096,143,0.2252
GAPDHP32,263,0.2251
HSPA4L,7497,0.2251
LINC00349,171,0.225
ARHGAP36,322,0.2249
SH3PXD2A,7611,0.2248
ENSG00000260509,133,0.2248
ENSG00000267250,350,0.2247
IER3,7625,0.2247
LUZP1,7631,0.2247
TRIM69,7370,0.2246
NAMPT,7641,0.2246
LINC01354,321,0.2246
DNTTIP1,7546,0.2245
PODXL,7491,0.2244
CNNM2,7614,0.2244
LHFPL6,7519,0.2244
OR5P3,532,0.2243
MAGEB18,194,0.2243
LINC02437,265,0.2242
SAMD5,7516,0.2242
VAT1,7512,0.2242
ENSG00000230882,3335,0.2241
FRY,7599,0.2241
ENSG00000285483,57,0.224
ARRDC3-AS1,7345,0.224
TMF1,7636,0.224
MED15P6,62,0.224
PDE3A,7620,0.2239
STRAP,7572,0.2239
MDH1,7503,0.2237
EGR2,6975,0.2237
ENSG00000213365,178,0.2237
ENSG00000286860,1604,0.2237
CHIAP1,59,0.2237
TAX1BP1,7641,0.2236
ENSG00000231136,151,0.2236
TBC1D9B,7577,0.2236
KRT8,7632,0.2236
BARD1,7554,0.2234
RACK1,7637,0.2234
MIR450A2,30,0.2234
ENSG00000287586,59,0.2233
ENSG00000249791,45,0.2233
OOSP4B,1178,0.2233
PPIAP67,291,0.2233
EIF1,7640,0.2233
ENSG00000286948,671,0.2232
HIF1A-AS3,7629,0.2231
ENSG00000234967,422,0.2231
CEP290,7625,0.2231
CNN2,7505,0.223
ENSG00000273920,29,0.223
CALU,7641,0.223
HERPUD1,7610,0.2229
MLPH,7567,0.2229
JAG1,7517,0.2228
LRRFIP1,7641,0.2228
ENSG00000229379,106,0.2226
PLXNB3,6715,0.2225
TRIQK,7544,0.2224
LINC02338,552,0.2224
SCGB2A1,304,0.2221
CXCL2,7296,0.2221
RPL19,7639,0.2221
RNU6-1046P,234,0.222
ENSG00000286832,279,0.222
ENSG00000225570,23,0.2219
AIFM1P1,190,0.2219
FREM2-AS1,30,0.2218
STX7,7578,0.2217
ENSG00000228559,293,0.2217
CDC25B,7379,0.2217
VLDLR,7308,0.2216
PLA2G2E,472,0.2215
ANKRD27,7516,0.2215
TPSB2,1408,0.2215
SPATA5,7593,0.2213
ENSG00000248425,133,0.2213
ANKRD36C,7623,0.2212
ZNF680P1,1281,0.2212
WIPI1,7453,0.2211
USP53,7641,0.2211
ENSG00000255402,69,0.221
WFDC12,64,0.221
SMYD2,7522,0.221
ENSG00000254055,107,0.2209
RPL15,7631,0.2209
ENSG00000237845,225,0.2209
ENSG00000267838,5619,0.2209
MUC5B,5272,0.2208
ENSG00000224387,133,0.2208
ENSG00000273012,28,0.2208
LSP1P5,341,0.2207
ENSG00000289707,381,0.2207
RN7SL255P,26,0.2207
CKAP2,7509,0.2207
MAS1,836,0.2206
AQP7P3,424,0.2206
TNS3,7638,0.2205
NREP,7488,0.2205
ENSG00000257517,33,0.2204
ENSG00000285827,7595,0.2204
FGF12-AS3,478,0.2204
ENSG00000274834,303,0.2204
TOP2B,7631,0.2204
PHLDA2,7370,0.2203
FAU,7534,0.2203
ENSG00000273184,7607,0.2203
IFNA10,48,0.2203
ENSG00000254001,116,0.2201
ENSG00000279949,87,0.22
ENSG00000252139,23,0.2199
KLHDC7B,3303,0.2199
OR2L1P,164,0.2198
VEZT,7632,0.2198
RPL36,7631,0.2198
ENSG00000264488,110,0.2197
CNIH3,7464,0.2197
ENSG00000236252,231,0.2197
LINC02289,234,0.2197
ENSG00000237596,7421,0.2196
CKLF,7434,0.2196
ENSG00000249691,154,0.2195
ENSG00000278192,4238,0.2195
NAV3,7572,0.2195
ST13P13,283,0.2195
GAPDHP64,782,0.2195
ENSG00000226716,750,0.2194
LINC01998,125,0.2194
PKM,7641,0.2193
ENSG00000251284,276,0.2192
ENSG00000289405,7353,0.2191
TJP2,7632,0.2191
RNU4ATAC,6781,0.2191
PRKN,7615,0.2191
DNAH5,7480,0.219
PPIL1P1,92,0.2189
MYC,7505,0.2189
CDH13,7641,0.2189
APOL1,7519,0.2189
ARHGAP26,7639,0.2188
RPS5,7577,0.2187
EMP1,7624,0.2186
DPEP3,74,0.2186
RPL23,7640,0.2186
SPTAN1,7624,0.2185
PLCXD1,7378,0.2185
PGK1,7641,0.2185
ENSG00000270655,69,0.2184
ENSG00000260701,855,0.2184
SEZ6L-AS1,55,0.2184
ENSG00000290880,62,0.2183
STAT1,7641,0.2181
LINC01154,58,0.2181
CIR1P3,29,0.2181
BCAP31,7491,0.218
CD83,7434,0.218
CTDSP1,7362,0.2178
SH3BP2,7507,0.2178
GPAA1P1,235,0.2178
RNU1-14P,172,0.2177
OR2B6,949,0.2177
PRANCR,7486,0.2176
ENSG00000287300,601,0.2176
ENSG00000272583,298,0.2175
ENSG00000185296,81,0.2175
GPC5,7455,0.2174
H4C13,3637,0.2174
SPAG9,7641,0.2174
RND3,7578,0.2174
BNIP3P39,26,0.2174
ENSG00000203900,140,0.2173
ENSG00000226041,53,0.2173
CTNNB1,7641,0.2173
TRA2B,7626,0.2173
H1-4,7410,0.2172
ENSG00000248586,351,0.2172
ZCRB1,7512,0.2171
PLAUR,7621,0.2171
TMEM50B,7507,0.217
TPT1,7641,0.217
RHOXF1,7442,0.2169
ENSG00000290455,95,0.2169
GPRC5A,7641,0.2168
TERB2,472,0.2168
LINC02517,150,0.2168
ENSG00000273997,35,0.2168
NAALADL2,7622,0.2167
ENSG00000290384,87,0.2167
ITGA3,7628,0.2167
ENSG00000279065,264,0.2166
ANK2,7618,0.2166
ZMYND8,7640,0.2164
INSIG1,7589,0.2164
BCL6,7609,0.2164
TRBV26OR9-2,60,0.2164
ENSG00000261774,62,0.2164
ENTPD7,7543,0.2164
MED16,7357,0.2163
CFB,7404,0.2163
EGR4,4584,0.2163
STAT6,7572,0.2163
ENC1,7481,0.2163
CCN2,7360,0.2162
DBH,941,0.2162
Y_RNA-391,193,0.2162
OR52N1,64,0.2161
LINC01441,63,0.2161
LAMB2,7445,0.216
ELOVL6,7490,0.216
MCEE,7420,0.216
ENSG00000290599,664,0.216
ENSG00000267318,7355,0.2158
PHRF1,7558,0.2158
OR4A12P,104,0.2158
ENSG00000287439,661,0.2158
TMEM207,663,0.2158
ENSG00000289160,29,0.2157
ZNF235,7591,0.2157
B2M,7640,0.2157
TRERF1,7534,0.2157
ENSG00000236389,50,0.2155
ENSG00000248161,946,0.2155
NIPBL,7641,0.2153
ENSG00000243176,7328,0.2152
ALDH1A2-AS1,54,0.2151
SCYL2,7569,0.2151
LRP8,7506,0.215
NIHCOLE,7641,0.215
PRPSAP1,7522,0.2149
ENSG00000274515,219,0.2148
SERPINB8,7326,0.2148
PMAIP1,7581,0.2148
ENSG00000263574,863,0.2147
H3C3,4323,0.2147
LINC02425,171,0.2147
ELOCP18,791,0.2147
RPL24P9,27,0.2146
ENSG00000261793,66,0.2146
ENSG00000261368,98,0.2146
TFPI2,7607,0.2145
TFDP2,7627,0.2145
ENSG00000274702,42,0.2145
ENSG00000266885,569,0.2144
AFDN,7641,0.2144
RYR2,7416,0.2143
ETS1,7634,0.2143
ENSG00000288041,117,0.2143
PPY,321,0.2143
HJURP,7392,0.2142
TYMS,7425,0.2141
ENSG00000287602,277,0.2141
FAM90A28P,34,0.2141
CENPUP2,87,0.2141
ENSG00000278334,109,0.214
SYTL2,7486,0.214
SCD,7640,0.214
YBX3,7636,0.214
LUCAT1,7641,0.2139
MX2,7591,0.2139
ENSG00000231418,100,0.2139
LINC01874,221,0.2139
ENSG00000216906,162,0.2137
HNRNPA1P64,32,0.2137
ENSG00000278346,388,0.2137
SSRP1,7517,0.2136
KIF26A-DT,261,0.2136
NF1P5,149,0.2135
DCAF4L2,329,0.2134
RPL24,7583,0.2134
ENSG00000258601,653,0.2133
PLEKHA6,7488,0.2133
CCNI,7640,0.2133
MNDA,192,0.2132
NALF1,7641,0.2132
ENSG00000236665,92,0.2132
AWAT2,232,0.2132
ARPC1B,7548,0.2132
PSD3,7641,0.2132
HNRNPH1,7641,0.2132
HSPA5,7641,0.2131
GTF2F2P2,55,0.2131
DPH6,7488,0.2129
CTSL,7573,0.2128
NR4A1,7605,0.2127
ENSG00000253583,176,0.2127
LMNB1,7418,0.2127
UGCG,7640,0.2126
TFPI,7638,0.2126
SOX12,7395,0.2126
DDX23,7476,0.2126
ZNF444P1,36,0.2125
HSPA4,7617,0.2125
H2BC15,7409,0.2124
RPL36A,7635,0.2124
TRBV12-4,161,0.2124
Metazoa_SRP-44,21,0.2123
NUP58,7634,0.2122
MTND1P14,59,0.2122
ENSG00000286495,344,0.2122
LINC02655,135,0.2122
MSH5,7380,0.2122
PLOD1,7573,0.2122
MYL6,7602,0.2121
TMEM109,7356,0.212
PIGU,7572,0.212
HMGCR,7581,0.212
HMMR,7394,0.2119
GBP1,7229,0.2119
OGA,7640,0.2118
ENSG00000236304,77,0.2118
CEP250,7612,0.2118
VDAC2P2,63,0.2118
ENSG00000258836,110,0.2118
IL31,118,0.2117
ENSG00000228238,301,0.2117
ENSG00000284706,33,0.2117
CYP20A1,7519,0.2116
ARHGDIA,7592,0.2115
TRMT112P6,73,0.2115
OR6F1,185,0.2115
ELOVL7,7499,0.2114
WHAMM,7548,0.2114
ENSG00000285693,7333,0.2113
ENSG00000275186,47,0.2113
DZIP3,7477,0.2113
COPG2,7475,0.2112
CAST,7641,0.211
FAM107B,7634,0.211
AZGP1P1-1,304,0.2109
IL6R,7447,0.2109
ENSG00000290004,186,0.2108
RPSA,7415,0.2107
LINC01267,236,0.2107
ENSG00000285918,208,0.2106
AFF3,7517,0.2106
ENSG00000286879,279,0.2105
GAPDHP2,36,0.2105
ENSG00000258077,7636,0.2104
ENSG00000287150,2336,0.2104
KIDINS220,7635,0.2104
GFPT1,7641,0.2104
ENSG00000233754,41,0.2103
CYCS,7550,0.2103
RPL29,7399,0.2103
ENSG00000269981,181,0.2103
KIF18B,7404,0.2102
TLN1,7638,0.2102
ENSG00000286393,1267,0.2101
ZNF367,7370,0.2101
TFDP1,7468,0.2101
ENSG00000235158,539,0.2099
MT-ND2,7641,0.2099
GNPATP,104,0.2098
CHD3,7600,0.2097
SRSF10,7627,0.2097
ACIN1,7640,0.2096
C12orf71,72,0.2096
AP3M2,7416,0.2096
ENSG00000259084,848,0.2096
FAM90A26,210,0.2095
RPS27,7625,0.2095
CD68,7477,0.2095
NPHS1,6877,0.2094
PPP6R1,7535,0.2094
LHFPL3-AS2,5837,0.2094
ENSG00000267406,373,0.2094
SAR1AP3,98,0.2092
NUTF2P2,127,0.2092
SAMD12,7634,0.2092
GAS2L3,7460,0.2092
FGFRL1,7313,0.2092
HYCC1,7625,0.2091
TOP1,7641,0.2091
ENSG00000276693,122,0.2091
ENSG00000249772,137,0.2091
ENSG00000229533,101,0.2091
SPRR2A,813,0.209
MINDY2,7640,0.209
SNTB1,7632,0.209
MACROD2,7634,0.2089
TNFSF18,2732,0.2089
CMPK2,7370,0.2088
EIF4A1P8,54,0.2087
GALNS,7418,0.2086
TSGA10,7415,0.2086
AMY1B,78,0.2085
CMC2,7425,0.2085
DEFA5,21,0.2085
ICAM1,7522,0.2084
NRG1,7595,0.2084
ENSG00000285155,7093,0.2082
RHOC,7477,0.2081
AAMP,7493,0.2081
IRF9,7560,0.2081
RCOR3,7630,0.208
TBCD,7614,0.208
HLA-H,6875,0.2079
JPT2,7603,0.2079
PLEKHA4,7510,0.2078
CXCL1,7302,0.2078
SNORD3B-1,3459,0.2078
CAMK1D,7594,0.2077
HNRNPABP1,112,0.2077
EZR,7641,0.2077
ENSG00000236341,360,0.2077
TMEM144,7463,0.2076
BACE2,7641,0.2076
TNPO1P2,52,0.2076
PGRMC2,7554,0.2076
RN7SL568P,71,0.2076
OR2V2,436,0.2075
CAVIN1,7623,0.2074
HSP90B1,7641,0.2074
RNF6P1,92,0.2074
ENSG00000251529,105,0.2073
GPT2,7463,0.2072
BRS3,204,0.2071
ZBED6,7235,0.207
DHX9,7587,0.207
NR4A2,7619,0.207
THAP12P4,44,0.207
PFN2,7394,0.2068
BIRC2,7568,0.2067
SPRR3,846,0.2066
ENSG00000253105,392,0.2066
USP8P2,99,0.2065
THOC6,7282,0.2065
TSPYL2,7458,0.2064
JUNB,7541,0.2063
FERMT1,7456,0.2063
ENSG00000289571,643,0.2062
PDIA3,7641,0.2061
RNA5SP265,21,0.2061
FCF1P3,159,0.2061
CDC42BPB,7632,0.2061
ENSG00000235246,671,0.206
EIF3A,7641,0.206
RPL23AP91,56,0.206
NCKAP5,7574,0.2059
TMEM44,7526,0.2059
SMAD6,7370,0.2059
ENSG00000234793,216,0.2058
UBE2B,7606,0.2058
PRXL2AP2,198,0.2056
ENSG00000280441,7547,0.2056
SP100,7641,0.2056
HELLS,7617,0.2056
MMADHC-DT,7419,0.2055
MTUS2-AS2,65,0.2055
RALBP1,7558,0.2054
SET,7638,0.2054
MMP24OS,7545,0.2054
IFNL3P1,43,0.2053
ENSG00000250850,97,0.2053
ENSG00000259390,1269,0.2053
ENSG00000290906,1155,0.2052
SFPQ,7637,0.2052
PRKG1,7620,0.2052
GPSM1,7392,0.205
PDLIM1P3,267,0.205
HOMER1,7604,0.2049
RALGDS,7530,0.2049
EIF5,7602,0.2049
FTL,7640,0.2048
FBXL20,7636,0.2048
LINC02841,164,0.2048
ENSG00000288775,446,0.2046
LTBP4,7405,0.2046
LINC02379,50,0.2045
BMPR1B,7383,0.2045
TPT1P2,404,0.2044
ENSG00000276393,75,0.2043
MVB12B,7356,0.2043
RPL6,7579,0.2043
XBP1,7587,0.2042
H4C3,7364,0.2042
TERF2IP,7545,0.2042
PRSS23,7565,0.2042
ENSG00000287661,44,0.2041
PLXNB2,7520,0.2041
DTNA,7640,0.2041
LTBP3,7420,0.204
PARP9,7597,0.204
GOLM1,7548,0.204
ENSG00000269826,996,0.204
ENSG00000287706,1416,0.204
LINC01411,7560,0.204
CLMP,7537,0.2039
DNAAF9,7627,0.2039
IQGAP3,7422,0.2038
ANP32E,7581,0.2038
LINC02662,169,0.2037
DEFB116,621,0.2037
RN7SL591P,421,0.2037
LINC-PINT,7641,0.2037
SNHG22,7358,0.2036
DAAM1,7628,0.2036
ATF1P1,117,0.2036
ENSG00000261564,34,0.2035
ENSG00000286748,1168,0.2035
ODC1,7495,0.2035
AK4,7561,0.2035
RNA5SP473,59,0.2034
LDHAP4,6464,0.2034
DDX24,7621,0.2034
H2BC21,7315,0.2034
SOWAHCP2,733,0.2033
ARHGAP22,7559,0.2033
FAM117B,7569,0.2033
ARL5B,7620,0.2033
ABCA1,7626,0.2033
COX6C,7520,0.2033
SERGEF,7591,0.2033
SGIP1,7596,0.2032
SMYD3,7641,0.2032
LENG8,7539,0.2032
SPINK14,426,0.2031
RPS4X,7632,0.2031
ENSG00000225949,47,0.2031
RASA3,7619,0.2031
HLA-C,7587,0.2031
XPO1,7623,0.203
ENSG00000258757,7360,0.203
UBE2L6,7410,0.203
RPL23AP20,343,0.203
LINC02524,226,0.203
ESPL1,7361,0.203
PTTG1IP,7641,0.2029
ENSG00000245719,371,0.2029
SNORA10B,49,0.2029
CEMIP2,7637,0.2028
KCNMB2-AS1,7482,0.2027
FSTL3,7307,0.2027
PLEKHA2,7602,0.2027
SOX4,7622,0.2026
MAPRE1P1,216,0.2026
CCDC186,7598,0.2025
OSMR-DT,7603,0.2025
TRIM22,7240,0.2025
ENSG00000228874,151,0.2025
ASNSP3,81,0.2023
HNRNPH3,7624,0.2023
NBR1,7591,0.2022
RPSAP52,7381,0.2021
EEF1A1P12,6532,0.2021
ENSG00000254007,70,0.2021
ENSG00000274996,263,0.202
ENSG00000291149,7414,0.202
WSB1,7641,0.202
TGFBI,7639,0.2019
NUCKS1,7641,0.2018
RNASE10,307,0.2018
FOXS1,427,0.2018
CLEC10A,291,0.2018
CIB1,7509,0.2018
ENSG00000285977,143,0.2017
RNF40,7452,0.2017
URI1,7600,0.2017
CAMLG,7518,0.2017
MTMR11,7392,0.2017
ENSG00000235464,62,0.2016
SF3B2,7633,0.2015
TLE1,7580,0.2015
LSAMP,7628,0.2015
RHBDF2,7482,0.2015
C9orf78,7538,0.2014
ENSG00000268355,34,0.2013
ERN1,7589,0.2012
FOXK2,7613,0.2012
FKBP9,7481,0.2012
KIF26B,7501,0.2012
OR5B21,675,0.2011
ARID3B,7520,0.2011
SPOPL,7610,0.2011
TMEM65,7620,0.2011
BRCA2,7438,0.201
PGM5-AS1,29,0.201
SSX2,137,0.201
IGHV3-36,44,0.201
DNAI4,7366,0.201
UCN2,4057,0.201
VIM,7641,0.2009
LINC01574,42,0.2009
CIC,7452,0.2009
SLC27A1,7424,0.2009
NCOR2,7640,0.2009
CATSPERG,7374,0.2009
SLIT3-AS2,1225,0.2008
SERPINE1,7635,0.2008
ENSG00000276012,3268,0.2008
CALR,7637,0.2008
ANKUB1,7502,0.2007
SFXN1,7628,0.2007
RAPGEF4,7543,0.2006
NAPA,7547,0.2005
ENSG00000279939,120,0.2004
EN2-DT,2051,0.2004
ENSG00000273554,329,0.2003
ENSG00000286815,191,0.2003
ENSG00000259819,330,0.2003
CDHR3,7554,0.2003
ENSG00000290562,586,0.2002
LINC02148,133,0.2002
LINC02605,6738,0.2002
MAFK,7547,0.2002
CDON,7464,0.2001
VARS1,7370,0.2
KRT8P17,170,0.2
YWHAEP4,112,0.2
ENSG00000258661,173,0.2
ENSG00000253725,38,0.2
ENSG00000287441,237,0.2
ENSG00000251377,1337,0.2
MTCO3P12,6671,0.2
AHR,7634,0.2
PLP2,7512,0.1999
ATP6V1A,7581,0.1999
ENSG00000260021,181,0.1997
PLCB1,7640,0.1996
CCNF,7374,0.1996
OR10AB1P,73,0.1996
LINC00443,952,0.1996
SLC2A13,7637,0.1996
ARHGAP11A,7404,0.1995
ZNF107,7390,0.1994
ENSG00000232598,40,0.1994
ENSG00000280284,45,0.1994
ENSG00000271222,447,0.1993
OTOL1,296,0.1993
EPHA2,7602,0.1993
GPI,7641,0.1992
ERO1B,7512,0.1992
ENSG00000240535,234,0.1991
OR10J4,37,0.1991
IDS,7563,0.199
NXF5,528,0.199
PKN2-AS1,7338,0.199
ENSG00000291169,162,0.199
ENSG00000199470,20,0.199
ENSG00000261959,287,0.199
MIR924HG,7549,0.199
YJEFN3,7363,0.199
BLZF1,7641,0.199
ZNF710,7533,0.1989
FAM219A,7617,0.1988
MAP7D1,7544,0.1988
LILRB5,320,0.1988
SLC32A1,26,0.1988
ENSG00000236889,138,0.1988
PADI3,5127,0.1988
BCAS2P1,199,0.1987
FOSB,7515,0.1987
CCDC88A,7636,0.1987
COMP,2144,0.1987
LHX2-AS1,235,0.1987
COL6A1,7616,0.1986
ENSG00000250978,963,0.1986
DCTN1,7500,0.1986
CD44,7641,0.1986
ENSG00000284702,1419,0.1986
KLF13,7553,0.1986
LYPD4,46,0.1985
ABCA5,7588,0.1985
CLSPN,7390,0.1985
