patient,drug,dose,n_first,n_second,n_both,jaccard
ACH-000139,Sulfisoxazole,0.5,1041,868,163,0.0934
ACH-000139,Sulfisoxazole,5.0,280,1789,151,0.0787
ACH-000139,Temsirolimus,5.0,473,2133,312,0.136
ACH-000139,Terfenadine,0.5,1529,900,254,0.1168
ACH-000139,Terfenadine,5.0,469,1843,230,0.1105
ACH-000139,Thymol,5.0,400,725,131,0.1318
ACH-000139,Tofacitinib,5.0,371,1751,245,0.1305
ACH-000139,Tofacitinib (citrate),5.0,593,1678,298,0.151
ACH-000139,Tolcapone,5.0,250,2155,169,0.0756
ACH-000139,Topotecan (hydrochloride),0.05,616,192,59,0.0788
ACH-000139,Topotecan (hydrochloride),0.5,496,3336,285,0.0803
ACH-000139,Topotecan (hydrochloride),5.0,576,3287,264,0.0734
ACH-000139,Trametinib,0.05,1391,2203,527,0.1718
ACH-000139,Trametinib,0.5,1344,3707,695,0.1596
ACH-000139,Trametinib,5.0,2319,1864,714,0.2058
ACH-000139,Triamcinolone,5.0,935,2990,676,0.2081
ACH-000139,Triclosan,5.0,265,1445,156,0.1004
ACH-000139,Trifluridine,5.0,111,1442,67,0.0451
ACH-000139,Trimetrexate,5.0,239,2134,149,0.067
ACH-000139,Tucidinostat,5.0,1115,6469,936,0.1408
ACH-000139,Vilanterol,5.0,587,2186,406,0.1715
ACH-000139,Vinblastine (sulfate),5.0,773,3750,581,0.1474
ACH-000139,olaparib,0.05,133,940,8,0.0075
ACH-000148,(R)-Verapamil (hydrochloride),5.0,173,1828,98,0.0515
ACH-000148,18β-Glycyrrhetinic acid,5.0,369,1215,174,0.1234
ACH-000148,8-Hydroxyquinoline,5.0,606,1634,271,0.1376
ACH-000148,Abemaciclib,0.05,6835,648,48,0.0065
ACH-000148,Acetohexamide,5.0,527,1393,188,0.1085
ACH-000148,Adagrasib,0.05,2301,2802,1084,0.2697
ACH-000148,Adenine,5.0,591,1507,214,0.1136
ACH-000148,Adenosine,5.0,519,1816,246,0.1178
ACH-000148,Afatinib,0.05,1165,545,178,0.1162
ACH-000148,Afatinib,0.5,764,1817,309,0.136
ACH-000148,Afatinib,5.0,798,2915,371,0.111
ACH-000148,Aliskiren,5.0,254,1031,129,0.1116
ACH-000148,Allantoin,5.0,1170,1776,408,0.1608
ACH-000148,Almonertinib (hydrochloride),5.0,593,1126,216,0.1437
ACH-000148,Almonertinib (mesylate),0.05,548,450,78,0.0848
ACH-000148,Almonertinib (mesylate),0.5,951,2839,555,0.1716
ACH-000148,Almonertinib (mesylate),5.0,523,1520,166,0.0884
ACH-000148,Amsacrine,5.0,938,2194,454,0.1695
ACH-000148,Anethole trithione,5.0,570,2024,283,0.1225
ACH-000148,Artesunate,5.0,946,2319,592,0.2215
ACH-000148,Azithromycin (hydrate),5.0,583,1327,237,0.1417
ACH-000148,Baicalin,5.0,355,1923,201,0.0968
ACH-000148,Balsalazide (sodium hydrate),5.0,274,1393,131,0.0853
ACH-000148,Belumosudil,0.05,860,242,101,0.1009
ACH-000148,Belumosudil,0.5,1160,1456,349,0.1539
ACH-000148,Belumosudil,5.0,759,2462,291,0.0993
ACH-000148,Berbamine,0.5,996,929,226,0.133
ACH-000148,Berbamine,5.0,271,1966,169,0.0817
ACH-000148,Berbamine (dihydrochloride),0.05,832,284,115,0.1149
ACH-000148,Berbamine (dihydrochloride),0.5,519,586,93,0.0919
ACH-000148,Berbamine (dihydrochloride),5.0,660,1568,181,0.0884
ACH-000148,Berberine (chloride hydrate),5.0,300,1851,135,0.067
ACH-000148,Bergenin,5.0,305,858,137,0.1335
ACH-000148,Bimatoprost,5.0,594,1620,199,0.0988
ACH-000148,Binimetinib,0.05,1344,1869,564,0.2129
ACH-000148,Binimetinib,0.5,1810,4237,895,0.1737
ACH-000148,Binimetinib,5.0,3628,1062,611,0.1498
ACH-000148,Busulfan,5.0,603,1103,207,0.1381
ACH-000148,Captopril,0.05,797,634,116,0.0882
ACH-000148,Cepharanthine,5.0,687,1289,279,0.1644
ACH-000148,Chlorhexidine (diacetate),0.5,830,1041,193,0.115
ACH-000148,Chlorhexidine (diacetate),5.0,546,2876,383,0.126
ACH-000148,Ciclopirox,5.0,446,1650,239,0.1287
ACH-000148,Clonidine (hydrochloride),5.0,322,2414,185,0.0725
ACH-000148,Clotrimazole,5.0,361,1614,164,0.0906
ACH-000148,Cloxacillin (sodium),5.0,160,889,89,0.0927
ACH-000148,Cysteamine (hydrochloride),5.0,298,1164,107,0.079
ACH-000148,Cytarabine,0.05,955,320,105,0.0897
ACH-000148,Cytarabine,0.5,739,1190,232,0.1367
ACH-000148,Cytarabine,5.0,596,1727,233,0.1115
ACH-000148,Daidzin,0.05,742,376,105,0.1037
ACH-000148,Daidzin,0.5,831,642,130,0.0968
ACH-000148,Daidzin,5.0,593,1548,178,0.0907
ACH-000148,Darinaparsin,5.0,673,2575,375,0.1305
ACH-000148,Demeclocycline,5.0,400,1105,105,0.075
ACH-000148,Diammonium Glycyrrhizinate,5.0,336,2332,225,0.0921
ACH-000148,Docetaxel,5.0,1227,2258,518,0.1746
ACH-000148,Elagolix sodium,5.0,875,1903,280,0.1121
ACH-000148,Flumatinib (mesylate),0.05,628,493,116,0.1154
ACH-000148,Flumatinib (mesylate),0.5,1253,3082,684,0.1873
ACH-000148,Flumatinib (mesylate),5.0,431,1098,140,0.1008
ACH-000148,Fluvoxamine (maleate),5.0,387,2524,280,0.1064
ACH-000148,Folic acid,5.0,256,1515,106,0.0637
ACH-000148,Fumaric acid,0.05,643,606,101,0.088
ACH-000148,Fumaric acid,0.5,768,2213,364,0.1391
ACH-000148,Fumaric acid,5.0,743,2233,275,0.1018
ACH-000148,Furosemide,5.0,384,872,122,0.1076
ACH-000148,Fusidic acid,5.0,198,1178,110,0.0869
ACH-000148,Gallic acid,5.0,340,1538,171,0.1002
ACH-000148,Gallic acid (hydrate),5.0,401,1831,185,0.0904
ACH-000148,Gemfibrozil,5.0,574,2000,301,0.1324
ACH-000148,Goserelin (acetate),5.0,467,1691,230,0.1193
ACH-000148,Hexylresorcinol,5.0,525,1698,316,0.1657
ACH-000148,Homoharringtonine,5.0,8502,9889,6692,0.572
ACH-000148,Hydroxyfasudil,0.05,535,1088,68,0.0437
ACH-000148,Idarubicin (hydrochloride),5.0,8153,11604,6639,0.5061
ACH-000148,Irinotecan (hydrochloride),0.05,1528,342,137,0.0791
ACH-000148,Irinotecan (hydrochloride),0.5,2530,2037,693,0.1789
ACH-000148,Irinotecan (hydrochloride),5.0,2189,1227,443,0.149
ACH-000148,Isocorydine,5.0,603,1246,216,0.1323
ACH-000148,L-Thyroxine (sodium salt pentahydrate),5.0,232,1938,49,0.0231
ACH-000148,Larotrectinib,5.0,360,1450,165,0.1003
ACH-000148,Lenalidomide (hemihydrate),5.0,350,1602,219,0.1264
ACH-000148,Lidocaine (hydrochloride),5.0,1195,2401,465,0.1485
ACH-000148,Lipoic acid,5.0,217,892,113,0.1135
ACH-000148,Lumateperone (tosylate),5.0,232,1206,98,0.0731
ACH-000148,Malotilate,0.05,3723,379,217,0.0559
ACH-000148,Medroxyprogesterone acetate,5.0,875,2302,383,0.1371
ACH-000148,Megestrol,5.0,659,1568,264,0.1345
ACH-000148,Methylprednisolone succinate,0.05,6679,422,39,0.0055
ACH-000148,Mitoxantrone (dihydrochloride),5.0,725,6907,505,0.0709
ACH-000148,Naproxen,0.05,325,374,55,0.0854
ACH-000148,Naproxen,0.5,631,1631,214,0.1045
ACH-000148,Naproxen,5.0,216,381,54,0.0994
ACH-000148,Neratinib (maleate),5.0,453,2743,274,0.0938
ACH-000148,Norepinephrine (hydrochloride),5.0,552,1774,195,0.0915
ACH-000148,Olanzapine,5.0,560,1672,218,0.1082
ACH-000148,PF-06260933,0.05,7617,491,38,0.0047
ACH-000148,Palmatine (chloride),5.0,426,1660,190,0.1002
ACH-000148,Pasireotide (acetate),5.0,842,1406,311,0.1606
ACH-000148,Pentagastrin,5.0,348,1765,163,0.0836
ACH-000148,Pentamidine (isethionate),0.5,344,1428,116,0.07
ACH-000148,Pentamidine (isethionate),5.0,994,2272,399,0.1392
ACH-000148,Pralsetinib,0.05,1079,615,150,0.0972
ACH-000148,Pravastatin (sodium),0.05,569,256,57,0.0742
ACH-000148,Pravastatin (sodium),0.5,1185,801,229,0.1303
ACH-000148,Pravastatin (sodium),5.0,981,1439,302,0.1426
ACH-000148,Pyridoxine,5.0,449,1681,156,0.079
ACH-000148,Pyridoxine (hydrochloride),5.0,747,1714,276,0.1263
ACH-000148,Quinestrol,5.0,311,1697,211,0.1174
ACH-000148,Radotinib,5.0,1169,1666,488,0.2079
ACH-000148,Ralimetinib dimesylate,0.05,5402,750,47,0.0077
ACH-000148,Raltitrexed,5.0,334,1807,213,0.1105
ACH-000148,Rapamycin,5.0,760,2910,345,0.1038
ACH-000148,Regorafenib,0.05,705,619,142,0.1201
ACH-000148,Regorafenib,0.5,310,2934,155,0.0502
ACH-000148,Regorafenib,5.0,492,740,125,0.1129
ACH-000148,Relugolix,5.0,210,1156,100,0.079
ACH-000148,Resveratrol,5.0,662,2397,294,0.1063
ACH-000148,Retinoic acid,5.0,502,1977,314,0.145
ACH-000148,Riluzole hydrochloride,5.0,775,2753,458,0.1492
ACH-000148,Rimonabant,5.0,335,1054,151,0.122
ACH-000148,Ritonavir,5.0,478,1842,241,0.1159
ACH-000148,Ropivacaine (hydrochloride monohydrate),5.0,645,1817,416,0.2033
ACH-000148,S-Adenosyl-L-methionine (disulfate tosylate),5.0,482,3010,352,0.1121
ACH-000148,Salicylic acid,5.0,369,1491,139,0.0808
ACH-000148,Saquinavir,5.0,368,2024,153,0.0683
ACH-000148,Selinexor ,5.0,1894,5128,1158,0.1975
ACH-000148,Sinomenine,5.0,356,955,165,0.144
ACH-000148,Sodium Salicylate,5.0,929,2115,340,0.1257
ACH-000148,Sonidegib,0.05,288,1379,42,0.0258
ACH-000148,Sulfisoxazole,0.5,677,1307,165,0.0907
ACH-000148,Sulfisoxazole,5.0,220,1793,105,0.055
ACH-000148,Temsirolimus,5.0,523,2480,369,0.1401
ACH-000148,Terfenadine,0.5,538,1460,160,0.0871
ACH-000148,Terfenadine,5.0,707,2419,393,0.1438
ACH-000148,Thymol,5.0,684,764,170,0.133
ACH-000148,Tofacitinib,5.0,535,1912,278,0.1282
ACH-000148,Tofacitinib (citrate),5.0,599,1608,272,0.1406
ACH-000148,Tolcapone,5.0,285,3050,185,0.0587
ACH-000148,Topotecan (hydrochloride),0.05,895,358,111,0.0972
ACH-000148,Topotecan (hydrochloride),0.5,827,3203,432,0.1201
ACH-000148,Topotecan (hydrochloride),5.0,573,3532,261,0.0679
ACH-000148,Trametinib,0.05,1198,2568,542,0.1681
ACH-000148,Trametinib,0.5,2154,4526,1184,0.2154
ACH-000148,Trametinib,5.0,4730,2718,1382,0.2278
ACH-000148,Triamcinolone,5.0,1045,3058,675,0.1969
ACH-000148,Triclosan,5.0,502,1327,192,0.1173
ACH-000148,Trifluridine,5.0,252,1524,108,0.0647
ACH-000148,Trimetrexate,5.0,266,2521,151,0.0573
ACH-000148,Tucidinostat,5.0,1929,7357,1523,0.1962
ACH-000148,Vilanterol,5.0,530,2108,343,0.1495
ACH-000148,Vinblastine (sulfate),5.0,591,2498,327,0.1184
ACH-000148,c-Kit-IN-1,0.05,372,3894,146,0.0354
ACH-000164,(R)-Verapamil (hydrochloride),5.0,735,2427,392,0.1415
ACH-000164,18β-Glycyrrhetinic acid,5.0,1345,2400,580,0.1833
ACH-000164,8-Hydroxyquinoline,5.0,1081,3820,617,0.144
ACH-000164,Acetohexamide,5.0,946,2447,351,0.1154
ACH-000164,Adagrasib,0.05,7129,6212,3830,0.4027
ACH-000164,Adenine,5.0,1282,3378,633,0.1572
ACH-000164,Adenosine,5.0,1516,3191,772,0.1962
ACH-000164,Afatinib,0.05,3005,1553,606,0.1533
ACH-000164,Afatinib,0.5,3225,4495,1366,0.215
ACH-000164,Afatinib,5.0,2545,5866,1378,0.1959
ACH-000164,Aliskiren,5.0,1101,3194,546,0.1456
ACH-000164,Allantoin,5.0,2362,4250,1380,0.2638
ACH-000164,Almonertinib (hydrochloride),5.0,1484,2789,615,0.1681
ACH-000164,Almonertinib (mesylate),0.05,1139,1703,307,0.1211
ACH-000164,Almonertinib (mesylate),0.5,2033,4080,878,0.1677
ACH-000164,Almonertinib (mesylate),5.0,1673,3532,698,0.1549
ACH-000164,Amsacrine,5.0,2061,5397,1438,0.2389
ACH-000164,Anethole trithione,5.0,1751,4302,1109,0.2243
ACH-000164,Artesunate,5.0,2021,4293,1414,0.2886
ACH-000164,Azithromycin (hydrate),5.0,1847,2636,785,0.2123
ACH-000164,Baicalin,5.0,1491,3700,878,0.2036
ACH-000164,Balsalazide (sodium hydrate),5.0,1019,3449,548,0.1398
ACH-000164,Belumosudil,0.05,1575,1204,388,0.1623
ACH-000164,Belumosudil,0.5,1850,3521,778,0.1694
ACH-000164,Belumosudil,5.0,2246,4053,899,0.1665
ACH-000164,Berbamine,0.5,3744,1955,906,0.189
ACH-000164,Berbamine,5.0,862,3695,419,0.1013
ACH-000164,Berbamine (dihydrochloride),0.05,1920,1177,409,0.1522
ACH-000164,Berbamine (dihydrochloride),0.5,2193,2587,667,0.1622
ACH-000164,Berbamine (dihydrochloride),5.0,2585,3369,871,0.1714
ACH-000164,Berberine (chloride hydrate),5.0,1280,4289,763,0.1588
ACH-000164,Bergenin,5.0,1223,2524,486,0.149
ACH-000164,Bimatoprost,5.0,1187,3114,571,0.1531
ACH-000164,Binimetinib,0.05,3350,4762,1921,0.3103
ACH-000164,Binimetinib,0.5,4391,7284,2589,0.2849
ACH-000164,Binimetinib,5.0,5393,1778,1201,0.2012
ACH-000164,Busulfan,5.0,1651,3467,876,0.2065
ACH-000164,Captopril,0.05,2586,1955,523,0.1302
ACH-000164,Cepharanthine,5.0,1651,2422,692,0.2047
ACH-000164,Chlorhexidine (diacetate),0.5,3600,3068,1119,0.2017
ACH-000164,Chlorhexidine (diacetate),5.0,3138,6490,2164,0.2899
ACH-000164,Ciclopirox,5.0,1030,3397,542,0.1395
ACH-000164,Clonidine (hydrochloride),5.0,1246,5144,863,0.1561
ACH-000164,Clotrimazole,5.0,1299,3306,613,0.1536
ACH-000164,Cloxacillin (sodium),5.0,915,2334,450,0.1608
ACH-000164,Cysteamine (hydrochloride),5.0,663,3065,371,0.1105
ACH-000164,Cytarabine,0.05,2412,1362,437,0.131
ACH-000164,Cytarabine,0.5,1854,2117,437,0.1237
ACH-000164,Cytarabine,5.0,1337,3576,597,0.1383
ACH-000164,Daidzin,0.05,2204,1321,432,0.1397
ACH-000164,Daidzin,0.5,2094,2385,549,0.1397
ACH-000164,Daidzin,5.0,1714,3559,659,0.1428
ACH-000164,Darinaparsin,5.0,2061,4573,1340,0.2531
ACH-000164,Demeclocycline,5.0,1105,2098,392,0.1395
ACH-000164,Diammonium Glycyrrhizinate,5.0,1202,3966,683,0.1523
ACH-000164,Docetaxel,5.0,1768,4079,1016,0.2103
ACH-000164,Elagolix sodium,5.0,1645,3671,803,0.1779
ACH-000164,Flumatinib (mesylate),0.05,1592,1840,420,0.1394
ACH-000164,Flumatinib (mesylate),0.5,2237,4382,1022,0.1826
ACH-000164,Flumatinib (mesylate),5.0,1530,2929,544,0.139
ACH-000164,Fluvoxamine (maleate),5.0,938,3770,529,0.1266
ACH-000164,Folic acid,5.0,571,3608,316,0.0818
ACH-000164,Fumaric acid,0.05,2070,1931,524,0.1507
ACH-000164,Fumaric acid,0.5,2252,4073,963,0.1796
ACH-000164,Fumaric acid,5.0,2355,4660,1103,0.1866
ACH-000164,Furosemide,5.0,891,2093,339,0.1282
ACH-000164,Fusidic acid,5.0,1045,2995,620,0.1813
ACH-000164,Gallic acid,5.0,1026,3357,573,0.1504
ACH-000164,Gallic acid (hydrate),5.0,1802,2958,775,0.1945
ACH-000164,Gemfibrozil,5.0,1957,3201,874,0.204
ACH-000164,Goserelin (acetate),5.0,1238,3460,663,0.1643
ACH-000164,Hexylresorcinol,5.0,1476,3257,790,0.2004
ACH-000164,Homoharringtonine,5.0,11391,14009,9916,0.6404
ACH-000164,Hydroxyfasudil,0.05,5613,3399,239,0.0272
ACH-000164,Idarubicin (hydrochloride),5.0,11710,16512,10226,0.5682
ACH-000164,Irinotecan (hydrochloride),0.05,3617,1414,601,0.1357
ACH-000164,Irinotecan (hydrochloride),0.5,3877,3448,1264,0.2085
ACH-000164,Irinotecan (hydrochloride),5.0,4024,3191,1314,0.2227
ACH-000164,Isocorydine,5.0,1053,3054,507,0.1408
ACH-000164,L-Thyroxine (sodium salt pentahydrate),5.0,8130,3738,239,0.0206
ACH-000164,Larotrectinib,5.0,1277,2919,576,0.1591
ACH-000164,Lenalidomide (hemihydrate),5.0,990,3347,597,0.1596
ACH-000164,Lidocaine (hydrochloride),5.0,2511,4286,1400,0.2594
ACH-000164,Lipoic acid,5.0,996,2178,491,0.183
ACH-000164,Lumateperone (tosylate),5.0,889,2672,473,0.1532
ACH-000164,Malotilate,0.05,5736,1622,814,0.1244
ACH-000164,Medroxyprogesterone acetate,5.0,1634,3046,765,0.1954
ACH-000164,Megestrol,5.0,1510,2466,542,0.1578
ACH-000164,Mitoxantrone (dihydrochloride),5.0,1513,9894,1108,0.1076
ACH-000164,Naproxen,0.05,1083,1298,252,0.1184
ACH-000164,Naproxen,0.5,1388,2934,495,0.1293
ACH-000164,Naproxen,5.0,1240,983,255,0.1296
ACH-000164,Neratinib (maleate),5.0,1334,4519,792,0.1565
ACH-000164,Norepinephrine (hydrochloride),5.0,1345,3172,603,0.1541
ACH-000164,Olanzapine,5.0,1148,3786,724,0.172
ACH-000164,PF-06260933,0.05,12033,1723,58,0.0042
ACH-000164,Palmatine (chloride),5.0,959,3031,482,0.1374
ACH-000164,Pasireotide (acetate),5.0,1561,3823,731,0.1571
ACH-000164,Pentagastrin,5.0,984,3997,558,0.1262
ACH-000164,Pentamidine (isethionate),0.5,1648,3034,506,0.1212
ACH-000164,Pentamidine (isethionate),5.0,1924,3892,1085,0.2293
ACH-000164,Pralsetinib,0.05,2967,1651,581,0.1439
ACH-000164,Pravastatin (sodium),0.05,1747,1229,329,0.1243
ACH-000164,Pravastatin (sodium),0.5,2103,1995,526,0.1473
ACH-000164,Pravastatin (sodium),5.0,2627,3711,1082,0.2059
ACH-000164,Pyridoxine,5.0,1493,2839,641,0.1737
ACH-000164,Pyridoxine (hydrochloride),5.0,976,3329,486,0.1273
ACH-000164,Quinestrol,5.0,1165,3326,683,0.1794
ACH-000164,Radotinib,5.0,3265,3824,1625,0.2974
ACH-000164,Raltitrexed,5.0,988,4480,644,0.1335
ACH-000164,Rapamycin,5.0,1692,4310,919,0.1808
ACH-000164,Regorafenib,0.05,1860,2033,499,0.147
ACH-000164,Regorafenib,0.5,1616,4202,630,0.1214
ACH-000164,Regorafenib,5.0,1614,1631,386,0.135
ACH-000164,Relugolix,5.0,726,3214,358,0.0999
ACH-000164,Resveratrol,5.0,1775,3545,783,0.1726
ACH-000164,Retinoic acid,5.0,1326,3548,673,0.1602
ACH-000164,Riluzole hydrochloride,5.0,1869,5231,1198,0.203
ACH-000164,Rimonabant,5.0,1228,3287,712,0.1872
ACH-000164,Ritonavir,5.0,1427,3789,879,0.2027
ACH-000164,Ropivacaine (hydrochloride monohydrate),5.0,1400,3979,1026,0.2357
ACH-000164,S-Adenosyl-L-methionine (disulfate tosylate),5.0,1711,4734,1163,0.2202
ACH-000164,Salicylic acid,5.0,1297,2787,560,0.1589
ACH-000164,Saquinavir,5.0,1173,3117,527,0.14
ACH-000164,Selinexor ,5.0,2359,7050,1615,0.2072
ACH-000164,Sinomenine,5.0,1091,2217,507,0.181
ACH-000164,Sodium Salicylate,5.0,2432,3539,1033,0.2092
ACH-000164,Sonidegib,0.05,3367,2501,140,0.0244
ACH-000164,Sulfisoxazole,0.5,2501,2729,659,0.1442
ACH-000164,Sulfisoxazole,5.0,1141,3558,568,0.1375
ACH-000164,Temsirolimus,5.0,1556,4063,968,0.2081
ACH-000164,Terfenadine,0.5,2681,2993,816,0.168
ACH-000164,Terfenadine,5.0,1056,3824,563,0.1304
ACH-000164,Thymol,5.0,1708,1749,547,0.188
ACH-000164,Tofacitinib,5.0,1553,3139,693,0.1733
ACH-000164,Tofacitinib (citrate),5.0,1264,3000,677,0.1887
ACH-000164,Tolcapone,5.0,868,4323,562,0.1214
ACH-000164,Topotecan (hydrochloride),0.05,2520,1026,375,0.1183
ACH-000164,Topotecan (hydrochloride),0.5,1704,6179,1032,0.1506
ACH-000164,Topotecan (hydrochloride),5.0,2277,5598,1164,0.1734
ACH-000164,Trametinib,0.05,3016,4635,1565,0.2571
ACH-000164,Trametinib,0.5,3710,7604,2317,0.2575
ACH-000164,Trametinib,5.0,5786,5357,2486,0.2872
ACH-000164,Triamcinolone,5.0,2249,4065,1262,0.2498
ACH-000164,Triclosan,5.0,1309,2811,638,0.1832
ACH-000164,Trifluridine,5.0,898,4208,473,0.1021
ACH-000164,Trimetrexate,5.0,1189,3838,634,0.1443
ACH-000164,Tucidinostat,5.0,3621,9567,2903,0.2823
ACH-000164,Vilanterol,5.0,1282,3183,717,0.1913
ACH-000164,Vinblastine (sulfate),5.0,1539,4952,974,0.1765
ACH-000164,olaparib,0.05,11851,2381,110,0.0078
ACH-000178,(R)-Verapamil (hydrochloride),5.0,80,822,43,0.0501
ACH-000178,18β-Glycyrrhetinic acid,5.0,135,982,65,0.0618
ACH-000178,8-Hydroxyquinoline,5.0,163,874,90,0.095
ACH-000178,Abemaciclib,0.05,4535,2204,63,0.0094
ACH-000178,Acetohexamide,5.0,118,980,54,0.0517
ACH-000178,Adagrasib,0.05,2871,2630,1267,0.2992
ACH-000178,Adenine,5.0,148,652,62,0.084
ACH-000178,Adenosine,5.0,137,1065,73,0.0647
ACH-000178,Afatinib,0.05,1078,680,197,0.1262
ACH-000178,Afatinib,0.5,1620,1078,359,0.1535
ACH-000178,Afatinib,5.0,1289,1754,451,0.174
ACH-000178,Aliskiren,5.0,204,843,109,0.1162
ACH-000178,Allantoin,5.0,390,971,143,0.1174
ACH-000178,Almonertinib (hydrochloride),5.0,234,986,119,0.1081
ACH-000178,Almonertinib (mesylate),0.05,568,724,149,0.1304
ACH-000178,Almonertinib (mesylate),0.5,954,2316,368,0.1268
ACH-000178,Almonertinib (mesylate),5.0,973,1926,308,0.1189
ACH-000178,Amsacrine,5.0,219,1158,149,0.1213
ACH-000178,Anethole trithione,5.0,214,1082,121,0.103
ACH-000178,Artesunate,5.0,332,1661,234,0.133
ACH-000178,Azithromycin (hydrate),5.0,134,1070,82,0.0731
ACH-000178,Baicalin,5.0,127,917,79,0.0819
ACH-000178,Balsalazide (sodium hydrate),5.0,63,855,45,0.0515
ACH-000178,Belumosudil,0.05,761,477,151,0.1389
ACH-000178,Belumosudil,0.5,887,1748,294,0.1256
ACH-000178,Belumosudil,5.0,1410,2073,413,0.1345
ACH-000178,Berbamine,0.5,2375,341,188,0.0744
ACH-000178,Berbamine,5.0,102,779,58,0.0705
ACH-000178,Berbamine (dihydrochloride),0.05,1146,516,202,0.1384
ACH-000178,Berbamine (dihydrochloride),0.5,1297,1133,279,0.1297
ACH-000178,Berbamine (dihydrochloride),5.0,1730,1621,397,0.1344
ACH-000178,Berberine (chloride hydrate),5.0,113,941,77,0.0788
ACH-000178,Bergenin,5.0,139,550,55,0.0868
ACH-000178,Bimatoprost,5.0,225,829,79,0.081
ACH-000178,Binimetinib,0.05,1388,4337,916,0.1905
ACH-000178,Binimetinib,0.5,4034,3265,1567,0.2734
ACH-000178,Binimetinib,5.0,5071,587,490,0.0948
ACH-000178,Busulfan,5.0,291,1021,150,0.1291
ACH-000178,Captopril,0.05,1615,1187,276,0.1093
ACH-000178,Cepharanthine,5.0,190,862,90,0.0936
ACH-000178,Chlorhexidine (diacetate),0.5,2242,589,264,0.1028
ACH-000178,Chlorhexidine (diacetate),5.0,687,2403,490,0.1885
ACH-000178,Ciclopirox,5.0,169,990,84,0.0781
ACH-000178,Clonidine (hydrochloride),5.0,78,1501,53,0.0347
ACH-000178,Clotrimazole,5.0,169,956,88,0.0849
ACH-000178,Cloxacillin (sodium),5.0,78,674,45,0.0636
ACH-000178,Cysteamine (hydrochloride),5.0,74,679,37,0.0517
ACH-000178,Cytarabine,0.05,1248,806,242,0.1336
ACH-000178,Cytarabine,0.5,761,991,160,0.1005
ACH-000178,Cytarabine,5.0,767,1891,286,0.1206
ACH-000178,Daidzin,0.05,1442,564,229,0.1289
ACH-000178,Daidzin,0.5,980,1141,204,0.1064
ACH-000178,Daidzin,5.0,1043,1803,292,0.1143
ACH-000178,Darinaparsin,5.0,210,1653,145,0.0844
ACH-000178,Demeclocycline,5.0,123,484,37,0.0649
ACH-000178,Diammonium Glycyrrhizinate,5.0,163,1059,103,0.092
ACH-000178,Docetaxel,5.0,256,997,147,0.1329
ACH-000178,Elagolix sodium,5.0,252,979,105,0.0933
ACH-000178,Flumatinib (mesylate),0.05,1126,1010,272,0.1459
ACH-000178,Flumatinib (mesylate),0.5,1270,2720,510,0.1466
ACH-000178,Flumatinib (mesylate),5.0,989,1460,274,0.126
ACH-000178,Fluvoxamine (maleate),5.0,109,1197,79,0.0644
ACH-000178,Folic acid,5.0,107,885,51,0.0542
ACH-000178,Fumaric acid,0.05,1068,1080,273,0.1456
ACH-000178,Fumaric acid,0.5,1079,2307,364,0.1205
ACH-000178,Fumaric acid,5.0,1202,2794,465,0.1317
ACH-000178,Furosemide,5.0,77,469,37,0.0727
ACH-000178,Fusidic acid,5.0,54,900,41,0.0449
ACH-000178,Gallic acid,5.0,167,747,88,0.1065
ACH-000178,Gallic acid (hydrate),5.0,176,768,76,0.0876
ACH-000178,Gemfibrozil,5.0,207,1173,123,0.0979
ACH-000178,Goserelin (acetate),5.0,147,1039,74,0.0665
ACH-000178,Hexylresorcinol,5.0,140,854,90,0.0996
ACH-000178,Homoharringtonine,5.0,6022,8658,5106,0.5333
ACH-000178,Hydroxyfasudil,0.05,272,2085,49,0.0212
ACH-000178,Idarubicin (hydrochloride),5.0,3606,7027,2861,0.3681
ACH-000178,Irinotecan (hydrochloride),0.05,2289,584,250,0.0953
ACH-000178,Irinotecan (hydrochloride),0.5,2406,1853,617,0.1694
ACH-000178,Irinotecan (hydrochloride),5.0,2508,1567,582,0.1666
ACH-000178,Isocorydine,5.0,202,614,73,0.0983
ACH-000178,L-Thyroxine (sodium salt pentahydrate),5.0,92,1137,15,0.0124
ACH-000178,Larotrectinib,5.0,117,777,60,0.0719
ACH-000178,Lenalidomide (hemihydrate),5.0,190,1082,127,0.1109
ACH-000178,Lidocaine (hydrochloride),5.0,389,1532,205,0.1195
ACH-000178,Lipoic acid,5.0,92,446,54,0.1116
ACH-000178,Lumateperone (tosylate),5.0,78,874,48,0.0531
ACH-000178,Malotilate,0.05,4334,855,439,0.0924
ACH-000178,Medroxyprogesterone acetate,5.0,204,2023,136,0.065
ACH-000178,Megestrol,5.0,409,1407,231,0.1457
ACH-000178,Mitoxantrone (dihydrochloride),5.0,177,4770,137,0.0285
ACH-000178,Naproxen,0.05,671,537,104,0.0942
ACH-000178,Naproxen,0.5,605,1860,226,0.1009
ACH-000178,Naproxen,5.0,649,423,100,0.1029
ACH-000178,Neratinib (maleate),5.0,319,2057,198,0.0909
ACH-000178,Norepinephrine (hydrochloride),5.0,96,1182,51,0.0416
ACH-000178,Olanzapine,5.0,135,927,77,0.0782
ACH-000178,PF-06260933,0.05,3498,1145,35,0.0076
ACH-000178,Palmatine (chloride),5.0,94,982,65,0.0643
ACH-000178,Pasireotide (acetate),5.0,271,807,106,0.1091
