patient,drug,dose,n_gene_doses,var_lfc_mean,mean_se2_mean,sigma2_plate_pooled,between_plate_fraction_pooled,n_responder_gene_doses,var_lfc_mean_responders,mean_se2_mean_responders,sigma2_plate_pooled_responders,between_plate_fraction_pooled_responders,n_nonresponder_gene_doses,var_lfc_mean_nonresponders,mean_se2_mean_nonresponders,sigma2_plate_pooled_nonresponders,between_plate_fraction_pooled_nonresponders
ACH-000138,Allantoin,5.0,24483,1.136059,2.536726,0.0,0.0,1016,0.132178,0.031403,0.100775,0.76242,23467,1.179522,2.645193,0.0,0.0
ACH-000138,Almonertinib (hydrochloride),5.0,24303,1.167864,2.673737,0.0,0.0,812,0.185024,0.042604,0.14242,0.769736,23491,1.201837,2.764686,0.0,0.0
ACH-000138,Almonertinib (mesylate),0.05,24087,1.197724,2.681447,0.0,0.0,756,0.27738,0.055487,0.221893,0.799961,23331,1.227546,2.766537,0.0,0.0
ACH-000138,Almonertinib (mesylate),0.5,27065,1.172573,2.515483,0.0,0.0,1339,0.281852,0.034712,0.247141,0.876844,25726,1.218934,2.644603,0.0,0.0
ACH-000138,Almonertinib (mesylate),5.0,24958,1.276395,2.861325,0.0,0.0,925,0.994779,0.151196,0.843583,0.84801,24033,1.287234,2.965634,0.0,0.0
ACH-000138,Amsacrine,5.0,25220,1.164316,2.538627,0.0,0.0,802,0.138677,0.037968,0.100709,0.726211,24418,1.198003,2.62076,0.0,0.0
ACH-000138,Anethole trithione,5.0,24882,1.130395,2.531554,0.0,0.0,833,0.145807,0.036883,0.108924,0.74704,24049,1.164499,2.617963,0.0,0.0
ACH-000138,Artesunate,5.0,24519,1.099279,2.529237,0.0,0.0,972,0.140044,0.03762,0.102425,0.731374,23547,1.138876,2.632089,0.0,0.0
ACH-000138,Azithromycin (hydrate),5.0,24595,1.155034,2.671447,0.0,0.0,616,0.107963,0.02676,0.081202,0.752134,23979,1.181932,2.739387,0.0,0.0
ACH-000138,Baicalin,5.0,25170,1.129519,2.504645,0.0,0.0,594,0.304095,0.055491,0.248604,0.817521,24576,1.149469,2.563841,0.0,0.0
ACH-000138,Balsalazide (sodium hydrate),5.0,25275,1.103777,2.467735,0.0,0.0,228,0.065575,0.013617,0.051959,0.792349,25047,1.113227,2.490074,0.0,0.0
ACH-000138,Belumosudil,0.05,24650,1.188664,2.597823,0.0,0.0,725,0.104823,0.023744,0.081079,0.773487,23925,1.221508,2.675825,0.0,0.0
ACH-000138,Belumosudil,0.5,26819,1.174424,2.486815,0.0,0.0,1096,0.246455,0.034018,0.212437,0.86197,25723,1.213962,2.591323,0.0,0.0
ACH-000138,Belumosudil,5.0,24527,1.27171,2.728508,0.0,0.0,1256,0.572408,0.073771,0.498636,0.871121,23271,1.309454,2.871791,0.0,0.0
ACH-000138,Berbamine,0.5,25578,1.201453,2.531111,0.0,0.0,1917,0.506036,0.077967,0.428068,0.845925,23661,1.257796,2.729863,0.0,0.0
ACH-000138,Berbamine,5.0,24520,1.114783,2.511323,0.0,0.0,479,0.133998,0.024649,0.10935,0.816054,24041,1.134325,2.560868,0.0,0.0
ACH-000138,Berbamine (dihydrochloride),0.05,24381,1.17742,2.634404,0.0,0.0,1392,0.181154,0.050679,0.130475,0.720243,22989,1.237744,2.79085,0.0,0.0
ACH-000138,Berbamine (dihydrochloride),0.5,26481,1.181493,2.54604,0.0,0.0,1594,0.262938,0.030939,0.231998,0.882332,24887,1.240326,2.707131,0.0,0.0
ACH-000138,Berbamine (dihydrochloride),5.0,24561,1.356355,2.875862,0.0,0.0,1019,1.391116,0.280753,1.110363,0.798182,23542,1.354851,2.988189,0.0,0.0
ACH-000138,Berberine (chloride hydrate),5.0,25178,1.132719,2.476447,0.0,0.0,406,0.107169,0.021671,0.085498,0.797784,24772,1.149527,2.51668,0.0,0.0
ACH-000138,Bergenin,5.0,24583,1.126853,2.552777,0.0,0.0,508,0.181522,0.036628,0.144893,0.798214,24075,1.1468,2.60587,0.0,0.0
ACH-000138,Bimatoprost,5.0,25191,1.171404,2.558135,0.0,0.0,596,0.243096,0.039194,0.203902,0.838771,24595,1.193899,2.619176,0.0,0.0
ACH-000138,Binimetinib,0.05,25546,1.121678,2.522391,0.0,0.0,2922,0.325537,0.097781,0.227756,0.699632,22624,1.224504,2.835541,0.0,0.0
ACH-000138,Binimetinib,0.5,26085,1.257226,2.560081,0.0,0.0,3203,0.473494,0.080049,0.393444,0.830939,22882,1.366932,2.907234,0.0,0.0
ACH-000138,Binimetinib,5.0,23789,1.141478,2.524573,0.0,0.0,3601,0.367177,0.232758,0.134419,0.366088,20188,1.279593,2.933372,0.0,0.0
ACH-000138,Busulfan,5.0,24234,1.132425,2.573144,0.0,0.0,779,0.310904,0.062916,0.247989,0.797637,23455,1.159709,2.656515,0.0,0.0
ACH-000138,Captopril,0.05,24833,1.207567,2.723368,0.0,0.0,1853,0.639756,0.110221,0.529536,0.827714,22980,1.253352,2.93408,0.0,0.0
ACH-000138,Cepharanthine,5.0,24200,1.205934,2.815013,0.0,0.0,743,0.172195,0.052998,0.119197,0.692219,23457,1.238678,2.9025,0.0,0.0
ACH-000138,Chlorhexidine (diacetate),0.5,25710,1.238589,2.521868,0.0,0.0,1777,0.359979,0.048564,0.311415,0.865092,23933,1.303825,2.705508,0.0,0.0
ACH-000138,Chlorhexidine (diacetate),5.0,25166,1.148498,2.551773,0.0,0.0,681,0.167969,0.036921,0.131048,0.780192,24485,1.175769,2.621718,0.0,0.0
ACH-000138,Ciclopirox,5.0,24133,1.193967,2.715457,0.0,0.0,576,0.407218,0.074868,0.33235,0.816148,23557,1.213204,2.780023,0.0,0.0
ACH-000138,Clonidine (hydrochloride),5.0,25352,1.124679,2.427682,0.0,0.0,465,0.154971,0.031111,0.123859,0.799245,24887,1.142797,2.47246,0.0,0.0
ACH-000138,Clotrimazole,5.0,24973,1.159165,2.555051,0.0,0.0,378,0.098071,0.029041,0.06903,0.703881,24595,1.175473,2.593873,0.0,0.0
ACH-000138,Cloxacillin (sodium),5.0,24970,1.124675,2.488021,0.0,0.0,512,0.112671,0.025259,0.087412,0.775815,24458,1.145861,2.539576,0.0,0.0
ACH-000138,Cysteamine (hydrochloride),5.0,25112,1.104788,2.527572,0.0,0.0,345,0.070042,0.013788,0.056254,0.803141,24767,1.119202,2.562589,0.0,0.0
ACH-000138,Cytarabine,0.05,25210,1.217398,2.570419,0.0,0.0,1250,0.421915,0.113512,0.308403,0.73096,23960,1.258898,2.698596,0.0,0.0
ACH-000138,Cytarabine,0.5,26450,1.183202,2.491219,0.0,0.0,1050,0.274235,0.031746,0.242489,0.884237,25400,1.220778,2.59289,0.0,0.0
ACH-000138,Cytarabine,5.0,24639,1.219604,2.654461,0.0,0.0,1018,0.213327,0.036508,0.176818,0.828862,23621,1.262972,2.767287,0.0,0.0
ACH-000138,DTP3,0.05,24985,10.159341,3.013652,7.145688,0.703361,8780,23.021365,4.897403,18.123962,0.787267,16205,3.190592,1.993021,1.197571,0.375344
ACH-000138,Daidzin,0.05,24671,1.211079,2.633363,0.0,0.0,1588,0.3554,0.054612,0.300788,0.846336,23083,1.269946,2.810768,0.0,0.0
ACH-000138,Daidzin,0.5,26389,1.198273,2.560239,0.0,0.0,1345,0.360276,0.042664,0.317612,0.881581,25044,1.243278,2.695446,0.0,0.0
ACH-000138,Daidzin,5.0,24798,1.329879,2.88284,0.0,0.0,990,1.164362,0.214281,0.950082,0.815967,23808,1.336762,2.993806,0.0,0.0
ACH-000138,Darinaparsin,5.0,24891,1.16094,2.578316,0.0,0.0,856,0.100456,0.032122,0.068334,0.680239,24035,1.198709,2.668998,0.0,0.0
ACH-000138,Demeclocycline,5.0,24681,1.202679,2.689658,0.0,0.0,427,0.320869,0.043838,0.277032,0.863378,24254,1.218204,2.736238,0.0,0.0
ACH-000138,Diammonium Glycyrrhizinate,5.0,24704,1.121863,2.523921,0.0,0.0,438,0.13632,0.031046,0.105273,0.772254,24266,1.139652,2.568917,0.0,0.0
ACH-000138,Docetaxel,5.0,25448,1.174341,2.587641,0.0,0.0,882,0.129015,0.036781,0.092234,0.714908,24566,1.211872,2.679225,0.0,0.0
ACH-000138,Elagolix sodium,5.0,24208,1.132825,2.578931,0.0,0.0,730,0.195658,0.036759,0.158898,0.812123,23478,1.161964,2.657974,0.0,0.0
ACH-000138,Flumatinib (mesylate),0.05,24229,1.213985,2.616131,0.0,0.0,1683,0.278492,0.05703,0.221463,0.79522,22546,1.283817,2.807161,0.0,0.0
ACH-000138,Flumatinib (mesylate),0.5,26289,1.197283,2.525202,0.0,0.0,1619,0.19481,0.029932,0.164878,0.846352,24670,1.263072,2.688957,0.0,0.0
ACH-000138,Flumatinib (mesylate),5.0,24593,1.309002,2.733328,0.0,0.0,1221,0.549735,0.074675,0.47506,0.864161,23372,1.348668,2.872221,0.0,0.0
ACH-000138,Fluvoxamine (maleate),5.0,24609,1.149194,2.561187,0.0,0.0,471,0.070296,0.020528,0.049768,0.707973,24138,1.170247,2.610762,0.0,0.0
ACH-000138,Folic acid,5.0,24395,1.111601,2.516062,0.0,0.0,302,0.099622,0.016613,0.08301,0.833245,24093,1.124286,2.547392,0.0,0.0
ACH-000138,Fumaric acid,0.05,24511,1.234185,2.599772,0.0,0.0,1192,0.500121,0.100127,0.399995,0.799795,23319,1.271709,2.727547,0.0,0.0
ACH-000138,Fumaric acid,0.5,26763,1.257009,2.556092,0.0,0.0,1259,0.380088,0.051366,0.328722,0.864858,25504,1.300298,2.679737,0.0,0.0
ACH-000138,Fumaric acid,5.0,25023,1.361721,2.6395,0.0,0.0,1424,0.672398,0.082815,0.589583,0.876836,23599,1.403315,2.793774,0.0,0.0
ACH-000138,Furosemide,5.0,24726,1.135946,2.578994,0.0,0.0,248,0.044316,0.009398,0.034918,0.787923,24478,1.147005,2.605028,0.0,0.0
ACH-000138,Fusidic acid,5.0,24796,1.106081,2.483463,0.0,0.0,342,0.110287,0.030487,0.0798,0.723569,24454,1.120007,2.517769,0.0,0.0
ACH-000138,Gallic acid,5.0,24802,1.107185,2.462556,0.0,0.0,531,0.131643,0.022789,0.108854,0.826885,24271,1.128528,2.515933,0.0,0.0
ACH-000138,Gallic acid (hydrate),5.0,24581,1.164183,2.577335,0.0,0.0,656,0.177951,0.032598,0.145353,0.816812,23925,1.191224,2.647109,0.0,0.0
ACH-000138,Gemfibrozil,5.0,24959,1.146673,2.590117,0.0,0.0,742,0.14142,0.03379,0.10763,0.761066,24217,1.177473,2.668442,0.0,0.0
ACH-000138,Goserelin (acetate),5.0,24990,1.135821,2.458952,0.0,0.0,1159,0.166204,0.028711,0.137493,0.827252,23831,1.182978,2.577145,0.0,0.0
ACH-000138,Hexylresorcinol,5.0,25814,1.130192,2.496548,0.0,0.0,928,0.186388,0.040535,0.145853,0.782524,24886,1.165386,2.588132,0.0,0.0
ACH-000138,Homoharringtonine,5.0,26082,1.218776,2.788685,0.0,0.0,9183,0.46052,0.324177,0.136344,0.296064,16899,1.630816,4.127911,0.0,0.0
ACH-000138,Hydroxyfasudil,0.05,24811,5.230141,3.304899,1.925242,0.368105,531,6.926322,0.810864,6.115458,0.88293,24280,5.193046,3.359444,1.833603,0.353088
ACH-000138,Idarubicin (hydrochloride),5.0,27033,1.213145,2.770372,0.0,0.0,8188,0.496262,0.343522,0.15274,0.307781,18845,1.524625,3.824819,0.0,0.0
ACH-000138,Irinotecan (hydrochloride),0.05,23924,1.208428,2.711387,0.0,0.0,2085,0.330486,0.065754,0.264732,0.801039,21839,1.292246,2.96397,0.0,0.0
ACH-000138,Irinotecan (hydrochloride),0.5,26492,1.258894,2.463678,0.0,0.0,1953,0.452616,0.043423,0.409193,0.904063,24539,1.323064,2.6563,0.0,0.0
ACH-000138,Irinotecan (hydrochloride),5.0,24833,1.365532,2.722886,0.0,0.0,3003,0.944671,0.144894,0.799777,0.84662,21830,1.423427,3.077522,0.0,0.0
ACH-000138,Isocorydine,5.0,24974,1.145732,2.498478,0.0,0.0,609,0.125404,0.020837,0.104566,0.833837,24365,1.171235,2.560406,0.0,0.0
ACH-000138,L-Thyroxine (sodium salt pentahydrate),5.0,23069,4.897328,3.15001,1.747318,0.35679,292,6.450566,0.561901,5.888665,0.912891,22777,4.877415,3.183189,1.694226,0.347361
ACH-000138,Larotrectinib,5.0,24739,1.189313,2.741928,0.0,0.0,464,0.338825,0.091197,0.247628,0.730843,24275,1.20557,2.792595,0.0,0.0
ACH-000138,Lenalidomide (hemihydrate),5.0,24103,1.099587,2.585297,0.0,0.0,404,0.12624,0.033458,0.092782,0.734964,23699,1.11618,2.628799,0.0,0.0
ACH-000138,Lidocaine (hydrochloride),5.0,24122,1.183579,2.792309,0.0,0.0,849,0.176367,0.040209,0.136158,0.772015,23273,1.220322,2.892706,0.0,0.0
ACH-000138,Lipoic acid,5.0,25205,1.156405,2.48507,0.0,0.0,545,0.138824,0.030403,0.108421,0.780995,24660,1.178894,2.539319,0.0,0.0
ACH-000138,Lumateperone (tosylate),5.0,24857,1.117321,2.496102,0.0,0.0,314,0.222191,0.042405,0.179786,0.809151,24543,1.128773,2.527495,0.0,0.0
ACH-000138,Malotilate,0.05,25027,1.278787,2.692514,0.0,0.0,3120,0.756636,0.124181,0.632455,0.835877,21907,1.353152,3.058297,0.0,0.0
ACH-000138,Medroxyprogesterone acetate,5.0,24083,1.142944,2.592219,0.0,0.0,496,0.154629,0.029159,0.12547,0.811423,23587,1.163727,2.646116,0.0,0.0
ACH-000138,Megestrol,5.0,25300,1.146584,2.554787,0.0,0.0,600,0.100324,0.022926,0.077398,0.77148,24700,1.171999,2.61629,0.0,0.0
ACH-000138,Methylprednisolone succinate,0.05,24672,8.394402,3.137463,5.256939,0.626243,6084,22.141497,5.959943,16.181555,0.730825,18588,3.894868,2.213643,1.681226,0.431651
ACH-000138,Mitoxantrone (dihydrochloride),5.0,25117,1.480636,2.568784,0.0,0.0,839,0.406703,0.040934,0.365769,0.899352,24278,1.517749,2.656141,0.0,0.0
ACH-000138,Naproxen,0.05,23881,1.14766,2.674812,0.0,0.0,645,0.480191,0.132424,0.347767,0.724226,23236,1.166188,2.745385,0.0,0.0
ACH-000138,Naproxen,0.5,26494,1.214058,2.490475,0.0,0.0,781,0.205515,0.016362,0.189154,0.920387,25713,1.244692,2.565623,0.0,0.0
ACH-000138,Naproxen,5.0,24255,1.240941,2.692241,0.0,0.0,702,0.659647,0.082859,0.576788,0.874389,23553,1.258266,2.770014,0.0,0.0
ACH-000138,Neratinib (maleate),5.0,24619,1.129781,2.493006,0.0,0.0,666,0.145379,0.03261,0.112769,0.77569,23953,1.157151,2.561416,0.0,0.0
ACH-000138,Norepinephrine (hydrochloride),5.0,24486,1.163844,2.581304,0.0,0.0,406,0.434836,0.068855,0.365981,0.841654,24080,1.176136,2.623665,0.0,0.0
ACH-000138,Olanzapine,5.0,24749,1.142151,2.584184,0.0,0.0,545,0.152163,0.038533,0.113629,0.746761,24204,1.164443,2.641504,0.0,0.0
ACH-000138,Palmatine (chloride),5.0,24653,1.135912,2.556035,0.0,0.0,592,0.192012,0.038339,0.153673,0.80033,24061,1.159136,2.617981,0.0,0.0
ACH-000138,Pasireotide (acetate),5.0,25474,1.146945,2.5477,0.0,0.0,991,0.375887,0.066935,0.308952,0.821927,24483,1.178155,2.648114,0.0,0.0
ACH-000138,Pentagastrin,5.0,25337,1.113682,2.451491,0.0,0.0,455,0.152283,0.024692,0.127591,0.837851,24882,1.131262,2.495868,0.0,0.0
ACH-000138,Pentamidine (isethionate),0.5,24937,1.216058,2.677799,0.0,0.0,849,0.920276,0.137386,0.78289,0.850712,24088,1.226483,2.767338,0.0,0.0
ACH-000138,Pentamidine (isethionate),5.0,25041,1.144829,2.609709,0.0,0.0,717,0.138548,0.033276,0.105272,0.759821,24324,1.174492,2.685654,0.0,0.0
ACH-000138,Pralsetinib,0.05,25942,1.24584,2.517699,0.0,0.0,1663,0.720404,0.133467,0.586937,0.814733,24279,1.281829,2.681008,0.0,0.0
ACH-000138,Pravastatin (sodium),0.05,23731,1.195706,2.704902,0.0,0.0,1199,0.258137,0.052656,0.205481,0.796016,22532,1.245597,2.846036,0.0,0.0
ACH-000138,Pravastatin (sodium),0.5,26163,1.201908,2.570453,0.0,0.0,1346,0.266224,0.03093,0.235294,0.88382,24817,1.252657,2.708189,0.0,0.0
ACH-000138,Pravastatin (sodium),5.0,24755,1.365255,2.768734,0.0,0.0,1487,0.849898,0.141982,0.707916,0.832942,23268,1.39819,2.936603,0.0,0.0
ACH-000138,Pyridoxine,5.0,24383,1.166447,2.701578,0.0,0.0,576,0.211198,0.040124,0.171074,0.810017,23807,1.189558,2.765971,0.0,0.0
ACH-000138,Pyridoxine (hydrochloride),5.0,24592,1.114585,2.505098,0.0,0.0,626,0.156646,0.029844,0.126802,0.809481,23966,1.139606,2.569752,0.0,0.0
ACH-000138,Quinestrol,5.0,25307,1.122522,2.523243,0.0,0.0,606,0.161405,0.043167,0.118238,0.732556,24701,1.146102,2.584088,0.0,0.0
ACH-000138,Radotinib,5.0,24591,1.129554,2.592835,0.0,0.0,1243,0.162432,0.051253,0.111179,0.684466,23348,1.181041,2.728144,0.0,0.0
ACH-000138,Ralimetinib dimesylate,0.05,24516,10.218441,3.114913,7.103528,0.695168,8700,23.011562,5.104514,17.907048,0.778176,15816,3.181254,2.020481,1.160773,0.364879
ACH-000138,Raltitrexed,5.0,25146,1.097463,2.429598,0.0,0.0,536,0.116321,0.028504,0.087818,0.754959,24610,1.118832,2.481894,0.0,0.0
ACH-000138,Rapamycin,5.0,24418,1.145422,2.579052,0.0,0.0,731,0.203916,0.03583,0.168086,0.824291,23687,1.174477,2.657537,0.0,0.0
ACH-000138,Regorafenib,0.05,25649,1.205951,2.53958,0.0,0.0,945,0.704096,0.105943,0.598153,0.849533,24704,1.225148,2.632674,0.0,0.0
ACH-000138,Regorafenib,0.5,26442,1.183586,2.499746,0.0,0.0,946,0.527845,0.053493,0.474353,0.898659,25496,1.207916,2.590512,0.0,0.0
ACH-000138,Regorafenib,5.0,24076,1.302214,2.589231,0.0,0.0,1125,0.529293,0.065903,0.463389,0.875488,22951,1.3401,2.712918,0.0,0.0
ACH-000138,Relugolix,5.0,25231,1.146773,2.47404,0.0,0.0,321,0.14112,0.024333,0.116788,0.827575,24910,1.159732,2.505608,0.0,0.0
ACH-000138,Resveratrol,5.0,24200,1.149004,2.547881,0.0,0.0,907,0.507211,0.076262,0.430949,0.849645,23293,1.173994,2.644123,0.0,0.0
ACH-000138,Retinoic acid,5.0,25287,1.13409,2.511269,0.0,0.0,812,0.165729,0.04072,0.125008,0.754294,24475,1.166217,2.593234,0.0,0.0
ACH-000138,Riluzole hydrochloride,5.0,25339,1.155828,2.512614,0.0,0.0,1188,0.137473,0.033074,0.104399,0.759416,24151,1.205921,2.634584,0.0,0.0
ACH-000138,Rimonabant,5.0,24793,1.101927,2.572821,0.0,0.0,516,0.297738,0.066716,0.231022,0.775923,24277,1.119019,2.626087,0.0,0.0
ACH-000138,Ritonavir,5.0,24377,1.124123,2.587007,0.0,0.0,444,0.116904,0.032553,0.084351,0.72154,23933,1.142809,2.634397,0.0,0.0
ACH-000138,Ropivacaine (hydrochloride monohydrate),5.0,24581,1.117133,2.511315,0.0,0.0,655,0.10177,0.029557,0.072214,0.709575,23926,1.14493,2.579256,0.0,0.0
ACH-000138,S-Adenosyl-L-methionine (disulfate tosylate),5.0,24894,1.142231,2.565123,0.0,0.0,845,0.123724,0.037644,0.086079,0.695737,24049,1.178018,2.65393,0.0,0.0
ACH-000138,Salicylic acid,5.0,24938,1.167088,2.693557,0.0,0.0,350,0.19996,0.050525,0.149436,0.747327,24588,1.180855,2.73118,0.0,0.0
ACH-000138,Saquinavir,5.0,23844,1.168348,2.816369,0.0,0.0,593,0.262767,0.056007,0.20676,0.786858,23251,1.191445,2.88677,0.0,0.0
ACH-000138,Selinexor ,5.0,23433,1.291824,2.869233,0.0,0.0,1905,1.087687,0.279968,0.807718,0.742602,21528,1.309888,3.098355,0.0,0.0
ACH-000138,Sinomenine,5.0,24692,1.124575,2.482941,0.0,0.0,502,0.190223,0.04055,0.149672,0.786827,24190,1.143965,2.533626,0.0,0.0
ACH-000138,Sodium Salicylate,5.0,25450,1.194102,2.581597,0.0,0.0,836,0.213744,0.042822,0.170922,0.799658,24614,1.2274,2.667825,0.0,0.0
ACH-000138,Sonidegib,0.05,24918,7.299853,3.301625,3.998228,0.547713,361,8.364448,0.773412,7.591037,0.907536,24557,7.284203,3.338791,3.945412,0.541639
ACH-000138,Sulfisoxazole,0.5,24949,1.174609,2.675889,0.0,0.0,1902,0.717742,0.156372,0.56137,0.782133,23047,1.212313,2.883817,0.0,0.0
ACH-000138,Sulfisoxazole,5.0,24845,1.174903,2.577712,0.0,0.0,421,0.385178,0.065546,0.319631,0.829828,24424,1.188516,2.621014,0.0,0.0
ACH-000138,Temsirolimus,5.0,24706,1.169156,2.587471,0.0,0.0,544,0.091387,0.034231,0.057156,0.625428,24162,1.193421,2.644956,0.0,0.0
ACH-000138,Terfenadine,0.5,24502,1.214343,2.804953,0.0,0.0,2048,0.927898,0.182844,0.745054,0.802948,22454,1.24047,3.044112,0.0,0.0
ACH-000138,Terfenadine,5.0,24451,1.146777,2.548622,0.0,0.0,898,0.124471,0.029851,0.09462,0.760177,23553,1.185754,2.644655,0.0,0.0
ACH-000138,Thymol,5.0,24310,1.120013,2.692025,0.0,0.0,736,0.212061,0.038012,0.17405,0.820752,23574,1.14836,2.774886,0.0,0.0
ACH-000138,Tofacitinib,5.0,24736,1.147838,2.540481,0.0,0.0,1098,0.322302,0.069852,0.25245,0.783271,23638,1.186185,2.655243,0.0,0.0
ACH-000138,Tofacitinib (citrate),5.0,25065,1.16523,2.590263,0.0,0.0,920,0.406663,0.047824,0.358839,0.882398,24145,1.194134,2.687138,0.0,0.0
ACH-000138,Tolcapone,5.0,24829,1.149839,2.494679,0.0,0.0,393,0.169995,0.038937,0.131059,0.770955,24436,1.165598,2.534174,0.0,0.0
ACH-000138,Topotecan (hydrochloride),0.05,23756,1.22769,2.688855,0.0,0.0,1368,0.627123,0.166395,0.460728,0.73467,22388,1.264387,2.842988,0.0,0.0
ACH-000138,Topotecan (hydrochloride),0.5,26562,1.408243,2.548762,0.0,0.0,1248,0.676182,0.024587,0.651595,0.963638,25314,1.444334,2.673206,0.0,0.0
ACH-000138,Topotecan (hydrochloride),5.0,23977,2.033059,3.037769,0.0,0.0,1307,1.636484,0.170228,1.466256,0.89598,22670,2.055923,3.203092,0.0,0.0
ACH-000138,Trametinib,0.05,25095,1.147666,2.648311,0.0,0.0,2448,0.587931,0.164223,0.423708,0.720676,22647,1.20817,2.916825,0.0,0.0
ACH-000138,Trametinib,0.5,25960,1.199548,2.583925,0.0,0.0,2610,0.404208,0.08159,0.322618,0.798148,23350,1.288449,2.863629,0.0,0.0
ACH-000138,Trametinib,5.0,25393,1.231374,2.486022,0.0,0.0,3839,0.429939,0.162728,0.267211,0.621509,21554,1.374118,2.899826,0.0,0.0
ACH-000138,Triamcinolone,5.0,25121,1.177734,2.588689,0.0,0.0,1663,0.387032,0.078431,0.308601,0.797353,23458,1.233789,2.766648,0.0,0.0
ACH-000138,Triclosan,5.0,25075,1.15641,2.547884,0.0,0.0,467,0.148186,0.036401,0.111785,0.754356,24608,1.175543,2.595546,0.0,0.0
ACH-000138,Trifluridine,5.0,24417,1.134033,2.534133,0.0,0.0,224,0.11005,0.025647,0.084404,0.766956,24193,1.143514,2.557358,0.0,0.0
ACH-000138,Trimetrexate,5.0,24356,1.151898,2.601688,0.0,0.0,386,0.137819,0.029098,0.108721,0.788867,23970,1.168228,2.643115,0.0,0.0
ACH-000138,Tucidinostat,5.0,25777,1.269466,2.496018,0.0,0.0,1993,0.343881,0.111305,0.232577,0.676328,23784,1.347026,2.695847,0.0,0.0
ACH-000138,Vilanterol,5.0,24515,1.139255,2.592411,0.0,0.0,781,0.093529,0.032104,0.061425,0.656746,23734,1.173667,2.676662,0.0,0.0
ACH-000138,Vinblastine (sulfate),5.0,24557,1.217483,2.62939,0.0,0.0,1892,0.326637,0.072198,0.254439,0.778965,22665,1.291848,2.842856,0.0,0.0
ACH-000138,olaparib,0.05,24977,8.392993,3.101816,5.291177,0.630428,6866,21.379408,5.609146,15.770261,0.737638,18111,3.469757,2.15127,1.318487,0.379994
ACH-000139,(R)-Verapamil (hydrochloride),5.0,23605,1.153919,2.558743,0.0,0.0,156,0.194624,0.047972,0.146652,0.753516,23449,1.160301,2.575446,0.0,0.0
ACH-000139,18β-Glycyrrhetinic acid,5.0,22860,1.171709,2.822698,0.0,0.0,363,0.258398,0.06271,0.195689,0.757314,22497,1.186446,2.867231,0.0,0.0
ACH-000139,8-Hydroxyquinoline,5.0,23273,1.120826,2.636068,0.0,0.0,246,0.088891,0.022025,0.066866,0.752221,23027,1.13185,2.663994,0.0,0.0
ACH-000139,Abemaciclib,0.05,22997,7.304351,3.193908,4.110443,0.562739,5277,20.448036,6.344187,14.103848,0.689741,17720,3.390173,2.255757,1.134416,0.334619
ACH-000139,Acetohexamide,5.0,23383,1.1683,2.696322,0.0,0.0,213,0.162121,0.03008,0.132041,0.814461,23170,1.17755,2.720833,0.0,0.0
ACH-000139,Adagrasib,0.05,33976,1.562222,5.934299,0.0,0.0,2035,0.183171,0.091132,0.092039,0.502477,31941,1.650083,6.306575,0.0,0.0
ACH-000139,Adenine,5.0,23339,1.086385,2.579308,0.0,0.0,255,0.184261,0.029136,0.155125,0.841876,23084,1.09635,2.607479,0.0,0.0
ACH-000139,Adenosine,5.0,23494,1.152688,2.698797,0.0,0.0,357,0.173501,0.044843,0.128657,0.741538,23137,1.167797,2.739747,0.0,0.0
ACH-000139,Afatinib,0.05,24932,1.333317,3.601505,0.0,0.0,994,0.755858,0.291064,0.464795,0.614923,23938,1.357295,3.738968,0.0,0.0
ACH-000139,Afatinib,0.5,27217,1.328507,3.431808,0.0,0.0,955,0.359377,0.046914,0.312463,0.869458,26262,1.363749,3.554897,0.0,0.0
ACH-000139,Afatinib,5.0,24574,1.444004,3.707762,0.0,0.0,788,0.440497,0.06976,0.370737,0.841633,23786,1.477249,3.828284,0.0,0.0
ACH-000139,Aliskiren,5.0,23629,1.130461,2.61087,0.0,0.0,337,0.192713,0.066261,0.126452,0.656166,23292,1.144029,2.647687,0.0,0.0
ACH-000139,Allantoin,5.0,22992,1.123057,2.609222,0.0,0.0,685,0.297926,0.067407,0.230519,0.773745,22307,1.148395,2.687276,0.0,0.0
ACH-000139,Almonertinib (hydrochloride),5.0,22847,1.168713,2.779257,0.0,0.0,471,0.22829,0.0509,0.177391,0.777041,22376,1.188509,2.836687,0.0,0.0
ACH-000139,Almonertinib (mesylate),0.05,21511,1.185972,2.727117,0.0,0.0,201,0.21962,0.039032,0.180589,0.822277,21310,1.195086,2.752471,0.0,0.0
ACH-000139,Almonertinib (mesylate),0.5,24810,1.190132,2.564574,0.0,0.0,534,0.218482,0.023708,0.194774,0.891487,24276,1.211505,2.620466,0.0,0.0
ACH-000139,Almonertinib (mesylate),5.0,22394,1.305029,2.91495,0.0,0.0,447,1.11997,0.154015,0.965954,0.862483,21947,1.308799,2.971183,0.0,0.0
ACH-000139,Amsacrine,5.0,23624,1.154256,2.628788,0.0,0.0,484,0.243809,0.061404,0.182404,0.748146,23140,1.173299,2.682488,0.0,0.0
ACH-000139,Anethole trithione,5.0,23436,1.119231,2.542447,0.0,0.0,651,0.256846,0.069698,0.187148,0.728639,22785,1.143871,2.613097,0.0,0.0
ACH-000139,Artesunate,5.0,22995,1.075581,2.577689,0.0,0.0,585,0.216584,0.068048,0.148536,0.68581,22410,1.098004,2.643202,0.0,0.0
