patient,drug,dose,n_genes_scored,mean_abs_half0,mean_abs_half1,r,r_responder,n_responders,n_plates_even
ACH-000138,Vinblastine (sulfate),5.0,24557,0.8427,0.9075,0.1852,0.7705,1892,True
ACH-000138,olaparib,0.05,24977,3.274,0.6987,0.0275,0.0011,6866,True
ACH-000139,(R)-Verapamil (hydrochloride),5.0,23605,0.7635,0.7095,0.0487,0.7303,156,True
ACH-000139,18β-Glycyrrhetinic acid,5.0,22860,0.7869,0.7607,0.0765,0.6427,363,True
ACH-000139,8-Hydroxyquinoline,5.0,23273,0.7919,0.675,0.0773,0.8451,246,True
ACH-000139,Abemaciclib,0.05,22997,3.0015,0.7459,0.0592,0.0273,5277,True
ACH-000139,Acetohexamide,5.0,23383,0.7685,0.7346,0.0517,0.6246,213,True
ACH-000139,Adagrasib,0.05,32318,0.4505,0.5101,0.1012,0.746,2035,True
ACH-000139,Adenine,5.0,23339,0.7911,0.6615,0.0812,0.696,255,True
ACH-000139,Adenosine,5.0,23494,0.7653,0.7425,0.069,0.7018,357,True
ACH-000139,Afatinib,0.05,24003,0.6226,0.7449,0.0571,0.0186,993,False
ACH-000139,Afatinib,0.5,26597,0.5906,0.7188,0.0122,0.0482,955,False
ACH-000139,Afatinib,5.0,23276,0.5993,0.9337,0.0274,0.3412,788,False
ACH-000139,Aliskiren,5.0,23629,0.7715,0.7139,0.0766,0.7451,337,True
ACH-000139,Allantoin,5.0,22992,0.8159,0.7125,0.102,0.6833,685,True
ACH-000139,Almonertinib (hydrochloride),5.0,22847,0.8005,0.7399,0.0741,0.6992,471,True
ACH-000139,Almonertinib (mesylate),0.05,21511,0.6647,0.7982,0.0093,0.1175,201,True
ACH-000139,Almonertinib (mesylate),0.5,24810,0.7633,0.6706,-0.0085,0.1547,534,True
ACH-000139,Almonertinib (mesylate),5.0,22394,0.792,0.7394,-0.018,-0.2392,447,True
ACH-000139,Amsacrine,5.0,23624,0.799,0.7461,0.107,0.7452,484,True
ACH-000139,Anethole trithione,5.0,23436,0.8115,0.7135,0.1095,0.7647,651,True
ACH-000139,Artesunate,5.0,22995,0.8071,0.6918,0.1231,0.8008,585,True
ACH-000139,Azithromycin (hydrate),5.0,23004,0.7997,0.7465,0.077,0.7138,498,True
ACH-000139,Baicalin,5.0,23625,0.7985,0.6893,0.0921,0.7834,332,True
ACH-000139,Balsalazide (sodium hydrate),5.0,23774,0.7875,0.6889,0.0752,0.8201,189,True
ACH-000139,Belumosudil,0.05,22272,0.6877,0.7854,0.0297,0.3961,310,True
ACH-000139,Belumosudil,0.5,24525,0.7399,0.6904,0.0195,-0.0682,463,True
ACH-000139,Belumosudil,5.0,21923,0.7324,0.7986,0.0157,-0.1801,689,True
ACH-000139,Berbamine,0.5,23576,0.7375,0.7231,-0.0396,-0.3168,1310,True
ACH-000139,Berbamine,5.0,23048,0.777,0.6825,0.0442,0.7593,159,True
ACH-000139,Berbamine (dihydrochloride),0.05,21995,0.6801,0.7971,0.0266,0.4314,582,True
ACH-000139,Berbamine (dihydrochloride),0.5,24011,0.7619,0.6591,0.0206,0.0554,590,True
ACH-000139,Berbamine (dihydrochloride),5.0,22171,0.8151,0.7558,0.0201,0.0673,579,True
ACH-000139,Berberine (chloride hydrate),5.0,23604,0.7962,0.6784,0.0709,0.707,325,True
ACH-000139,Bergenin,5.0,23259,0.788,0.6892,0.0561,0.5944,239,True
ACH-000139,Bimatoprost,5.0,23767,0.7764,0.747,0.0755,0.6636,399,True
ACH-000139,Binimetinib,0.05,24113,0.7829,0.7362,0.1026,0.6482,1698,True
ACH-000139,Binimetinib,0.5,24332,0.77,0.8188,0.079,0.4528,1494,True
ACH-000139,Binimetinib,5.0,21643,0.6389,0.8671,0.0995,0.612,2008,True
ACH-000139,Busulfan,5.0,22942,0.8019,0.718,0.0939,0.7074,491,True
ACH-000139,Captopril,0.05,22957,0.7413,0.7454,0.0395,-0.1519,1385,True
ACH-000139,Cepharanthine,5.0,22853,0.7911,0.8404,0.0878,0.7835,480,True
ACH-000139,Chlorhexidine (diacetate),0.5,23770,0.7486,0.7248,-0.0112,-0.1322,1349,True
ACH-000139,Chlorhexidine (diacetate),5.0,23702,0.7802,0.6863,0.0694,0.8105,281,True
ACH-000139,Ciclopirox,5.0,22538,0.7726,0.7504,0.1002,0.6766,331,True
ACH-000139,Clonidine (hydrochloride),5.0,24097,0.8029,0.6916,0.084,0.7701,334,True
ACH-000139,Clotrimazole,5.0,23607,0.774,0.7401,0.0642,0.733,263,True
ACH-000139,Cloxacillin (sodium),5.0,23442,0.7923,0.6641,0.0668,0.6713,302,True
ACH-000139,Cysteamine (hydrochloride),5.0,23542,0.7737,0.6805,0.046,0.6376,195,True
ACH-000139,Cytarabine,0.05,22701,0.7105,0.7877,0.0351,0.1846,611,True
ACH-000139,Cytarabine,0.5,24133,0.7522,0.6652,0.0029,-0.1006,438,True
ACH-000139,Cytarabine,5.0,22350,0.6737,0.8164,0.0232,0.3415,485,True
ACH-000139,DTP3,0.05,23426,3.3862,0.739,0.0028,-0.0074,7426,True
ACH-000139,Daidzin,0.05,22204,0.7077,0.7898,0.0043,-0.1273,737,True
ACH-000139,Daidzin,0.5,23966,0.7576,0.6618,0.0089,-0.1464,514,True
ACH-000139,Daidzin,5.0,22426,0.819,0.7471,0.0117,0.056,604,True
ACH-000139,Darinaparsin,5.0,23160,0.7943,0.7615,0.088,0.7651,550,True
ACH-000139,Demeclocycline,5.0,23251,0.7778,0.7202,0.0391,0.5893,311,True
ACH-000139,Diammonium Glycyrrhizinate,5.0,23246,0.7889,0.711,0.0991,0.7406,283,True
ACH-000139,Docetaxel,5.0,23744,0.7487,0.7578,0.0591,0.8458,337,True
ACH-000139,Elagolix sodium,5.0,22887,0.7914,0.71,0.0853,0.7059,476,True
ACH-000139,Flumatinib (mesylate),0.05,21659,0.6699,0.8112,0.0008,0.3441,644,True
ACH-000139,Flumatinib (mesylate),0.5,24079,0.7431,0.7187,0.019,0.354,714,True
ACH-000139,Flumatinib (mesylate),5.0,22123,0.701,0.7892,0.0076,-0.297,529,True
ACH-000139,Fluvoxamine (maleate),5.0,23159,0.7911,0.7197,0.0826,0.774,333,True
ACH-000139,Folic acid,5.0,22907,0.7733,0.6476,0.043,0.5776,99,True
ACH-000139,Fumaric acid,0.05,21952,0.6913,0.8213,0.0109,0.1028,477,True
ACH-000139,Fumaric acid,0.5,24428,0.7605,0.7145,0.0128,0.2829,499,True
ACH-000139,Fumaric acid,5.0,22896,0.7471,0.8119,-0.0439,-0.295,567,True
ACH-000139,Furosemide,5.0,23389,0.7583,0.7005,0.0569,0.7497,107,True
ACH-000139,Fusidic acid,5.0,23423,0.7804,0.6885,0.0905,0.825,183,True
ACH-000139,Gallic acid,5.0,23379,0.8018,0.6796,0.0636,0.7706,250,True
ACH-000139,Gallic acid (hydrate),5.0,23122,0.8032,0.7268,0.0779,0.7116,388,True
ACH-000139,Gemfibrozil,5.0,23312,0.7945,0.7268,0.0769,0.6905,566,True
ACH-000139,Goserelin (acetate),5.0,23612,0.8036,0.6829,0.0972,0.7811,368,True
ACH-000139,Hexylresorcinol,5.0,24279,0.7735,0.7086,0.066,0.8148,380,True
ACH-000139,Homoharringtonine,5.0,22599,1.2653,1.3873,0.5871,0.8632,5876,True
ACH-000139,Hydroxyfasudil,0.05,23326,2.1769,0.7186,0.0077,0.0393,371,True
ACH-000139,Idarubicin (hydrochloride),5.0,24526,1.3824,1.4507,0.6198,0.8572,6773,True
ACH-000139,Irinotecan (hydrochloride),0.05,21241,0.7257,0.7774,0.0191,0.1744,1548,True
ACH-000139,Irinotecan (hydrochloride),0.5,24180,0.7868,0.6884,-0.0138,-0.2433,1260,True
ACH-000139,Irinotecan (hydrochloride),5.0,22365,0.7761,0.7602,-0.0223,-0.3176,1377,True
ACH-000139,Isocorydine,5.0,23563,0.7894,0.6773,0.0626,0.6878,411,True
ACH-000139,L-Thyroxine (sodium salt pentahydrate),5.0,21742,2.0857,0.6484,-0.0075,0.0125,304,True
ACH-000139,Larotrectinib,5.0,23145,0.779,0.7907,0.0931,0.6214,258,True
ACH-000139,Lenalidomide (hemihydrate),5.0,22671,0.7782,0.7155,0.1072,0.8228,337,True
ACH-000139,Lidocaine (hydrochloride),5.0,22649,0.8036,0.7943,0.1013,0.6627,793,True
ACH-000139,Lipoic acid,5.0,23564,0.7765,0.6761,0.0613,0.8393,145,True
ACH-000139,Lumateperone (tosylate),5.0,23405,0.7885,0.675,0.0699,0.7902,154,True
ACH-000139,Malotilate,0.05,23069,0.7801,0.744,0.0247,-0.0836,2578,True
ACH-000139,Medroxyprogesterone acetate,5.0,22594,0.79,0.712,0.1128,0.5987,428,True
ACH-000139,Megestrol,5.0,23652,0.7651,0.7144,0.0674,0.744,351,True
ACH-000139,Methylprednisolone succinate,0.05,23048,3.0157,0.7205,-0.0051,0.0133,1822,True
ACH-000139,Mitoxantrone (dihydrochloride),5.0,23455,0.7847,1.0005,0.0911,0.5174,329,True
ACH-000139,Naproxen,0.05,21196,0.6461,0.7773,0.0141,0.0297,191,True
ACH-000139,Naproxen,0.5,24178,0.7405,0.6981,-0.0165,-0.4598,324,True
ACH-000139,Naproxen,5.0,22055,0.6943,0.7652,0.0081,-0.4466,317,True
ACH-000139,Neratinib (maleate),5.0,23190,0.8088,0.7292,0.1045,0.7287,488,True
ACH-000139,Norepinephrine (hydrochloride),5.0,22989,0.7821,0.744,0.0743,0.7072,263,True
ACH-000139,Olanzapine,5.0,23354,0.7805,0.7283,0.0913,0.8396,345,True
ACH-000139,Palmatine (chloride),5.0,23010,0.7745,0.7166,0.0714,0.8815,215,True
ACH-000139,Pasireotide (acetate),5.0,23810,0.8136,0.7091,0.0853,0.6646,620,True
ACH-000139,Pentagastrin,5.0,23790,0.798,0.6691,0.067,0.7345,281,True
ACH-000139,Pentamidine (isethionate),0.5,22725,0.7756,0.7291,0.0476,-0.2642,515,True
ACH-000139,Pentamidine (isethionate),5.0,23403,0.7597,0.7548,0.0642,0.7841,307,True
ACH-000139,Pralsetinib,0.05,23960,0.748,0.7289,0.0211,0.0634,1151,True
ACH-000139,Pravastatin (sodium),0.05,21193,0.6704,0.7693,0.0152,0.1329,411,True
ACH-000139,Pravastatin (sodium),0.5,23713,0.746,0.6814,0.0217,-0.1192,462,True
ACH-000139,Pravastatin (sodium),5.0,22360,0.7662,0.7638,-0.0384,-0.3437,847,True
ACH-000139,Pyridoxine,5.0,23051,0.7854,0.7313,0.0746,0.7394,293,True
ACH-000139,Pyridoxine (hydrochloride),5.0,23274,0.7863,0.6593,0.0811,0.6532,224,True
ACH-000139,Quinestrol,5.0,23590,0.7786,0.712,0.0643,0.7717,266,True
ACH-000139,Radotinib,5.0,23035,0.8187,0.7281,0.1166,0.718,886,True
ACH-000139,Raltitrexed,5.0,23590,0.7911,0.6745,0.0873,0.7406,288,True
ACH-000139,Rapamycin,5.0,23239,0.8025,0.7501,0.0949,0.6094,398,True
ACH-000139,Regorafenib,0.05,24023,0.7246,0.7265,-0.0066,-0.0693,757,True
ACH-000139,Regorafenib,0.5,24242,0.7622,0.6794,0.003,-0.4431,397,True
ACH-000139,Regorafenib,5.0,21959,0.6791,0.8284,-0.0012,-0.117,419,True
ACH-000139,Relugolix,5.0,23538,0.7815,0.651,0.0305,0.6907,164,True
ACH-000139,Resveratrol,5.0,22709,0.8101,0.6877,0.084,0.5134,615,True
ACH-000139,Retinoic acid,5.0,23846,0.786,0.7018,0.0794,0.6932,465,True
ACH-000139,Riluzole hydrochloride,5.0,23796,0.7974,0.7421,0.1043,0.7792,864,True
ACH-000139,Rimonabant,5.0,23274,0.782,0.7121,0.0804,0.7629,325,True
ACH-000139,Ritonavir,5.0,23007,0.7842,0.7377,0.0851,0.8018,374,True
ACH-000139,Ropivacaine (hydrochloride monohydrate),5.0,23067,0.8001,0.7068,0.1007,0.7366,462,True
ACH-000139,S-Adenosyl-L-methionine (disulfate tosylate),5.0,23301,0.8064,0.722,0.1115,0.8521,552,True
ACH-000139,Salicylic acid,5.0,23415,0.7565,0.766,0.0748,0.7256,189,True
ACH-000139,Saquinavir,5.0,22267,0.7932,0.7704,0.1219,0.6368,372,True
ACH-000139,Selinexor ,5.0,22063,1.0451,0.8278,0.268,0.6615,1379,True
ACH-000139,Sinomenine,5.0,23232,0.7925,0.6935,0.0727,0.759,330,True
ACH-000139,Sodium Salicylate,5.0,23970,0.7779,0.7653,0.0651,0.6565,689,True
ACH-000139,Sonidegib,0.05,23339,2.5726,0.7119,0.0112,-0.0175,2721,True
ACH-000139,Sulfisoxazole,0.5,22792,0.7942,0.7468,0.0847,0.1605,1041,True
ACH-000139,Sulfisoxazole,5.0,23250,0.7949,0.7247,0.0935,0.6095,280,True
ACH-000139,Temsirolimus,5.0,23047,0.7919,0.756,0.1061,0.771,473,True
ACH-000139,Terfenadine,0.5,22447,0.829,0.7217,0.0415,-0.1295,1529,True
ACH-000139,Terfenadine,5.0,23003,0.8027,0.7157,0.0678,0.7346,469,True
ACH-000139,Thymol,5.0,22816,0.7953,0.7197,0.0604,0.593,400,True
ACH-000139,Tofacitinib,5.0,23099,0.7969,0.7479,0.1166,0.7947,371,True
ACH-000139,Tofacitinib (citrate),5.0,23572,0.792,0.7409,0.0774,0.5997,593,True
ACH-000139,Tolcapone,5.0,23498,0.793,0.7094,0.066,0.7176,250,True
ACH-000139,Topotecan (hydrochloride),0.05,21045,0.6596,0.802,-0.0118,-0.0944,616,True
ACH-000139,Topotecan (hydrochloride),0.5,24146,0.7422,0.7865,-0.0273,-0.4013,496,True
ACH-000139,Topotecan (hydrochloride),5.0,21666,0.6863,1.0446,-0.0154,-0.1841,576,True
ACH-000139,Trametinib,0.05,23780,0.7611,0.7764,0.1406,0.4932,1391,True
ACH-000139,Trametinib,0.5,24116,0.7774,0.7944,0.1221,0.5132,1344,True
ACH-000139,Trametinib,5.0,22725,0.6948,0.9498,0.1016,0.5517,2319,True
ACH-000139,Triamcinolone,5.0,23442,0.8081,0.8039,0.1299,0.7725,935,True
ACH-000139,Triclosan,5.0,23543,0.7727,0.7318,0.0598,0.7809,265,True
ACH-000139,Trifluridine,5.0,22876,0.758,0.7049,0.0632,0.707,111,True
ACH-000139,Trimetrexate,5.0,22986,0.7869,0.756,0.0946,0.6446,239,True
ACH-000139,Tucidinostat,5.0,23970,0.8527,1.0423,0.2725,0.8392,1115,True
ACH-000139,Vilanterol,5.0,22904,0.7908,0.7384,0.0998,0.7235,587,True
ACH-000139,Vinblastine (sulfate),5.0,23208,0.8122,0.8424,0.1312,0.7563,773,True
ACH-000139,olaparib,0.05,23309,2.9626,0.7124,0.0639,0.0636,133,True
ACH-000148,(R)-Verapamil (hydrochloride),5.0,24691,0.7714,0.7178,0.0445,0.7049,173,True
ACH-000148,18β-Glycyrrhetinic acid,5.0,23966,0.7855,0.809,0.0836,0.6028,369,True
ACH-000148,8-Hydroxyquinoline,5.0,24528,0.8108,0.6872,0.0693,0.6927,606,True
ACH-000148,Abemaciclib,0.05,23566,3.2997,0.7365,0.0256,0.0091,6835,True
ACH-000148,Acetohexamide,5.0,24399,0.8004,0.7382,0.0458,0.1371,527,True
ACH-000148,Adagrasib,0.05,33895,0.4565,0.5138,0.1237,0.7769,2301,True
ACH-000148,Adenine,5.0,24387,0.7981,0.6616,0.0436,0.5848,591,True
ACH-000148,Adenosine,5.0,24540,0.7719,0.7804,0.052,0.6739,519,True
ACH-000148,Afatinib,0.05,24659,0.6299,0.807,0.042,-0.0742,1165,False
ACH-000148,Afatinib,0.5,27895,0.6289,0.7062,0.0225,-0.1338,764,False
ACH-000148,Afatinib,5.0,25208,0.6227,0.8924,0.0035,0.3282,798,False
ACH-000148,Aliskiren,5.0,24647,0.7722,0.7153,0.0558,0.7016,254,True
ACH-000148,Allantoin,5.0,24172,0.8218,0.7261,0.0862,0.5852,1170,True
ACH-000148,Almonertinib (hydrochloride),5.0,23855,0.8027,0.7248,0.0943,0.5695,593,True
ACH-000148,Almonertinib (mesylate),0.05,22474,0.7218,0.7991,0.0102,0.2796,548,True
ACH-000148,Almonertinib (mesylate),0.5,25770,0.7934,0.7004,0.0162,0.657,951,True
ACH-000148,Almonertinib (mesylate),5.0,23497,0.83,0.7032,-0.0186,-0.1533,523,True
ACH-000148,Amsacrine,5.0,24705,0.8143,0.7549,0.1032,0.6858,938,True
ACH-000148,Anethole trithione,5.0,24433,0.7979,0.6979,0.1095,0.7381,570,True
ACH-000148,Artesunate,5.0,24348,0.8275,0.7174,0.1089,0.7994,946,True
ACH-000148,Azithromycin (hydrate),5.0,24091,0.7978,0.7647,0.0842,0.4828,583,True
ACH-000148,Baicalin,5.0,24760,0.8061,0.6911,0.0757,0.664,355,True
ACH-000148,Balsalazide (sodium hydrate),5.0,25033,0.7919,0.687,0.0465,0.6442,274,True
ACH-000148,Belumosudil,0.05,23316,0.7225,0.7867,0.0141,0.4149,860,True
ACH-000148,Belumosudil,0.5,25197,0.7801,0.7341,0.0243,0.4325,1160,True
ACH-000148,Belumosudil,5.0,22758,0.7769,0.8417,0.0261,-0.1472,759,True
ACH-000148,Berbamine,0.5,24998,0.7718,0.7219,-0.0352,-0.2226,996,True
ACH-000148,Berbamine,5.0,24079,0.77,0.7027,0.054,0.727,271,True
ACH-000148,Berbamine (dihydrochloride),0.05,23137,0.7126,0.8044,0.021,0.3494,832,True
ACH-000148,Berbamine (dihydrochloride),0.5,24981,0.8005,0.664,-0.0084,0.1456,519,True
ACH-000148,Berbamine (dihydrochloride),5.0,23053,0.8473,0.7653,0.0164,0.0894,660,True
ACH-000148,Berberine (chloride hydrate),5.0,24744,0.8033,0.6805,0.0704,0.5729,300,True
ACH-000148,Bergenin,5.0,24401,0.7896,0.6982,0.048,0.6882,305,True
ACH-000148,Bimatoprost,5.0,24709,0.7997,0.7409,0.0657,0.4391,594,True
ACH-000148,Binimetinib,0.05,25387,0.7842,0.6884,0.0632,0.5787,1344,True
ACH-000148,Binimetinib,0.5,26237,0.7593,0.8108,0.048,0.2106,1810,True
ACH-000148,Binimetinib,5.0,23158,0.6826,0.8964,0.0569,0.3549,3628,True
ACH-000148,Busulfan,5.0,23950,0.8028,0.7006,0.0997,0.6571,603,True
ACH-000148,Captopril,0.05,24017,0.7371,0.7837,0.0442,-0.101,797,True
ACH-000148,Cepharanthine,5.0,24042,0.7944,0.89,0.0767,0.6576,687,True
ACH-000148,Chlorhexidine (diacetate),0.5,24739,0.7832,0.7164,-0.0136,-0.1217,830,True
ACH-000148,Chlorhexidine (diacetate),5.0,24560,0.8044,0.7432,0.1068,0.763,546,True
ACH-000148,Ciclopirox,5.0,23699,0.7755,0.7704,0.1006,0.6077,446,True
ACH-000148,Clonidine (hydrochloride),5.0,25162,0.8127,0.6617,0.0708,0.7481,322,True
ACH-000148,Clotrimazole,5.0,24540,0.7843,0.7499,0.0579,0.6605,361,True
ACH-000148,Cloxacillin (sodium),5.0,24573,0.7907,0.6629,0.0406,0.6978,160,True
ACH-000148,Cysteamine (hydrochloride),5.0,24247,0.7844,0.6612,0.0506,0.4633,298,True
ACH-000148,Cytarabine,0.05,24052,0.7518,0.7902,0.019,0.2538,955,True
ACH-000148,Cytarabine,0.5,24964,0.7911,0.6924,0.0138,0.3496,739,True
ACH-000148,Cytarabine,5.0,23630,0.7236,0.8269,0.0094,0.442,596,True
ACH-000148,Daidzin,0.05,23158,0.7594,0.7707,-0.0033,-0.1845,742,True
ACH-000148,Daidzin,0.5,24864,0.812,0.6459,-0.0027,0.1352,831,True
ACH-000148,Daidzin,5.0,23329,0.8352,0.7311,-0.001,-0.0812,593,True
ACH-000148,Darinaparsin,5.0,24353,0.8072,0.7845,0.0823,0.7208,673,True
ACH-000148,Demeclocycline,5.0,24484,0.7874,0.7206,0.0568,0.577,400,True
ACH-000148,Diammonium Glycyrrhizinate,5.0,24534,0.7929,0.7185,0.0622,0.8184,336,True
ACH-000148,Docetaxel,5.0,25469,0.7859,0.789,0.0654,0.6988,1227,True
ACH-000148,Elagolix sodium,5.0,23900,0.8156,0.7143,0.0883,0.4836,875,True
ACH-000148,Flumatinib (mesylate),0.05,22836,0.694,0.8251,0.03,0.3662,628,True
ACH-000148,Flumatinib (mesylate),0.5,24803,0.7847,0.7992,0.0489,0.5867,1253,True
ACH-000148,Flumatinib (mesylate),5.0,23105,0.7545,0.7784,-0.0079,-0.2849,431,True
ACH-000148,Fluvoxamine (maleate),5.0,24210,0.7912,0.7474,0.0974,0.7821,387,True
ACH-000148,Folic acid,5.0,23835,0.7984,0.647,0.0484,0.4622,256,True
ACH-000148,Fumaric acid,0.05,23038,0.7284,0.8265,0.0094,0.0469,643,True
ACH-000148,Fumaric acid,0.5,25125,0.7816,0.7552,0.025,0.5499,768,True
ACH-000148,Fumaric acid,5.0,23978,0.7911,0.8087,-0.0419,-0.3263,743,True
ACH-000148,Furosemide,5.0,24536,0.7628,0.7276,0.0245,0.616,384,True
ACH-000148,Fusidic acid,5.0,24435,0.7871,0.7002,0.0479,0.674,198,True
ACH-000148,Gallic acid,5.0,24645,0.8039,0.667,0.0596,0.6629,340,True
ACH-000148,Gallic acid (hydrate),5.0,24288,0.8064,0.7399,0.0738,0.6123,401,True
ACH-000148,Gemfibrozil,5.0,24421,0.792,0.74,0.0566,0.7045,574,True
ACH-000148,Goserelin (acetate),5.0,24683,0.8172,0.675,0.0653,0.7183,467,True
ACH-000148,Hexylresorcinol,5.0,25248,0.8051,0.7056,0.0572,0.6995,525,True
ACH-000148,Homoharringtonine,5.0,24793,1.5693,1.7064,0.7085,0.8888,8502,True
ACH-000148,Hydroxyfasudil,0.05,23808,2.0717,0.731,-0.0338,-0.0307,535,True
ACH-000148,Idarubicin (hydrochloride),5.0,26534,1.4822,1.564,0.6564,0.8788,8153,True
ACH-000148,Irinotecan (hydrochloride),0.05,22238,0.7839,0.7919,0.0203,0.1735,1528,True
ACH-000148,Irinotecan (hydrochloride),0.5,24990,0.8664,0.7322,-0.0235,0.0913,2530,True
ACH-000148,Irinotecan (hydrochloride),5.0,23421,0.8769,0.7548,-0.0355,-0.1241,2189,True
ACH-000148,Isocorydine,5.0,24400,0.8171,0.6848,0.0555,0.5683,603,True
ACH-000148,L-Thyroxine (sodium salt pentahydrate),5.0,22936,2.8513,0.6394,0.0014,0.0867,232,True
ACH-000148,Larotrectinib,5.0,24444,0.7957,0.8238,0.1031,0.6598,360,True
ACH-000148,Lenalidomide (hemihydrate),5.0,23891,0.7922,0.7209,0.0813,0.7096,350,True
ACH-000148,Lidocaine (hydrochloride),5.0,23995,0.8213,0.8228,0.0846,0.4299,1195,True
ACH-000148,Lipoic acid,5.0,24770,0.7814,0.691,0.033,0.7205,217,True
ACH-000148,Lumateperone (tosylate),5.0,24487,0.7958,0.6705,0.0588,0.6044,232,True
ACH-000148,Malotilate,0.05,24128,0.8055,0.7738,0.0393,0.08,3723,True
ACH-000148,Medroxyprogesterone acetate,5.0,23941,0.8043,0.7478,0.1047,0.5651,875,True
ACH-000148,Megestrol,5.0,25014,0.7753,0.7412,0.0396,0.5967,659,True
ACH-000148,Methylprednisolone succinate,0.05,23503,3.2812,0.7322,-0.011,-0.0012,6679,True
ACH-000148,Mitoxantrone (dihydrochloride),5.0,24755,0.8122,1.1875,0.1201,0.5593,725,True
ACH-000148,Naproxen,0.05,22255,0.6884,0.7922,0.0259,0.0495,325,True
ACH-000148,Naproxen,0.5,25054,0.7683,0.7386,-0.0147,0.2697,631,True
ACH-000148,Naproxen,5.0,23201,0.7436,0.7674,0.0006,-0.4621,216,True
ACH-000148,Neratinib (maleate),5.0,24370,0.8045,0.7098,0.1001,0.6661,453,True
ACH-000148,Norepinephrine (hydrochloride),5.0,24182,0.792,0.7475,0.0605,0.4687,552,True
ACH-000148,Olanzapine,5.0,24320,0.8088,0.727,0.0741,0.6329,560,True
ACH-000148,PF-06260933,0.05,23688,3.3728,0.7173,-0.0425,-0.0152,7617,True
ACH-000148,Palmatine (chloride),5.0,24152,0.7877,0.7371,0.0811,0.5772,426,True
ACH-000148,Pasireotide (acetate),5.0,24647,0.8432,0.6914,0.084,0.6083,842,True
ACH-000148,Pentagastrin,5.0,24929,0.8086,0.6541,0.0435,0.5145,348,True
ACH-000148,Pentamidine (isethionate),0.5,23679,0.798,0.7145,0.0247,0.0056,344,True
ACH-000148,Pentamidine (isethionate),5.0,24659,0.8034,0.8081,0.0761,0.6248,994,True
ACH-000148,Pralsetinib,0.05,24653,0.7683,0.7608,0.0282,0.0572,1079,True
ACH-000148,Pravastatin (sodium),0.05,22191,0.7262,0.7895,0.0329,0.2629,569,True
ACH-000148,Pravastatin (sodium),0.5,24470,0.8074,0.6975,0.0108,0.4005,1185,True
ACH-000148,Pravastatin (sodium),5.0,23395,0.8034,0.7515,-0.0229,-0.2848,981,True
ACH-000148,Pyridoxine,5.0,24039,0.7935,0.7612,0.0602,0.4897,449,True
ACH-000148,Pyridoxine (hydrochloride),5.0,24088,0.8342,0.6603,0.0693,0.4756,747,True
ACH-000148,Quinestrol,5.0,24723,0.7798,0.7283,0.0791,0.7925,311,True
ACH-000148,Radotinib,5.0,23936,0.8332,0.7429,0.1328,0.7024,1169,True
ACH-000148,Ralimetinib dimesylate,0.05,23489,3.199,0.7456,-0.0024,-0.0049,5402,True
ACH-000148,Raltitrexed,5.0,24890,0.803,0.6639,0.0652,0.7787,334,True
ACH-000148,Rapamycin,5.0,24371,0.8228,0.7583,0.0662,0.5003,760,True
ACH-000148,Regorafenib,0.05,24526,0.7484,0.7299,-0.0034,-0.1006,705,True
ACH-000148,Regorafenib,0.5,24801,0.7914,0.6787,0.0235,-0.2516,310,True
ACH-000148,Regorafenib,5.0,22969,0.714,0.8533,0.0006,-0.2768,492,True
ACH-000148,Relugolix,5.0,24685,0.7958,0.6456,0.0337,0.5806,210,True
ACH-000148,Resveratrol,5.0,23864,0.8155,0.7118,0.0815,0.526,662,True
ACH-000148,Retinoic acid,5.0,24899,0.8,0.7186,0.0885,0.7262,502,True
ACH-000148,Riluzole hydrochloride,5.0,24766,0.8166,0.7441,0.1007,0.7745,775,True
ACH-000148,Rimonabant,5.0,24459,0.7895,0.6976,0.0685,0.7558,335,True
ACH-000148,Ritonavir,5.0,24230,0.792,0.745,0.0789,0.7032,478,True
ACH-000148,Ropivacaine (hydrochloride monohydrate),5.0,24171,0.8016,0.7072,0.0951,0.7971,645,True
ACH-000148,S-Adenosyl-L-methionine (disulfate tosylate),5.0,24514,0.8046,0.7548,0.0965,0.8401,482,True
ACH-000148,Salicylic acid,5.0,24678,0.7573,0.8395,0.0634,0.6058,369,True
ACH-000148,Saquinavir,5.0,23385,0.7948,0.8038,0.1314,0.5161,368,True
ACH-000148,Selinexor ,5.0,23436,1.1131,0.7999,0.2496,0.6307,1894,True
ACH-000148,Sinomenine,5.0,24352,0.7887,0.7027,0.0706,0.6834,356,True
ACH-000148,Sodium Salicylate,5.0,25194,0.7953,0.7646,0.0522,0.5439,929,True
ACH-000148,Sonidegib,0.05,23860,2.6514,0.7308,-0.0095,-0.0564,288,True
ACH-000148,Sulfisoxazole,0.5,23917,0.8026,0.7445,0.0615,0.1466,677,True
ACH-000148,Sulfisoxazole,5.0,24369,0.8039,0.7357,0.082,0.5485,220,True
ACH-000148,Temsirolimus,5.0,24399,0.7899,0.7733,0.0964,0.7334,523,True
ACH-000148,Terfenadine,0.5,23309,0.8039,0.7321,0.0444,0.0681,538,True
ACH-000148,Terfenadine,5.0,24081,0.8183,0.7582,0.0978,0.6155,707,True
ACH-000148,Thymol,5.0,23997,0.7901,0.7234,0.0594,0.5644,684,True
ACH-000148,Tofacitinib,5.0,24205,0.8019,0.7406,0.0932,0.6405,535,True
