stack_symbol,entrez_id,match
ENDOD1,23052,symbol
ENDOG,2021,symbol
ENDOU,8909,symbol
ENDOV,284131,symbol
ENG,2022,symbol
ENGASE,64772,symbol
ENHO,375704,symbol
ENKD1,84080,symbol
ENKUR,219670,symbol
ENO1,2023,symbol
ENO2,2026,symbol
ENO3,2027,symbol
ENO4,387712,symbol
ENOPH1,58478,symbol
ENOSF1,55556,symbol
ENOX1,55068,symbol
ENOX2,10495,symbol
ENSA,2029,symbol
ENTHD1,150350,symbol
ENTPD1,953,symbol
ENTPD2,954,symbol
ENTPD3,956,symbol
ENTPD4,9583,symbol
ENTPD6,955,symbol
ENTPD7,57089,symbol
ENTPD8,377841,symbol
ENTR1,10807,symbol
ENY2,56943,symbol
EOGT,285203,symbol
EOMES,8320,symbol
EPAS1,2034,symbol
EPB41,2035,symbol
EPB41L1,2036,symbol
EPB41L2,2037,symbol
EPB41L3,23136,symbol
EPB41L4A,64097,symbol
EPB41L4B,54566,symbol
EPB41L5,57669,symbol
EPB42,2038,symbol
EPC1,80314,symbol
EPCAM,4072,symbol
EPDR1,54749,symbol
EPG5,57724,symbol
EPGN,255324,symbol
EPHA1,2041,symbol
EPHA10,284656,symbol
EPHA2,1969,symbol
EPHA3,2042,symbol
EPHA4,2043,symbol
EPHA5,2044,symbol
EPHA6,285220,symbol
EPHA7,2045,symbol
EPHB1,2047,symbol
EPHB2,2048,symbol
EPHB3,2049,symbol
EPHB4,2050,symbol
EPHB6,2051,symbol
EPHX1,2052,symbol
EPHX2,2053,symbol
EPHX3,79852,symbol
EPHX4,253152,symbol
EPM2A,7957,symbol
EPN1,29924,symbol
EPN2,22905,symbol
EPO,2056,symbol
EPPK1,83481,symbol
EPS15,2060,symbol
EPS15L1,58513,symbol
EPS8,2059,symbol
EPS8L1,54869,symbol
EPS8L2,64787,symbol
EPSTI1,94240,symbol
EPX,8288,symbol
EPYC,1833,symbol
EQTN,54586,symbol
ERAL1,26284,symbol
ERAS,3266,symbol
ERBB3,2065,symbol
ERBB4,2066,symbol
ERBIN,55914,symbol
ERC1,23085,symbol
ERC2,26059,symbol
ERCC1,2067,symbol
ERCC2,2068,symbol
ERCC3,2071,symbol
ERCC5,2073,symbol
ERCC6,2074,symbol
ERCC6L,54821,symbol
ERCC8,1161,symbol
EREG,2069,symbol
ERFL,390937,symbol
ERG,2078,symbol
ERG28,11161,symbol
ERGIC1,57222,symbol
ERGIC3,51614,symbol
ERH,2079,symbol
ERI1,90459,symbol
ERI2,112479,symbol
ERI3,79033,symbol
ERICH1,157697,symbol
ERICH2,285141,symbol
ERICH3,127254,symbol
ERICH5,203111,symbol
ERICH6,131831,symbol
ERLIN1,10613,symbol
ERMARD,55780,symbol
ERMN,57471,symbol
ERN1,2081,symbol
ERN2,10595,symbol
ERO1A,30001,symbol
ERO1B,56605,symbol
ERRFI1,54206,symbol
ERVFRD-1,405754,symbol
ERVH48-1,90625,symbol
ERVMER34-1,100288413,symbol
ERVV-1,147664,symbol
ERVV-2,100271846,symbol
ERVW-1,30816,symbol
ESAM,90952,symbol
ESCO2,157570,symbol
ESD,2098,symbol
ESF1,51575,symbol
ESM1,11082,symbol
ESPL1,9700,symbol
ESPN,83715,symbol
ESPNL,339768,symbol
ESR1,2099,symbol
ESR2,2100,symbol
ESRRA,2101,symbol
ESRRB,2103,symbol
ESRRG,2104,symbol
ESS2,8220,symbol
ESYT1,23344,symbol
ESYT2,57488,symbol
ESYT3,83850,symbol
ETAA1,54465,symbol
ETF1,2107,symbol
ETFA,2108,symbol
ETFB,2109,symbol
ETFBKMT,254013,symbol
ETFRF1,144363,symbol
ETHE1,23474,symbol
ETNK1,55500,symbol
ETNPPL,64850,symbol
ETS1,2113,symbol
ETS2,2114,symbol
ETV1,2115,symbol
ETV2,2116,symbol
ETV3,2117,symbol
ETV3L,440695,symbol
ETV4,2118,symbol
ETV5,2119,symbol
ETV6,2120,symbol
ETV7,51513,symbol
EVA1A,84141,symbol
EVA1B,55194,symbol
EVA1C,59271,symbol
EVC,2121,symbol
EVC2,132884,symbol
EVI2A,2123,symbol
EVI2B,2124,symbol
EVI5,7813,symbol
EVI5L,115704,symbol
EVL,51466,symbol
EVPL,2125,symbol
EVPLL,645027,symbol
EWSR1,2130,symbol
EXD1,161829,symbol
EXD2,55218,symbol
EXO1,9156,symbol
EXO5,64789,symbol
EXOC1,55763,symbol
EXOC2,55770,symbol
EXOC3L2,90332,symbol
EXOC4,60412,symbol
EXOC6,54536,symbol
EXOC6B,23233,symbol
EXOC7,23265,symbol
EXOC8,149371,symbol
EXOG,9941,symbol
EXOSC1,51013,symbol
EXOSC10,5394,symbol
EXOSC4,54512,symbol
EXOSC5,56915,symbol
EXOSC6,118460,symbol
EXOSC7,23016,symbol
EXOSC8,11340,symbol
EXOSC9,5393,symbol
EXPH5,23086,symbol
EXT1,2131,symbol
EXT2,2132,symbol
EXTL1,2134,symbol
EXTL2,2135,symbol
EXTL3,2137,symbol
EYA1,2138,symbol
EYA2,2139,symbol
EYA3,2140,symbol
EYA4,2070,symbol
EYS,346007,symbol
EZH1,2145,symbol
EZH2,2146,symbol
EZR,7430,symbol
F10,2159,symbol
F11,2160,symbol
F11R,50848,symbol
F12,2161,symbol
F13A1,2162,symbol
F2,2147,symbol
F2R,2149,symbol
F2RL1,2150,symbol
F2RL2,2151,symbol
F2RL3,9002,symbol
F3,2152,symbol
F5,2153,symbol
F7,2155,symbol
F8,2157,symbol
F8A1,8263,symbol
FA2H,79152,symbol
FAAH,2166,symbol
FAAH2,158584,symbol
FADD,8772,symbol
FADS1,3992,symbol
FADS2,9415,symbol
FADS3,3995,symbol
FADS6,283985,symbol
FAF1,11124,symbol
FAF2,23197,symbol
FAHD1,81889,symbol
FAHD2A,51011,symbol
FAHD2B,151313,symbol
FAIM2,23017,symbol
FAM107A,11170,symbol
FAM107B,83641,symbol
FAM110A,83541,symbol
FAM110B,90362,symbol
FAM110C,642273,symbol
FAM110D,79927,symbol
FAM111A,63901,symbol
FAM111B,374393,symbol
FAM117A,81558,symbol
FAM117B,150864,symbol
FAM118A,55007,symbol
FAM120B,84498,symbol
FAM122B,159090,alias
FAM122C,159091,alias
FAM124A,220108,symbol
FAM131A,131408,symbol
FAM131C,348487,symbol
FAM133A,286499,symbol
FAM135A,57579,symbol
FAM135B,51059,symbol
FAM136A,84908,symbol
FAM13A,10144,symbol
FAM13B,51306,symbol
FAM13C,220965,symbol
FAM149A,25854,symbol
FAM149B1,317662,symbol
FAM151A,338094,symbol
FAM151B,167555,symbol
FAM153A,285596,symbol
FAM155A,728215,alias
FAM155B,27112,alias
FAM156A,29057,symbol
FAM160A1,729830,alias
FAM160A2,84067,alias
FAM160B1,57700,alias
FAM160B2,64760,alias
FAM161A,84140,symbol
FAM161B,145483,symbol
FAM162A,26355,symbol
FAM162B,221303,symbol
FAM163A,148753,symbol
FAM167A,83648,symbol
FAM167B,84734,symbol
FAM168A,23201,symbol
FAM168B,130074,symbol
FAM169A,26049,symbol
FAM171A1,221061,symbol
FAM171A2,284069,symbol
FAM171B,165215,symbol
FAM174A,345757,symbol
FAM174B,400451,symbol
FAM174C,55009,symbol
FAM177A1,283635,symbol
FAM177B,400823,symbol
FAM178B,51252,symbol
FAM180A,389558,symbol
FAM181B,220382,symbol
FAM184A,79632,symbol
FAM184B,27146,symbol
FAM185A,222234,symbol
FAM186A,121006,symbol
FAM193A,8603,symbol
FAM193B,54540,symbol
FAM199X,139231,symbol
FAM200A,221786,symbol
FAM204A,63877,symbol
FAM207A,85395,alias
FAM209A,200232,symbol
FAM209B,388799,symbol
FAM20A,54757,symbol
FAM20B,9917,symbol
FAM20C,56975,symbol
FAM210A,125228,symbol
FAM210B,116151,symbol
FAM216A,29902,symbol
FAM216B,144809,symbol
FAM217A,222826,symbol
FAM219B,57184,symbol
FAM222B,55731,symbol
FAM227A,646851,symbol
FAM227B,196951,symbol
FAM228A,653140,symbol
FAM229A,100128071,symbol
FAM229B,619208,symbol
FAM234A,83986,symbol
FAM234B,57613,symbol
FAM237B,107986818,symbol
FAM241A,132720,symbol
FAM241B,219738,symbol
FAM24B,196792,symbol
FAM3A,60343,symbol
FAM3B,54097,symbol
FAM3C,10447,symbol
FAM43A,131583,symbol
FAM43B,163933,symbol
FAM49A,81553,alias
FAM49B,51571,alias
FAM53A,152877,symbol
FAM53B,9679,symbol
FAM53C,51307,symbol
FAM71A,149647,alias
FAM71D,161142,alias
FAM71F1,84691,alias
FAM71F2,346653,alias
FAM72A,729533,symbol
FAM72B,653820,symbol
FAM76A,199870,symbol
FAM76B,143684,symbol
FAM78A,286336,symbol
FAM78B,149297,symbol
FAM81A,145773,symbol
FAM81B,153643,symbol
FAM83A,84985,symbol
FAM83B,222584,symbol
FAM83D,81610,symbol
FAM83E,54854,symbol
FAM83G,644815,symbol
FAM83H,286077,symbol
FAM86B1,85002,symbol
FAM86B2,653333,symbol
FAM89A,375061,symbol
FAM8A1,51439,symbol
FAM90A1,55138,symbol
FAM92B,339145,alias
FAM98A,25940,symbol
FAM9B,171483,symbol
FAN1,22909,symbol
FANCA,2175,symbol
FANCB,2187,symbol
FANCC,2176,symbol
FANCD2OS,115795,symbol
FANCE,2178,symbol
FANCF,2188,symbol
FANCI,55215,symbol
FANCM,57697,symbol
FANK1,92565,symbol
FAR1,84188,symbol
FAR2,55711,symbol
FARS2,10667,symbol
FARSA,2193,symbol
FARSB,10056,symbol
FAS,355,symbol
FASLG,356,symbol
FASN,2194,symbol
FASTK,10922,symbol
FASTKD1,79675,symbol
FASTKD2,22868,symbol
FASTKD3,79072,symbol
FAT1,2195,symbol
FAT2,2196,symbol
FAT3,120114,symbol
FAT4,79633,symbol
FAU,2197,symbol
FAXC,84553,symbol
FAXDC2,10826,symbol
FBF1,85302,symbol
FBL,2091,symbol
FBLIM1,54751,symbol
FBLL1,345630,symbol
FBLN1,2192,symbol
FBLN2,2199,symbol
FBLN5,10516,symbol
FBLN7,129804,symbol
FBN1,2200,symbol
FBN2,2201,symbol
FBN3,84467,symbol
FBRS,64319,symbol
FBRSL1,57666,symbol
FBXL12,54850,symbol
FBXL13,222235,symbol
FBXL15,79176,symbol
FBXL16,146330,symbol
FBXL17,64839,symbol
FBXL19,54620,symbol
FBXL20,84961,symbol
FBXL22,283807,symbol
FBXL3,26224,symbol
FBXL5,26234,symbol
FBXL6,26233,symbol
FBXL7,23194,symbol
FBXL8,55336,symbol
FBXO10,26267,symbol
FBXO11,80204,symbol
FBXO15,201456,symbol
FBXO16,157574,symbol
FBXO2,26232,symbol
FBXO21,23014,symbol
FBXO22,26263,symbol
FBXO24,26261,symbol
FBXO25,26260,symbol
FBXO28,23219,symbol
FBXO3,26273,symbol
FBXO31,79791,symbol
FBXO32,114907,symbol
FBXO33,254170,symbol
FBXO34,55030,symbol
FBXO38,81545,symbol
FBXO39,162517,symbol
FBXO4,26272,symbol
FBXO40,51725,symbol
FBXO41,150726,symbol
FBXO42,54455,symbol
FBXO43,286151,symbol
FBXO44,93611,symbol
FBXO45,200933,symbol
FBXO46,23403,symbol
FBXO47,494188,symbol
FBXO48,554251,symbol
FBXO5,26271,symbol
FBXO6,26270,symbol
FBXO7,25793,symbol
FBXO8,26269,symbol
FBXO9,26268,symbol
FBXW10,10517,symbol
FBXW11,23291,symbol
FBXW12,285231,symbol
FBXW4,6468,symbol
FBXW5,54461,symbol
FBXW7,55294,symbol
FBXW8,26259,symbol
FBXW9,84261,symbol
FCAR,2204,symbol
FCER1A,2205,symbol
FCER1G,2207,symbol
FCER2,2208,symbol
FCF1,51077,symbol
FCGR1A,2209,symbol
FCGR2A,2212,symbol
FCGR2B,2213,symbol
FCGR3A,2214,symbol
FCGR3B,2215,symbol
FCGRT,2217,symbol
FCHO1,23149,symbol
FCHO2,115548,symbol
FCHSD2,9873,symbol
FCMR,9214,symbol
FCN1,2219,symbol
FCN2,2220,symbol
FCN3,8547,symbol
FCRL1,115350,symbol
FCRL2,79368,symbol
FCRL3,115352,symbol
FCRL5,83416,symbol
FCRL6,343413,symbol
FCRLA,84824,symbol
FCRLB,127943,symbol
FCSK,197258,symbol
FDFT1,2222,symbol
FDPS,2224,symbol
FDX1,2230,symbol
FDX2,112812,symbol
FDXACB1,91893,symbol
FDXR,2232,symbol
FECH,2235,symbol
FEM1A,55527,symbol
FEM1B,10116,symbol
FEM1C,56929,symbol
FER,2241,symbol
FER1L6,654463,symbol
FERMT1,55612,symbol
FERMT2,10979,symbol
FERMT3,83706,symbol
FES,2242,symbol
FEV,54738,symbol
FEZ1,9638,symbol
FEZ2,9637,symbol
FEZF1,389549,symbol
FEZF2,55079,symbol
FFAR1,2864,symbol
FFAR2,2867,symbol
FFAR3,2865,symbol
FFAR4,338557,symbol
FGA,2243,symbol
FGD1,2245,symbol
FGD2,221472,symbol
FGD3,89846,symbol
FGD4,121512,symbol
FGD5,152273,symbol
FGD6,55785,symbol
FGF1,2246,symbol
FGF10,2255,symbol
FGF11,2256,symbol
FGF12,2257,symbol
FGF13,2258,symbol
FGF14,2259,symbol
FGF17,8822,symbol
FGF18,8817,symbol
FGF19,9965,symbol
FGF2,2247,symbol
FGF22,27006,symbol
FGF23,8074,symbol
FGF5,2250,symbol
FGF7,2252,symbol
FGF8,2253,symbol
FGF9,2254,symbol
FGFR1,2260,symbol
FGFR2,2263,symbol
FGFR3,2261,symbol
FGFR4,2264,symbol
FGFRL1,53834,symbol
FGG,2266,symbol
FGGY,55277,symbol
FGL1,2267,symbol
FGL2,10875,symbol
FGR,2268,symbol
FHAD1,114827,symbol
FHDC1,85462,symbol
FHIT,2272,symbol
FHL1,2273,symbol
FHL2,2274,symbol
FHL3,2275,symbol
FHL5,9457,symbol
FHOD3,80206,symbol
FIBCD1,84929,symbol
FIBIN,387758,symbol
FIG4,9896,symbol
FIGN,55137,symbol
FIGNL1,63979,symbol
FIGNL2,401720,symbol
FILIP1L,11259,symbol
FIP1L1,81608,symbol
FIS1,51024,symbol
FITM1,161247,symbol
FIZ1,84922,symbol
FJX1,24147,symbol
FKBP1A,2280,symbol
FKBP1B,2281,symbol
FKBP1C,642489,symbol
FKBPL,63943,symbol
FKTN,2218,symbol
FLACC1,130540,symbol
FLCN,201163,symbol
FLG,2312,symbol
FLG2,388698,symbol
FLI1,2313,symbol
FLNA,2316,symbol
FLNB,2317,symbol
FLNC,2318,symbol
FLOT1,10211,symbol
FLOT2,2319,symbol
FLRT1,23769,symbol
FLRT2,23768,symbol
FLRT3,23767,symbol
FLT1,2321,symbol
FLT3,2322,symbol
FLT3LG,2323,symbol
FLT4,2324,symbol
FLVCR1,28982,symbol
FLVCR2,55640,symbol
FLYWCH2,114984,symbol
FMN1,342184,symbol
FMN2,56776,symbol
FMNL1,752,symbol
FMNL2,114793,symbol
FMNL3,91010,symbol
FMO1,2326,symbol
FMO2,2327,symbol
FMO3,2328,symbol
FMO4,2329,symbol
FMO5,2330,symbol
FMOD,2331,symbol
FMR1,2332,symbol
FN1,2335,symbol
FN3K,64122,symbol
FNBP1L,54874,symbol
FNDC1,84624,symbol
FNDC10,643988,symbol
FNDC11,79025,symbol
FNDC3A,22862,symbol
FNDC3B,64778,symbol
FNDC4,64838,symbol
FNDC5,252995,symbol
FNDC7,163479,symbol
FNDC8,54752,symbol
FNTA,2339,symbol
FOCAD,54914,symbol
FOLH1,2346,symbol
FOLR1,2348,symbol
FOLR2,2350,symbol
FOLR3,2352,symbol
FOS,2353,symbol
FOSB,2354,symbol
FOSL1,8061,symbol
FOSL2,2355,symbol
FOXA2,3170,symbol
FOXA3,3171,symbol
FOXB1,27023,symbol
FOXC1,2296,symbol
FOXD1,2297,symbol
FOXD2,2306,symbol
FOXD3,27022,symbol
FOXD4,2298,symbol
FOXD4L1,200350,symbol
FOXD4L3,286380,symbol
FOXF2,2295,symbol
FOXG1,2290,symbol
FOXI1,2299,symbol
FOXJ1,2302,symbol
FOXJ2,55810,symbol
FOXJ3,22887,symbol
FOXK1,221937,symbol
FOXL1,2300,symbol
FOXM1,2305,symbol
FOXN2,3344,symbol
FOXN3,1112,symbol
FOXN4,121643,symbol
FOXO1,2308,symbol
FOXO3,2309,symbol
FOXO4,4303,symbol
FOXO6,100132074,symbol
FOXQ1,94234,symbol
FOXRED1,55572,symbol
FOXRED2,80020,symbol
FOXS1,2307,symbol
FPGT,8790,symbol
FPR1,2357,symbol
FPR2,2358,symbol
FPR3,2359,symbol
FRA10AC1,118924,symbol
FRAS1,80144,symbol
FRAT1,10023,symbol
FRAT2,23401,symbol
FREM1,158326,symbol
FREM2,341640,symbol
FREM3,166752,symbol
FRG1,2483,symbol
FRG2C,100288801,symbol
FRK,2444,symbol
FRMD3,257019,symbol
FRMD4A,55691,symbol
FRMD4B,23150,symbol
FRMD5,84978,symbol
FRMD6,122786,symbol
FRMD7,90167,symbol
FRMPD1,22844,symbol
FRMPD2,143162,symbol
FRMPD3,84443,symbol
FRMPD4,9758,symbol
FRRS1,391059,symbol
FRRS1L,23732,symbol
FRS2,10818,symbol
FRS3,10817,symbol
FRY,10129,symbol
FRYL,285527,symbol
FRZB,2487,symbol
FSCN1,6624,symbol
FSCN2,25794,symbol
FSCN3,29999,symbol
FSD1,79187,symbol
FSD1L,83856,symbol
FSD2,123722,symbol
FST,10468,symbol
FSTL1,11167,symbol
FSTL3,10272,symbol
FSTL4,23105,symbol
FSTL5,56884,symbol
FTCD,10841,symbol
FTCDNL1,348751,symbol
FTH1,2495,symbol
FTL,2512,symbol
FTO,79068,symbol
FTSJ3,117246,symbol
FUCA1,2517,symbol
FUNDC1,139341,symbol
FUNDC2,65991,symbol
FUOM,282969,symbol
FURIN,5045,symbol
FUS,2521,symbol
FUT1,2523,symbol
FUT10,84750,symbol
FUT11,170384,symbol
FUT2,2524,symbol
FUT3,2525,symbol
FUT6,2528,symbol
FUT7,2529,symbol
FUT8,2530,symbol
FUT9,10690,symbol
FUZ,80199,symbol
FXN,2395,symbol
FXR1,8087,symbol
FXR2,9513,symbol
FXYD1,5348,symbol
FXYD2,486,symbol
FXYD3,5349,symbol
FXYD5,53827,symbol
FXYD6,53826,symbol
FXYD7,53822,symbol
FYB1,2533,symbol
FYB2,199920,symbol
FYCO1,79443,symbol
FYN,2534,symbol
FYTTD1,84248,symbol
FZD1,8321,symbol
FZD2,2535,symbol
FZD3,7976,symbol
FZD4,8322,symbol
FZD5,7855,symbol
FZD7,8324,symbol
FZD8,8325,symbol
FZD9,8326,symbol
FZR1,51343,symbol
G0S2,50486,symbol
G2E3,55632,symbol
G6PC,2538,alias
G6PD,2539,symbol
GAA,2548,symbol
GAB1,2549,symbol
GAB2,9846,symbol
GAB3,139716,symbol
GAB4,128954,symbol
GABARAPL1,23710,symbol
GABARAPL2,11345,symbol
GABBR1,2550,symbol
GABBR2,9568,symbol
GABPA,2551,symbol
GABPB1,2553,symbol
GABPB2,126626,symbol
GABRA2,2555,symbol
GABRA3,2556,symbol
GABRA4,2557,symbol
GABRB1,2560,symbol
GABRB2,2561,symbol
GABRB3,2562,symbol
GABRD,2563,symbol
GABRE,2564,symbol
GABRG2,2566,symbol
GABRG3,2567,symbol
GABRQ,55879,symbol
GABRR1,2569,symbol
GABRR2,2570,symbol
GAD1,2571,symbol
GAD2,2572,symbol
GADD45A,1647,symbol
GADD45B,4616,symbol
GADD45G,10912,symbol
GADL1,339896,symbol
GAK,2580,symbol
GAL,51083,symbol
GAL3ST1,9514,symbol
GAL3ST2,64090,symbol
GAL3ST4,79690,symbol
GALC,2581,symbol
GALK1,2584,symbol
GALK2,2585,symbol
GALM,130589,symbol
GALNT1,2589,symbol
GALNT10,55568,symbol
GALNT12,79695,symbol
GALNT13,114805,symbol
GALNT14,79623,symbol
GALNT15,117248,symbol
GALNT16,57452,symbol
GALNT17,64409,symbol
GALNT18,374378,symbol
GALNT2,2590,symbol
GALNT5,11227,symbol
GALNT6,11226,symbol
GALNT7,51809,symbol
GALNT8,26290,symbol
GALNT9,50614,symbol
GALNTL5,168391,symbol
GALNTL6,442117,symbol
GALR1,2587,symbol
GALT,2592,symbol
GAMT,2593,symbol
GAN,8139,symbol
GANAB,23193,symbol
GAPDH,2597,symbol
GAPT,202309,symbol
GAR1,54433,symbol
GAREM1,64762,symbol
GAREM2,150946,symbol
GARNL3,84253,symbol
GAS1,2619,symbol
GAS2,2620,symbol
GAS2L1,10634,symbol
GAS2L2,246176,symbol
GAS2L3,283431,symbol
GAS6,2621,symbol
GAS7,8522,symbol
GAS8,2622,symbol
GASK1A,729085,symbol
GASK1B,51313,symbol
GATA1,2623,symbol
GATA2,2624,symbol
GATA3,2625,symbol
GATA4,2626,symbol
GATA5,140628,symbol
GATA6,2627,symbol
GATAD1,57798,symbol
GATAD2A,54815,symbol
GATAD2B,57459,symbol
GATC,283459,symbol
GATD1,347862,symbol
GATD3A,8209,alias
GATM,2628,symbol
GBA2,57704,symbol
GBE1,2632,symbol
GBF1,8729,symbol
GBGT1,26301,symbol
GBX1,2636,symbol
GCA,25801,symbol
GCAT,23464,symbol
GCC1,79571,symbol
GCC2,9648,symbol
GCDH,2639,symbol
GCGR,2642,symbol
GCH1,2643,symbol
GCHFR,2644,symbol
GCK,2645,symbol
GCKR,2646,symbol
GCLC,2729,symbol
GCLM,2730,symbol
GCM1,8521,symbol
GCN1,10985,symbol
GCNA,93953,symbol
GCNT1,2650,symbol
GCNT2,2651,symbol
GCNT3,9245,symbol
GCNT4,51301,symbol
GCNT7,140687,symbol
GCSAM,257144,symbol
GCSAML,148823,symbol
GCSH,2653,symbol
GDA,9615,symbol
GDAP1L1,78997,symbol
GDE1,51573,symbol
GDF10,2662,symbol
GDF11,10220,symbol
GDF15,9518,symbol
GDF3,9573,symbol
GDF5,8200,symbol
GDF7,151449,symbol
GDF9,2661,symbol
GDI1,2664,symbol
GDI2,2665,symbol
GDNF,2668,symbol
GDPD1,284161,symbol
GDPD3,79153,symbol
GDPD4,220032,symbol
GDPD5,81544,symbol
GEM,2669,symbol
GEMIN2,8487,symbol
GEMIN4,50628,symbol
GEMIN6,79833,symbol
GEMIN8,54960,symbol
GEN1,348654,symbol
GET3,439,symbol
GFER,2671,symbol
GFI1,2672,symbol
GFI1B,8328,symbol
GFM1,85476,symbol
GFOD1,54438,symbol
GFOD2,81577,symbol
GFPT2,9945,symbol
GFRA1,2674,symbol
GFRA2,2675,symbol
GFRA3,2676,symbol
GGA1,26088,symbol
GGA2,23062,symbol
GGA3,23163,symbol
GGACT,87769,symbol
GGCT,79017,symbol
GGCX,2677,symbol
GGH,8836,symbol
GGN,199720,symbol
GGPS1,9453,symbol
GGT5,2687,symbol
GHITM,27069,symbol
GHR,2690,symbol
GHRHR,2692,symbol
GHRL,51738,symbol
GID4,79018,symbol
GID8,54994,symbol
GIGYF1,64599,symbol
GIGYF2,26058,symbol
GINM1,116254,symbol
GINS2,51659,symbol
GINS3,64785,symbol
GINS4,84296,symbol
GIPC1,10755,symbol
GIPC2,54810,symbol
GIPR,2696,symbol
GIT1,28964,symbol
GJA1,2697,symbol
GJA3,2700,symbol
GJA4,2701,symbol
GJA5,2702,symbol
GJA9,81025,symbol
GJB2,2706,symbol
GJB3,2707,symbol
GJB4,127534,symbol
GJB6,10804,symbol
GJB7,375519,symbol
GJC1,10052,symbol
GJC2,57165,symbol
GJC3,349149,symbol
GJD2,57369,symbol
GK,2710,symbol
GK5,256356,symbol
GKN2,200504,symbol
GLA,2717,symbol
GLB1,2720,symbol
GLB1L,79411,symbol
GLB1L2,89944,symbol
GLB1L3,112937,symbol
GLCCI1,113263,symbol
GLCE,26035,symbol
GLDC,2731,symbol
GLDN,342035,symbol
GLG1,2734,symbol
GLI1,2735,symbol
GLI2,2736,symbol
GLI3,2737,symbol
GLI4,2738,symbol
GLIPR1,11010,symbol
GLIPR1L1,256710,symbol
GLIPR1L2,144321,symbol
GLIPR2,152007,symbol
GLIS1,148979,symbol
GLIS2,84662,symbol
GLIS3,169792,symbol
GLMN,11146,symbol
GLO1,2739,symbol
GLOD4,51031,symbol
GLP1R,2740,symbol
GLP2R,9340,symbol
GLRA1,2741,symbol
GLRA2,2742,symbol
GLRA3,8001,symbol
GLRB,2743,symbol
GLRX,2745,symbol
GLRX2,51022,symbol
GLRX3,10539,symbol
GLRX5,51218,symbol
GLS,2744,symbol
GLS2,27165,symbol
GLT1D1,144423,symbol
GLT8D2,83468,symbol
GLTPD2,388323,symbol
GLUD1,2746,symbol
GLUL,2752,symbol
GLYAT,10249,symbol
GLYATL1,92292,symbol
GLYATL2,219970,symbol
GLYCTK,132158,symbol
GLYR1,84656,symbol
GM2A,2760,symbol
GMCL1,64395,symbol
GMDS,2762,symbol
GMEB1,10691,symbol
GMEB2,26205,symbol
GMFB,2764,symbol
GMFG,9535,symbol
GMNC,647309,symbol
GMNN,51053,symbol
GMPPB,29925,symbol
GMPR,2766,symbol
GMPR2,51292,symbol
GMPS,8833,symbol
GNA12,2768,symbol
GNA13,10672,symbol
GNA14,9630,symbol
GNA15,2769,symbol
GNAI1,2770,symbol
GNAI2,2771,symbol
GNAI3,2773,symbol
GNAL,2774,symbol
GNAO1,2775,symbol
GNAQ,2776,symbol
GNAS,2778,symbol
GNAT1,2779,symbol
GNAT2,2780,symbol
GNAT3,346562,symbol
GNAZ,2781,symbol
GNB1,2782,symbol
GNB2,2783,symbol
GNB3,2784,symbol
GNB4,59345,symbol
GNB5,10681,symbol
GNG10,2790,symbol
GNG11,2791,symbol
GNG12,55970,symbol
GNG13,51764,symbol
GNG2,54331,symbol
GNG3,2785,symbol
GNG4,2786,symbol
GNG5,2787,symbol
GNG7,2788,symbol
GNG8,94235,symbol
GNGT2,2793,symbol
GNL1,2794,symbol
GNL3,26354,symbol
GNLY,10578,symbol
GNMT,27232,symbol
GNPAT,8443,symbol
GNPDA1,10007,symbol
GNPNAT1,64841,symbol
GNPTAB,79158,symbol
GNPTG,84572,symbol
GNRH1,2796,symbol
GOLGA1,2800,symbol
GOLGA2,2801,symbol
GOLGA3,2802,symbol
GOLGA4,2803,symbol
GOLGA6L2,283685,symbol
GOLGA6L4,643707,symbol
GOLGA6L7,728310,symbol
GOLGA6L9,440295,symbol
GOLGA7,51125,symbol
GOLGA7B,401647,symbol
GOLGA8A,23015,symbol
GOLGA8B,440270,symbol
GOLGA8H,728498,symbol
GOLGA8M,653720,symbol
GOLGA8N,643699,symbol
GOLGA8O,728047,symbol
GOLGA8R,101059918,symbol
GOLGB1,2804,symbol
GOLIM4,27333,symbol
GOLM1,51280,symbol
GOLPH3,64083,symbol
GOLPH3L,55204,symbol
GOLT1A,127845,symbol
GOLT1B,51026,symbol
GON7,84520,symbol
GOPC,57120,symbol
GORAB,92344,symbol
GOSR2,9570,symbol
GOT1,2805,symbol
GOT2,2806,symbol
GP1BA,2811,symbol
GP1BB,2812,symbol
GPA33,10223,symbol
GPAA1,8733,symbol
GPAM,57678,symbol
GPANK1,7918,symbol
GPAT2,150763,symbol
GPAT3,84803,symbol
GPAT4,137964,symbol
GPATCH11,253635,symbol
GPATCH2,55105,symbol
GPATCH2L,55668,symbol
GPATCH4,54865,symbol
GPATCH8,23131,symbol
GPBAR1,151306,symbol
GPBP1L1,60313,symbol
GPC1,2817,symbol
GPC2,221914,symbol
GPC3,2719,symbol
GPC4,2239,symbol
GPC5,2262,symbol
GPC6,10082,symbol
GPCPD1,56261,symbol
GPD1,2819,symbol
GPD2,2820,symbol
GPER1,2852,symbol
GPHA2,170589,symbol
GPHN,10243,symbol
GPI,2821,symbol
GPLD1,2822,symbol
GPM6A,2823,symbol
GPM6B,2824,symbol
GPN1,11321,symbol
GPN2,54707,symbol
GPNMB,10457,symbol
GPR1,2825,alias
GPR107,57720,symbol
GPR12,2835,symbol
