stack_symbol,entrez_id,match
A1BG,1,symbol
A1CF,29974,symbol
A2M,2,symbol
A2ML1,144568,symbol
A3GALT2,127550,symbol
A4GALT,53947,symbol
AAAS,8086,symbol
AADAC,13,symbol
AADACL2,344752,symbol
AADAT,51166,symbol
AAGAB,79719,symbol
AAK1,22848,symbol
AAMDC,28971,symbol
AANAT,15,symbol
AARD,441376,symbol
AARS,16,alias
AARS2,57505,symbol
AARSD1,80755,symbol
AASS,10157,symbol
AATF,26574,symbol
AATK,9625,symbol
ABAT,18,symbol
ABCA1,19,symbol
ABCA10,10349,symbol
ABCA12,26154,symbol
ABCA13,154664,symbol
ABCA2,20,symbol
ABCA3,21,symbol
ABCA4,24,symbol
ABCA6,23460,symbol
ABCA7,10347,symbol
ABCA8,10351,symbol
ABCA9,10350,symbol
ABCB1,5243,symbol
ABCB10,23456,symbol
ABCB11,8647,symbol
ABCB4,5244,symbol
ABCB5,340273,symbol
ABCB7,22,symbol
ABCB9,23457,symbol
ABCC1,4363,symbol
ABCC10,89845,symbol
ABCC11,85320,symbol
ABCC12,94160,symbol
ABCC2,1244,symbol
ABCC3,8714,symbol
ABCC4,10257,symbol
ABCC5,10057,symbol
ABCC6,368,symbol
ABCC8,6833,symbol
ABCC9,10060,symbol
ABCD1,215,symbol
ABCD2,225,symbol
ABCD3,5825,symbol
ABCD4,5826,symbol
ABCE1,6059,symbol
ABCF1,23,symbol
ABCF3,55324,symbol
ABCG1,9619,symbol
ABCG2,9429,symbol
ABCG5,64240,symbol
ABCG8,64241,symbol
ABHD10,55347,symbol
ABHD11,83451,symbol
ABHD12,26090,symbol
ABHD12B,145447,symbol
ABHD13,84945,symbol
ABHD14A,25864,symbol
ABHD14B,84836,symbol
ABHD15,116236,symbol
ABHD16B,140701,symbol
ABHD17A,81926,symbol
ABHD17B,51104,symbol
ABHD18,80167,symbol
ABHD2,11057,symbol
ABHD3,171586,symbol
ABHD5,51099,symbol
ABHD6,57406,symbol
ABHD8,79575,symbol
ABI1,10006,symbol
ABI3,51225,symbol
ABITRAM,54942,symbol
ABL1,25,symbol
ABL2,27,symbol
ABLIM1,3983,symbol
ABLIM2,84448,symbol
ABLIM3,22885,symbol
ABO,28,symbol
ABR,29,symbol
ABRA,137735,symbol
ABRACL,58527,symbol
ABT1,29777,symbol
ABTB1,80325,symbol
ABTB2,25841,symbol
ACAA1,30,symbol
ACAA2,10449,symbol
ACACA,31,symbol
ACACB,32,symbol
ACAD11,84129,symbol
ACAD8,27034,symbol
ACADL,33,symbol
ACADM,34,symbol
ACADSB,36,symbol
ACADVL,37,symbol
ACAN,176,symbol
ACAT1,38,symbol
ACAT2,39,symbol
ACBD3,64746,symbol
ACBD4,79777,symbol
ACBD7,414149,symbol
ACCS,84680,symbol
ACCSL,390110,symbol
ACD,65057,symbol
ACE,1636,symbol
ACE2,59272,symbol
ACER2,340485,symbol
ACHE,43,symbol
ACIN1,22985,symbol
ACKR1,2532,symbol
ACKR3,57007,symbol
ACKR4,51554,symbol
ACLY,47,symbol
ACMSD,130013,symbol
ACO2,50,symbol
ACOD1,730249,symbol
ACOT1,641371,symbol
ACOT11,26027,symbol
ACOT12,134526,symbol
ACOT13,55856,symbol
ACOT2,10965,symbol
ACOT4,122970,symbol
ACOT6,641372,symbol
ACOT7,11332,symbol
ACOT9,23597,symbol
ACOX2,8309,symbol
ACOX3,8310,symbol
ACOXL,55289,symbol
ACRV1,56,symbol
ACSBG1,23205,symbol
ACSBG2,81616,symbol
ACSF2,80221,symbol
ACSF3,197322,symbol
ACSL1,2180,symbol
ACSL3,2181,symbol
ACSL4,2182,symbol
ACSL5,51703,symbol
ACSL6,23305,symbol
ACSM1,116285,symbol
ACSM2B,348158,symbol
ACSM3,6296,symbol
ACSM6,142827,symbol
ACSS1,84532,symbol
ACSS2,55902,symbol
ACSS3,79611,symbol
ACTA1,58,symbol
ACTA2,59,symbol
ACTB,60,symbol
ACTC1,70,symbol
ACTG1,71,symbol
ACTG2,72,symbol
ACTL10,170487,symbol
ACTL6B,51412,symbol
ACTL8,81569,symbol
ACTN1,87,symbol
ACTN2,88,symbol
ACTN3,89,symbol
ACTN4,81,symbol
ACTR1A,10121,symbol
ACTR2,10097,symbol
ACTR3,10096,symbol
ACTR3B,57180,symbol
ACTR3C,653857,symbol
ACTR5,79913,symbol
ACTR8,93973,symbol
ACTRT3,84517,symbol
ACVR1C,130399,symbol
ACVR2A,92,symbol
ACVR2B,93,symbol
ACVRL1,94,symbol
ACY1,95,symbol
ACY3,91703,symbol
ADA,100,symbol
ADA2,51816,symbol
ADAM10,102,symbol
ADAM11,4185,symbol
ADAM12,8038,symbol
ADAM17,6868,symbol
ADAM19,8728,symbol
ADAM22,53616,symbol
ADAM23,8745,symbol
ADAM28,10863,symbol
ADAM29,11086,symbol
ADAM32,203102,symbol
ADAM33,80332,symbol
ADAM8,101,symbol
ADAM9,8754,symbol
ADAMDEC1,27299,symbol
ADAMTS1,9510,symbol
ADAMTS10,81794,symbol
ADAMTS12,81792,symbol
ADAMTS13,11093,symbol
ADAMTS14,140766,symbol
ADAMTS15,170689,symbol
ADAMTS16,170690,symbol
ADAMTS17,170691,symbol
ADAMTS18,170692,symbol
ADAMTS19,171019,symbol
ADAMTS2,9509,symbol
ADAMTS20,80070,symbol
ADAMTS3,9508,symbol
ADAMTS4,9507,symbol
ADAMTS5,11096,symbol
ADAMTS6,11174,symbol
ADAMTS8,11095,symbol
ADAMTS9,56999,symbol
ADAMTSL1,92949,symbol
ADAMTSL2,9719,symbol
ADAMTSL3,57188,symbol
ADAMTSL4,54507,symbol
ADAMTSL4-AS1,574406,symbol
ADAR,103,symbol
ADARB2,105,symbol
ADAT1,23536,symbol
ADAT2,134637,symbol
ADCK2,90956,symbol
ADCY1,107,symbol
ADCY10,55811,symbol
ADCY2,108,symbol
ADCY3,109,symbol
ADCY4,196883,symbol
ADCY5,111,symbol
ADCY7,113,symbol
ADCY8,114,symbol
ADCY9,115,symbol
ADCYAP1R1,117,symbol
ADD1,118,symbol
ADD2,119,symbol
ADD3,120,symbol
ADGB,79747,symbol
ADGRA2,25960,symbol
ADGRA3,166647,symbol
ADGRB1,575,symbol
ADGRB2,576,symbol
ADGRB3,577,symbol
ADGRD1,283383,symbol
ADGRD2,347088,symbol
ADGRE1,2015,symbol
ADGRE2,30817,symbol
ADGRE3,84658,symbol
ADGRE5,976,symbol
ADGRF1,266977,symbol
ADGRF3,165082,symbol
ADGRF4,221393,symbol
ADGRF5,221395,symbol
ADGRG1,9289,symbol
ADGRG2,10149,symbol
ADGRG3,222487,symbol
ADGRG4,139378,symbol
ADGRG5,221188,symbol
ADGRG6,57211,symbol
ADGRG7,84873,symbol
ADGRL1,22859,symbol
ADGRL2,23266,symbol
ADGRL3,23284,symbol
ADGRL4,64123,symbol
ADGRV1,84059,symbol
ADH1B,125,symbol
ADH4,127,symbol
ADH5,128,symbol
ADH6,130,symbol
ADHFE1,137872,symbol
ADI1,55256,symbol
ADIPOQ,9370,symbol
ADIPOR1,51094,symbol
ADIPOR2,79602,symbol
ADIRF,10974,symbol
ADK,132,symbol
ADM,133,symbol
ADM2,79924,symbol
ADM5,199800,symbol
ADO,84890,symbol
ADORA1,134,symbol
ADORA2A,135,symbol
ADORA2B,136,symbol
ADPGK,83440,symbol
ADPRH,141,symbol
ADPRHL1,113622,symbol
ADPRHL2,54936,alias
ADPRM,56985,symbol
ADRA1A,148,symbol
ADRA1B,147,symbol
ADRA1D,146,symbol
ADRA2A,150,symbol
ADRA2C,152,symbol
ADRB1,153,symbol
ADRB2,154,symbol
ADRM1,11047,symbol
ADSSL1,122622,alias
AEN,64782,symbol
AFAP1L1,134265,symbol
AFAP1L2,84632,symbol
AFDN,4301,symbol
AFF1,4299,symbol
AFF2,2334,symbol
AFF3,3899,symbol
AFF4,27125,symbol
AFG1L,246269,symbol
AFG3L2,10939,symbol
AFMID,125061,symbol
AFTPH,54812,symbol
AGA,175,symbol
AGBL1,123624,symbol
AGBL3,340351,symbol
AGBL4,84871,symbol
AGBL5,60509,symbol
AGER,177,symbol
AGFG1,3267,symbol
AGFG2,3268,symbol
AGGF1,55109,symbol
AGK,55750,symbol
AGL,178,symbol
AGMAT,79814,symbol
AGMO,392636,symbol
AGO1,26523,symbol
AGO2,27161,symbol
AGO3,192669,symbol
AGO4,192670,symbol
AGPAT1,10554,symbol
AGPAT3,56894,symbol
AGPAT4,56895,symbol
AGPAT5,55326,symbol
AGPS,8540,symbol
AGR2,10551,symbol
AGR3,155465,symbol
AGRN,375790,symbol
AGT,183,symbol
AGTR1,185,symbol
AGXT,189,symbol
AGXT2,64902,symbol
AHCTF1,25909,symbol
AHCY,191,symbol
AHCYL1,10768,symbol
AHCYL2,23382,symbol
AHDC1,27245,symbol
AHI1,54806,symbol
AHNAK,79026,symbol
AHNAK2,113146,symbol
AHR,196,symbol
AHRR,57491,symbol
AICDA,57379,symbol
AIF1,199,symbol
AIF1L,83543,symbol
AIFM1,9131,symbol
AIFM2,84883,symbol
AIFM3,150209,symbol
AIG1,51390,symbol
AIM2,9447,symbol
AIPL1,23746,symbol
AIRE,326,symbol
AJM1,389813,symbol
AK1,203,symbol
AK2,204,symbol
AK3,50808,symbol
AK4,205,symbol
AK5,26289,symbol
AK6,102157402,symbol
AK7,122481,symbol
AK8,158067,symbol
AK9,221264,symbol
AKAP8L,26993,symbol
AKIRIN2,55122,symbol
AKNA,80709,symbol
AKR1B1,231,symbol
AKR1B10,57016,symbol
AKR1C1,1645,symbol
AKR1C2,1646,symbol
AKR1C3,8644,symbol
AKR1C4,1109,symbol
AKR1E2,83592,symbol
AKR7A2,8574,symbol
AKR7A3,22977,symbol
AKT1,207,symbol
AKT2,208,symbol
AKT3,10000,symbol
ALAD,210,symbol
ALAS1,211,symbol
ALAS2,212,symbol
ALB,213,symbol
ALCAM,214,symbol
ALDH16A1,126133,symbol
ALDH18A1,5832,symbol
ALDH1A1,216,symbol
ALDH1A2,8854,symbol
ALDH1A3,220,symbol
ALDH1B1,219,symbol
ALDH1L1,10840,symbol
ALDH1L2,160428,symbol
ALDH2,217,symbol
ALDH3A1,218,symbol
ALDH3A2,224,symbol
ALDH3B1,221,symbol
ALDH3B2,222,symbol
ALDH4A1,8659,symbol
ALDH5A1,7915,symbol
ALDH6A1,4329,symbol
ALDH7A1,501,symbol
ALDH8A1,64577,symbol
ALDH9A1,223,symbol
ALDOB,229,symbol
ALG1,56052,symbol
ALG10,84920,symbol
ALG10B,144245,symbol
ALG11,440138,symbol
ALG12,79087,symbol
ALG13,79868,symbol
ALG14,199857,symbol
ALG1L2,644974,symbol
ALG2,85365,symbol
ALG3,10195,symbol
ALG5,29880,symbol
ALG6,29929,symbol
ALG8,79053,symbol
ALG9,79796,symbol
ALK,238,symbol
ALKAL1,389658,symbol
ALKAL2,285016,symbol
ALKBH1,8846,symbol
ALKBH2,121642,symbol
ALKBH3,221120,symbol
ALKBH4,54784,symbol
ALKBH5,54890,symbol
ALKBH6,84964,symbol
ALKBH7,84266,symbol
ALLC,55821,symbol
ALMS1,7840,symbol
ALOX12,239,symbol
ALOX12B,242,symbol
ALOX15,246,symbol
ALOX15B,247,symbol
ALOX5,240,symbol
ALOXE3,59344,symbol
ALPI,250,alias
ALPK1,80216,symbol
ALPK2,115701,symbol
ALPK3,57538,symbol
ALPL,249,symbol
ALX1,8092,symbol
ALX3,257,symbol
ALYREF,10189,symbol
AMACR,23600,symbol
AMBRA1,55626,symbol
AMD1,262,symbol
AMDHD1,144193,symbol
AMDHD2,51005,symbol
AMER1,139285,symbol
AMER2,219287,symbol
AMFR,267,symbol
AMH,268,symbol
AMHR2,269,symbol
AMIGO2,347902,symbol
AMMECR1L,83607,symbol
AMN,81693,symbol
AMN1,196394,symbol
AMOT,154796,symbol
AMOTL1,154810,symbol
AMOTL2,51421,symbol
AMPD1,270,symbol
AMPD2,271,symbol
AMPD3,272,symbol
AMPH,273,symbol
AMT,275,symbol
AMY2B,280,symbol
AMZ1,155185,symbol
ANAPC10,10393,symbol
ANAPC11,51529,symbol
ANAPC13,25847,symbol
ANAPC15,25906,symbol
ANAPC16,119504,symbol
ANAPC2,29882,symbol
ANAPC4,29945,symbol
ANAPC5,51433,symbol
ANAPC7,51434,symbol
ANGEL2,90806,symbol
ANGPT1,284,symbol
ANGPT2,285,symbol
ANGPT4,51378,symbol
ANGPTL1,9068,symbol
ANGPTL3,27329,symbol
ANGPTL4,51129,symbol
ANGPTL5,253935,symbol
ANGPTL6,83854,symbol
ANGPTL7,10218,symbol
ANGPTL8,55908,symbol
ANK1,286,symbol
ANK2,287,symbol
ANK3,288,symbol
ANKAR,150709,symbol
ANKDD1A,348094,symbol
ANKDD1B,728780,symbol
ANKFN1,162282,symbol
ANKH,56172,symbol
ANKHD1,54882,symbol
ANKK1,255239,symbol
ANKLE2,23141,symbol
ANKMY1,51281,symbol
ANKRA2,57763,symbol
ANKRD1,27063,symbol
ANKRD10,55608,symbol
ANKRD11,29123,symbol
ANKRD12,23253,symbol
ANKRD13A,88455,symbol
ANKRD13C,81573,symbol
ANKRD17,26057,symbol
ANKRD18A,253650,symbol
ANKRD18B,441459,symbol
ANKRD2,26287,symbol
ANKRD20A1,84210,symbol
ANKRD22,118932,symbol
ANKRD23,200539,symbol
ANKRD24,170961,symbol
ANKRD26,22852,symbol
ANKRD28,23243,symbol
ANKRD29,147463,symbol
ANKRD30A,91074,symbol
ANKRD30B,374860,symbol
ANKRD30BL,554226,symbol
ANKRD31,256006,symbol
ANKRD33,341405,symbol
ANKRD33B,651746,symbol
ANKRD34B,340120,symbol
ANKRD35,148741,symbol
ANKRD36,375248,symbol
ANKRD36B,57730,symbol
ANKRD36C,400986,symbol
ANKRD37,353322,symbol
ANKRD40,91369,symbol
ANKRD40CL,55018,symbol
ANKRD42,338699,symbol
ANKRD44,91526,symbol
ANKRD45,339416,symbol
ANKRD49,54851,symbol
ANKRD52,283373,symbol
ANKRD53,79998,symbol
ANKRD55,79722,symbol
ANKRD6,22881,symbol
ANKRD61,100310846,symbol
ANKRD62,342850,symbol
ANKRD65,441869,symbol
ANKRD66,100287718,symbol
ANKRD7,56311,symbol
ANKRD9,122416,symbol
ANKS1A,23294,symbol
ANKS1B,56899,symbol
ANKUB1,389161,symbol
ANKZF1,55139,symbol
ANLN,54443,symbol
ANO1,55107,symbol
ANO10,55129,symbol
ANO2,57101,symbol
ANO3,63982,symbol
ANO4,121601,symbol
ANO5,203859,symbol
ANO6,196527,symbol
ANO7,50636,symbol
ANO9,338440,symbol
ANOS1,3730,symbol
ANP32A,8125,symbol
ANP32B,10541,symbol
ANP32D,23519,symbol
ANP32E,81611,symbol
ANTKMT,65990,symbol
ANTXR1,84168,symbol
ANTXR2,118429,symbol
ANXA1,301,symbol
ANXA10,11199,symbol
ANXA11,311,symbol
ANXA2,302,symbol
ANXA3,306,symbol
ANXA4,307,symbol
ANXA5,308,symbol
ANXA6,309,symbol
ANXA8,653145,symbol
ANXA8L1,728113,symbol
ANXA9,8416,symbol
AOAH,313,symbol
AOC1,26,symbol
AOC2,314,symbol
AOC3,8639,symbol
AOX1,316,symbol
AP1AR,55435,symbol
AP1B1,162,symbol
AP1G1,164,symbol
AP1G2,8906,symbol
AP1M1,8907,symbol
AP1M2,10053,symbol
AP1S1,1174,symbol
AP1S2,8905,symbol
AP1S3,130340,symbol
AP2A1,160,symbol
AP2A2,161,symbol
AP2B1,163,symbol
AP2M1,1173,symbol
AP2S1,1175,symbol
AP3B1,8546,symbol
AP3B2,8120,symbol
AP3D1,8943,symbol
AP3M1,26985,symbol
AP3M2,10947,symbol
AP3S1,1176,symbol
AP4B1,10717,symbol
AP4E1,23431,symbol
AP4M1,9179,symbol
AP4S1,11154,symbol
AP5B1,91056,symbol
AP5S1,55317,symbol
APAF1,317,symbol
APBA1,320,symbol
APBA2,321,symbol
APBA3,9546,symbol
APBB1,322,symbol
APBB2,323,symbol
APBB3,10307,symbol
APC,324,symbol
APC2,10297,symbol
APCDD1,147495,symbol
APCDD1L,164284,symbol
APEH,327,symbol
APELA,100506013,symbol
APEX1,328,symbol
APH1A,51107,symbol
APH1B,83464,symbol
API5,8539,symbol
APLF,200558,symbol
APLN,8862,symbol
APLNR,187,symbol
APOA1,335,symbol
APOA2,336,symbol
APOA5,116519,symbol
APOB,338,symbol
APOBEC2,10930,symbol
APOBEC3A,200315,symbol
APOBEC3C,27350,symbol
APOBEC3D,140564,symbol
APOBEC3F,200316,symbol
APOBEC3G,60489,symbol
APOBEC3H,164668,symbol
APOBEC4,403314,symbol
APOBR,55911,symbol
APOC1,341,symbol
APOC2,344,symbol
APOC3,345,symbol
APOD,347,symbol
APOE,348,symbol
APOH,350,symbol
APOL1,8542,symbol
APOL2,23780,symbol
APOL3,80833,symbol
APOL4,80832,symbol
APOL6,80830,symbol
APOLD1,81575,symbol
APOM,55937,symbol
APOO,79135,symbol
APOOL,139322,symbol
APRT,353,symbol
APTX,54840,symbol
AQR,9716,symbol
AR,367,symbol
ARAF,369,symbol
ARC,23237,symbol
ARCN1,372,symbol
AREG,374,symbol
ARF1,375,symbol
ARF3,377,symbol
ARF4,378,symbol
ARF5,381,symbol
ARF6,382,symbol
ARFGEF1,10565,symbol
ARFGEF2,10564,symbol
ARFGEF3,57221,symbol
ARG1,383,symbol
ARG2,384,symbol
ARGLU1,55082,symbol
ARHGAP11A,9824,symbol
ARHGAP11B,89839,symbol
ARHGDIA,396,symbol
ARHGDIB,397,symbol
ARHGDIG,398,symbol
ARHGEF1,9138,symbol
ARHGEF10,9639,symbol
ARHGEF10L,55160,symbol
ARHGEF11,9826,symbol
ARHGEF12,23365,symbol
ARHGEF15,22899,symbol
ARHGEF17,9828,symbol
ARHGEF18,23370,symbol
ARHGEF19,128272,symbol
ARHGEF2,9181,symbol
ARHGEF26,26084,symbol
ARHGEF28,64283,symbol
ARHGEF3,50650,symbol
ARHGEF33,100271715,symbol
ARHGEF37,389337,symbol
ARHGEF38,54848,symbol
ARHGEF39,84904,symbol
ARHGEF4,50649,symbol
ARHGEF40,55701,symbol
ARHGEF5,7984,symbol
ARHGEF6,9459,symbol
ARHGEF7,8874,symbol
ARID1A,8289,symbol
ARID1B,57492,symbol
ARID2,196528,symbol
ARID3A,1820,symbol
ARID4B,51742,symbol
ARID5A,10865,symbol
ARID5B,84159,symbol
ARIH1,25820,symbol
ARL1,400,symbol
ARL11,115761,symbol
ARL13A,392509,symbol
ARL14,80117,symbol
ARL14EPL,644100,symbol
ARL15,54622,symbol
ARL16,339231,symbol
ARL17B,100506084,symbol
ARL4A,10124,symbol
ARL4C,10123,symbol
ARL4D,379,symbol
ARL5B,221079,symbol
ARL5C,390790,symbol
ARL6,84100,symbol
ARL8B,55207,symbol
ARL9,132946,symbol
ARMC10,83787,symbol
ARMC12,221481,symbol
ARMC2,84071,symbol
ARMC3,219681,symbol
ARMC4,55130,alias
ARMC7,79637,symbol
ARMC9,80210,symbol
ARMCX1,51309,symbol
ARMCX4,100131755,symbol
ARMCX6,54470,symbol
ARMH1,339541,symbol
ARMH4,145407,symbol
ARMT1,79624,symbol
ARNT,405,symbol
ARNT2,9915,symbol
ARPC1A,10552,symbol
ARPC1B,10095,symbol
ARPC2,10109,symbol
ARPC3,10094,symbol
ARPC4,10093,symbol
ARPC5,10092,symbol
ARPC5L,81873,symbol
ARPIN,348110,symbol
ARR3,407,symbol
ARRB1,408,symbol
ARRB2,409,symbol
ARRDC1,92714,symbol
ARRDC2,27106,symbol
ARRDC3,57561,symbol
ARRDC5,645432,symbol
ARSB,411,symbol
ARSD,414,symbol
ARSE,415,alias
ARSF,416,symbol
ARSG,22901,symbol
ARSI,340075,symbol
ARSJ,79642,symbol
ART1,417,symbol
ART3,419,symbol
ART4,420,symbol
ART5,116969,symbol
ARVCF,421,symbol
ARX,170302,symbol
AS3MT,57412,symbol
ASAH1,427,symbol
ASAH2,56624,symbol
ASB11,140456,symbol
ASB13,79754,symbol
ASB14,142686,symbol
ASB15,142685,symbol
ASB16,92591,symbol
ASB18,401036,symbol
ASB2,51676,symbol
ASB4,51666,symbol
ASB6,140459,symbol
ASB7,140460,symbol
ASB8,140461,symbol
ASB9,140462,symbol
ASCC2,84164,symbol
ASCC3,10973,symbol
ASCL1,429,symbol
ASCL2,430,symbol
ASCL3,56676,symbol
ASCL5,647219,symbol
ASF1B,55723,symbol
ASGR1,432,symbol
ASGR2,433,symbol
ASH1L,55870,symbol
ASIC1,41,symbol
ASIC2,40,symbol
ASIC3,9311,symbol
ASIC4,55515,symbol
ASMT,438,symbol
ASMTL,8623,symbol
ASNSD1,54529,symbol
ASPA,443,symbol
ASPDH,554235,symbol
ASPG,374569,symbol
ASPH,444,symbol
ASPHD1,253982,symbol
ASPHD2,57168,symbol
ASPM,259266,symbol
ASPN,54829,symbol
ASPRV1,151516,symbol
ASPSCR1,79058,symbol
ASRGL1,80150,symbol
ASS1,445,symbol
ASTL,431705,symbol
ASTN1,460,symbol
ASTN2,23245,symbol
ASXL1,171023,symbol
ASXL2,55252,symbol
ASXL3,80816,symbol
ATAD2,29028,symbol
ATAD2B,54454,symbol
ATAD3A,55210,symbol
ATAD3B,83858,symbol
ATAD3C,219293,symbol
ATAD5,79915,symbol
ATCAY,85300,symbol
ATF2,1386,symbol
ATF3,467,symbol
ATF4,468,symbol
ATF5,22809,symbol
ATF6,22926,symbol
ATF6B,1388,symbol
ATF7,11016,symbol
ATG10,83734,symbol
ATG13,9776,symbol
ATG2A,23130,symbol
ATG2B,55102,symbol
ATG3,64422,symbol
ATG4B,23192,symbol
ATG4C,84938,symbol
ATG4D,84971,symbol
ATG5,9474,symbol
ATG7,10533,symbol
ATG9A,79065,symbol
ATG9B,285973,symbol
ATIC,471,symbol
ATL1,51062,symbol
ATL2,64225,symbol
ATM,472,symbol
ATN1,1822,symbol
ATOH7,220202,symbol
ATOH8,84913,symbol
ATOX1,475,symbol
ATP10A,57194,symbol
ATP10B,23120,symbol
ATP10D,57205,symbol
ATP11A,23250,symbol
ATP11B,23200,symbol
ATP11C,286410,symbol
ATP12A,479,symbol
ATP13A2,23400,symbol
ATP13A3,79572,symbol
ATP13A4,84239,symbol
ATP13A5,344905,symbol
ATP1A1,476,symbol
ATP1A2,477,symbol
ATP1A3,478,symbol
ATP1B1,481,symbol
ATP1B2,482,symbol
ATP1B3,483,symbol
ATP2A1,487,symbol
ATP2A2,488,symbol
ATP2A3,489,symbol
ATP2B1,490,symbol
ATP2B2,491,symbol
ATP2B4,493,symbol
ATP2C1,27032,symbol
ATP2C2,9914,symbol
ATP4A,495,symbol
ATP5F1A,498,symbol
ATP5F1B,506,symbol
ATP5F1C,509,symbol
ATP5F1D,513,symbol
ATP5F1E,514,symbol
ATP5IF1,93974,symbol
ATP5MC1,516,symbol
ATP5MC2,517,symbol
ATP5MC3,518,symbol
ATP5MD,84833,alias
ATP5ME,521,symbol
ATP5MG,10632,symbol
ATP5MPL,9556,alias
ATP5PB,515,symbol
ATP5PD,10476,symbol
ATP5PF,522,symbol
ATP5PO,539,symbol
ATP6V0A1,535,symbol
ATP6V0A2,23545,symbol
ATP6V0A4,50617,symbol
ATP6V0B,533,symbol
ATP6V0C,527,symbol
ATP6V0D1,9114,symbol
ATP6V0D2,245972,symbol
ATP6V0E1,8992,symbol
ATP6V0E2,155066,symbol
ATP6V1A,523,symbol
ATP6V1B2,526,symbol
ATP6V1C1,528,symbol
ATP6V1C2,245973,symbol
ATP6V1D,51382,symbol
ATP6V1E1,529,symbol
ATP6V1E2,90423,symbol
ATP6V1F,9296,symbol
ATP6V1G2,534,symbol
ATP6V1H,51606,symbol
ATP7B,540,symbol
ATP8A1,10396,symbol
ATP8A2,51761,symbol
ATP8B1,5205,symbol
ATP8B2,57198,symbol
ATP8B3,148229,symbol
ATP8B4,79895,symbol
ATP9A,10079,symbol
ATP9B,374868,symbol
ATPAF2,91647,symbol
ATPSCKMT,134145,symbol
ATRAID,51374,symbol
ATRN,8455,symbol
ATRNL1,26033,symbol
ATRX,546,symbol
ATXN1,6310,symbol
ATXN2,6311,symbol
ATXN2L,11273,symbol
ATXN3,4287,symbol
ATXN7,6314,symbol
ATXN7L1,222255,symbol
ATXN7L2,127002,symbol
ATXN7L3,56970,symbol
ATXN7L3B,552889,symbol
AUH,549,symbol
AURKA,6790,symbol
AURKB,9212,symbol
AUTS2,26053,symbol
AVEN,57099,symbol
AVL9,23080,symbol
AVPI1,60370,symbol
AVPR1A,552,symbol
AVPR1B,553,symbol
AWAT1,158833,symbol
AWAT2,158835,symbol
AXDND1,126859,symbol
AXIN1,8312,symbol
AXL,558,symbol
AZIN1,51582,symbol
AZIN2,113451,symbol
AZU1,566,symbol
B2M,567,symbol
B3GALNT1,8706,symbol
B3GALT2,8707,symbol
B3GALT4,8705,symbol
B3GALT5,10317,symbol
B3GALT6,126792,symbol
B3GAT1,27087,symbol
B3GAT2,135152,symbol
B3GAT3,26229,symbol
B3GLCT,145173,symbol
B3GNT10,100288842,alias
B3GNT3,10331,symbol
B3GNT5,84002,symbol
B3GNT6,192134,symbol
B3GNT7,93010,symbol
B3GNT8,374907,symbol
B3GNTL1,146712,symbol
B4GALNT3,283358,symbol
B4GALNT4,338707,symbol
B4GALT1,2683,symbol
B4GALT2,8704,symbol
B4GALT3,8703,symbol
B4GALT5,9334,symbol
B4GALT7,11285,symbol
B4GAT1,11041,symbol
B9D1,27077,symbol
B9D2,80776,symbol
BAALC,79870,symbol
BAAT,570,symbol
BABAM1,29086,symbol
BABAM2,9577,symbol
BACE1,23621,symbol
BACE2,25825,symbol
BACH1,571,symbol
BACH2,60468,symbol
BAG1,573,symbol
BAG2,9532,symbol
BAG3,9531,symbol
BAG4,9530,symbol
BAG5,9529,symbol
BAG6,7917,symbol
BAHCC1,57597,symbol
BAHD1,22893,symbol
BAIAP2L1,55971,symbol
BAIAP2L2,80115,symbol
BAK1,578,symbol
BAMBI,25805,symbol
BANF1,8815,symbol
BANK1,55024,symbol
BARD1,580,symbol
BARHL1,56751,symbol
BARX1,56033,symbol
BARX2,8538,symbol
BATF,10538,symbol
BATF2,116071,symbol
BATF3,55509,symbol
BAX,581,symbol
BAZ1A,11177,symbol
BAZ1B,9031,symbol
BAZ2A,11176,symbol
BAZ2B,29994,symbol
BBC3,27113,symbol
BBOF1,80127,symbol
BBOX1,8424,symbol
BBS10,79738,symbol
BBS12,166379,symbol
BBS2,583,symbol
BBS7,55212,symbol
BBS9,27241,symbol
BBX,56987,symbol
BCAM,4059,symbol
BCAN,63827,symbol
BCAR1,9564,symbol
BCAR3,8412,symbol
BCAS1,8537,symbol
BCAS2,10286,symbol
BCAS3,54828,symbol
BCAS4,55653,symbol
BCAT1,586,symbol
BCAT2,587,symbol
BCDIN3D,144233,symbol
BCHE,590,symbol
BCKDHB,594,symbol
BCL10,8915,symbol
BCL11A,53335,symbol
BCL11B,64919,symbol
BCL2,596,symbol
BCL2A1,597,symbol
BCL2L1,598,symbol
BCL2L11,10018,symbol
BCL2L13,23786,symbol
BCL2L14,79370,symbol
BCL2L15,440603,symbol
BCL2L2,599,symbol
BCL6,604,symbol
BCL6B,255877,symbol
BCL7A,605,symbol
BCL9,607,symbol
BCL9L,283149,symbol
BCLAF1,9774,symbol
BCLAF3,256643,symbol
BCO1,53630,symbol
BCO2,83875,symbol
BCOR,54880,symbol
BCR,613,symbol
BCS1L,617,symbol
BDH1,622,symbol
BDKRB1,623,symbol
BDKRB2,624,symbol
BDNF,627,symbol
BEAN1,146227,symbol
BECN1,8678,symbol
BEGAIN,57596,symbol
BEND6,221336,symbol
BEST1,7439,symbol
BEST3,144453,symbol
BEST4,266675,symbol
BET1L,51272,symbol
BEX1,55859,symbol
